@relation 'dr-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,12'

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
216,-201.611086,182.789636,30.096206,-177.466464,-397.1846,-17.648144,161.027254,167.237149,324.105412,43.722952,cluster0,1
217,-22.018955,-54.97387,304.351385,-149.215261,-179.389612,465.94849,649.459849,179.006568,204.040675,596.874422,cluster0,0
218,-135.619473,124.818684,47.298762,-159.578827,-357.899974,70.10325,237.215965,197.792228,337.373615,159.618724,cluster0,0
219,-106.80765,94.28079,26.033608,-95.644283,-212.534771,7.756863,111.034524,110.226635,197.073489,37.238382,cluster0,0
220,-232.12736,206.208483,52.168526,-207.235985,-442.635286,8.789927,220.451167,229.427195,401.809387,56.042906,cluster0,0
221,-22.2706,24.29947,52.726301,-63.400677,-153.682566,112.574255,187.92113,120.137925,177.048968,177.146654,cluster1,0
222,30.12687,-48.933788,44.235548,-26.584914,-23.132219,125.216286,154.208276,55.369442,71.236631,147.014628,cluster1,0
223,172.270622,-193.227855,151.599817,-113.77615,-248.682372,511.912093,665.086486,370.495519,467.116675,783.836531,cluster0,1
224,-203.54933,183.562603,53.066581,-211.321352,-454.253018,46.026412,258.8021,237.566253,413.479682,123.83486,cluster0,1
225,-35.245944,22.947282,69.833003,-113.933206,-242.616204,155.096613,282.997462,166.290384,256.308827,281.858987,cluster0,0
226,-24.37514,11.14295,18.182884,-40.53244,-82.723558,35.300059,79.021661,45.788857,83.644597,62.915681,cluster1,1
227,-149.949591,131.978852,43.821337,-146.188026,-313.60011,29.383921,175.542022,178.02186,297.29685,62.873341,cluster0,1
228,-46.288483,36.186754,14.318517,-53.726064,-110.606052,21.746661,77.389503,60.51062,109.408909,33.302489,cluster1,0
229,-225.575338,195.267316,50.39161,-198.524755,-418.445245,3.334627,193.937584,226.79594,383.690354,25.946163,cluster0,1
230,-25.261464,26.08447,9.72511,-29.518232,-67.370253,17.996982,54.268558,27.74988,56.084857,29.918598,cluster1,0
231,-1.057417,-26.735678,43.106378,-65.306594,-95.636688,131.617908,195.053219,92.348797,141.466807,160.995164,cluster1,0
232,-129.792949,91.90278,166.791071,-200.262669,-389.868977,233.169581,454.18246,166.251269,297.399528,404.54496,cluster0,1
233,-119.890162,102.855179,32.567369,-117.257239,-243.48241,23.706881,142.746298,134.885778,230.413227,42.793253,cluster0,0
234,-199.872755,142.505648,42.085168,-204.303033,-435.608753,35.714901,230.757193,206.737637,389.188771,145.293131,cluster0,1
235,27.093497,-52.165736,54.125948,-33.803511,-27.379354,139.394669,176.24941,57.929128,74.274435,164.997225,cluster1,0
236,-74.647801,55.769164,60.324422,-109.703508,-218.147089,100.184787,221.164842,81.636547,167.940446,189.549541,cluster0,1
237,10.628586,-21.226397,26.502512,-32.596346,-60.862182,86.511179,121.528541,65.564084,97.473505,118.661461,cluster1,1
238,-22.727924,8.897116,14.944919,-42.581916,-76.498725,51.209709,95.705733,54.877743,92.569525,65.372341,cluster1,1
239,33.642891,-61.042392,94.353001,-66.671633,-100.249891,229.606655,301.011373,126.675318,165.367556,294.129113,cluster0,0
240,-107.351454,97.532014,40.916455,-122.177818,-264.118125,45.064922,174.369382,149.685935,246.067789,85.856406,cluster0,0
241,48.451521,-56.631823,52.514727,-40.706507,-91.421716,169.100933,215.379432,114.197831,150.125363,274.389154,cluster1,0
242,-134.85166,119.290156,24.908552,-158.998733,-345.274624,24.936698,177.166625,105.328196,246.619924,122.061243,cluster0,1
243,-13.375897,3.468425,30.708053,-35.091484,-62.603519,59.310516,98.805433,39.825068,62.661879,72.731135,cluster1,0
244,-6.616164,-14.031434,57.066585,-44.642287,-59.351809,110.129397,157.454445,51.896884,72.072042,139.356089,cluster1,1
245,-5.55263,-12.830716,115.320463,-86.142042,-155.599028,212.930842,322.110116,137.751241,185.593153,308.746242,cluster0,0
246,-17.13538,13.864902,13.173722,-28.466384,-56.761865,28.794844,61.319332,31.656953,58.326066,39.9055,cluster1,0
247,-29.179439,23.858745,17.141505,-33.694226,-72.284521,21.011926,58.276448,28.972109,59.031827,45.639747,cluster1,1
248,-125.181446,113.346961,41.23318,-134.781749,-300.826935,38.990158,176.401153,154.898638,269.394535,95.42412,cluster0,0
249,-82.628184,77.413844,13.236964,-75.342901,-168.045085,-2.652284,76.990112,77.900045,145.825217,13.455719,cluster1,0
250,-129.682004,125.132666,14.626581,-120.913171,-266.263808,-6.944351,115.800921,116.717641,223.715713,27.635465,cluster0,1
251,-106.49726,67.367471,54.010739,-135.872142,-261.788353,94.405252,220.744235,197.948944,306.967709,117.264166,cluster0,0
252,-57.287518,49.871901,10.793105,-60.254882,-129.776597,14.508385,79.229895,63.10637,119.986148,36.779563,cluster1,1
253,-26.777678,-3.73963,101.851301,-66.91994,-87.694948,151.853976,228.023563,70.668914,92.764941,187.41779,cluster1,0
254,-123.53657,118.924563,14.156578,-107.5049,-247.126762,-15.120202,104.445584,103.240902,207.021851,23.351717,cluster0,1
255,105.60895,-121.446977,163.51012,-76.041402,-144.021071,393.064224,494.944065,225.678834,265.227719,570.841495,cluster0,1
256,-170.932639,146.146369,40.299075,-146.779745,-310.70265,2.414512,146.772497,167.581815,286.991205,20.40312,cluster0,1
257,-14.164137,-3.47326,45.444935,-38.137467,-56.438995,84.269074,124.966653,49.892963,70.482048,101.71686,cluster1,0
258,-8.972421,-14.691541,72.809117,-39.584388,-44.904599,120.021687,167.01345,47.939488,59.989226,142.544146,cluster1,0
259,64.654277,-96.5338,144.43748,-82.844739,-138.076697,341.715017,442.568983,194.971748,243.876867,460.977063,cluster0,0
260,9.821041,-12.302479,28.826829,-24.843057,-49.149072,78.598882,109.195556,55.602729,78.421902,103.433806,cluster1,0
261,-113.835656,96.339746,40.237341,-116.944583,-239.495082,40.346501,155.88607,132.169535,225.118698,69.296084,cluster0,1
262,-61.864785,54.740729,15.662655,-56.090699,-121.432108,5.305887,63.133465,63.592698,112.446722,13.281999,cluster1,0
263,-33.854593,31.799606,5.349205,-29.154963,-63.217869,4.800687,33.458353,26.773388,56.561591,13.285433,cluster1,1
264,-13.720123,-14.166883,70.281427,-58.155352,-77.171069,137.057609,198.602488,72.680331,102.435258,166.580274,cluster1,0
265,-205.903358,164.179824,64.947478,-170.562776,-346.339575,16.021813,178.851926,205.077584,335.182773,25.491426,cluster0,0
266,-50.357307,40.190575,16.261472,-49.562567,-99.40003,18.543028,65.295256,52.4658,97.053,30.970984,cluster1,0
267,-78.307185,68.119695,15.942549,-70.963281,-146.44214,7.168881,72.38228,78.729817,137.676937,13.754281,cluster1,0
268,5.680411,-37.714887,102.78993,-46.708653,-46.719339,178.174999,236.175062,66.110909,74.436081,217.867346,cluster1,0
269,-183.394986,154.131937,50.143484,-160.847787,-341.293036,11.269527,170.862876,187.735388,319.916602,41.848793,cluster0,1
270,-48.196993,39.764264,15.405891,-48.853713,-97.634534,27.232579,74.349447,49.532137,91.008815,40.29071,cluster1,1
271,-303.381316,243.782582,83.447394,-257.694611,-532.020295,14.717845,258.384139,315.172231,519.503452,41.334835,cluster0,1
272,40.444167,-36.517183,64.569968,-36.938433,-96.33705,160.050678,216.110145,125.007238,153.747115,246.912781,cluster1,0
273,-84.854155,62.347575,59.726063,-121.580187,-268.209763,90.825286,231.581522,185.533798,291.565893,185.107614,cluster0,0
274,-58.43519,49.670272,27.802683,-71.054502,-152.757935,43.57449,122.591161,76.469462,138.272459,77.860051,cluster1,0
275,-170.780277,151.830735,53.196521,-206.368337,-443.925266,85.567029,299.159982,226.143483,405.550706,194.384049,cluster0,1
276,-104.384426,82.247405,34.494164,-113.035752,-237.053672,30.251095,146.145963,124.545487,216.192517,57.478491,cluster0,1
277,-67.624664,29.4798,141.160976,-127.521451,-228.757531,204.839772,357.31737,114.886218,190.10841,327.61735,cluster0,1
278,-8.999602,-6.232956,48.830176,-31.647388,-42.211268,82.736656,116.063095,36.631232,51.084803,107.135828,cluster1,1
279,37.181491,-75.22942,72.837673,-79.760659,-109.312142,239.393132,308.491499,146.713335,201.351789,304.622679,cluster0,1
280,-256.664675,241.661819,6.657466,-253.66014,-555.253953,-11.885041,206.760898,152.15917,386.380492,155.350698,cluster0,1
281,-136.756277,111.143757,46.149864,-134.332888,-288.085555,36.89736,174.858947,169.273008,286.007281,71.964119,cluster0,0
282,-6.234311,-41.431384,176.811564,-91.566957,-113.887409,282.611008,397.42705,113.323576,136.179704,372.21619,cluster0,1
283,-183.380829,153.923475,54.213724,-190.402185,-396.554685,51.834098,235.661712,220.308246,374.26655,115.479301,cluster0,1
284,-13.687181,-0.962175,26.947449,-38.701234,-64.586356,67.738056,108.502495,48.344853,79.008664,84.01138,cluster1,0
285,-10.902215,-9.940143,82.630851,-62.84357,-94.443492,152.262739,227.285128,82.814099,115.770512,199.858328,cluster1,0
286,-103.249969,78.744699,34.431588,-132.423774,-276.300843,67.268644,206.726255,146.864211,268.647465,135.994417,cluster0,0
287,-139.392832,110.4751,106.881393,-221.488842,-437.001858,196.684451,408.467139,201.048391,365.159062,367.30269,cluster0,1
288,-128.290093,97.230828,61.374851,-214.957406,-442.21614,151.998135,368.553106,196.273418,377.403932,327.643115,cluster0,1
289,-172.572092,160.586534,38.483812,-189.839671,-399.683876,46.944889,224.518061,178.041397,334.036191,130.052988,cluster0,1
290,-124.284941,101.55584,35.309246,-135.943496,-287.878484,36.22098,173.817703,141.550997,259.584874,82.347655,cluster0,1
291,-105.34836,72.889402,125.101566,-216.925,-430.439316,261.286844,459.7816,217.26214,379.553555,499.105671,cluster0,1
292,9.159401,-31.489867,95.96003,-47.983499,-66.239271,176.728643,238.539945,77.441438,95.992967,227.41197,cluster1,0
293,-99.103604,84.830212,23.904606,-96.279091,-202.500833,18.200013,112.570148,108.583111,189.48215,38.49384,cluster0,0
294,-16.140086,-28.536807,159.102577,-90.036628,-123.066838,260.136384,364.567313,124.898264,154.841068,330.623243,cluster0,1
295,-102.893212,97.704551,50.624846,-139.43684,-309.894947,70.21543,226.017076,166.82552,275.516102,154.324515,cluster0,0
296,-13.362265,-17.842689,128.955644,-73.802822,-105.01291,204.546894,294.113148,105.668698,129.328439,270.294732,cluster0,0
297,-179.494599,151.533193,41.876776,-182.306988,-385.676664,36.149371,215.492771,200.75691,356.352136,90.355585,cluster0,0
298,-104.42246,93.125217,38.763605,-120.737144,-258.452947,52.914811,182.412183,137.334792,241.549604,113.595214,cluster0,1
299,0.844248,-16.322038,48.5186,-50.747079,-95.660765,122.675193,176.357493,94.948288,136.695169,160.460803,cluster1,0
300,-13.292191,0.926638,75.912475,-58.247832,-115.584348,133.362352,204.863827,94.208471,129.479507,193.717931,cluster1,1
301,-7.162967,7.327255,60.997706,-98.190129,-223.277772,175.819505,268.308922,145.760256,231.67744,318.390319,cluster0,1
302,-6.591556,5.328498,3.899613,-6.014903,-15.527592,10.645889,19.850216,7.484994,17.981524,10.385615,cluster1,1
303,10.722458,-43.952227,59.211051,-69.323634,-102.203892,168.875735,239.702118,110.1475,161.66459,212.438119,cluster1,0
304,-123.49707,115.96718,32.965639,-138.382743,-304.006078,40.740501,191.892991,157.726069,278.169395,103.513369,cluster0,1
305,-2.618038,-33.528089,105.450763,-90.388687,-143.979903,224.797458,322.062073,141.888623,195.42643,296.226691,cluster0,0
306,74.593708,-100.906152,67.548857,-50.876636,-75.441392,246.588279,302.301739,149.675775,193.022977,306.197611,cluster0,0
307,-181.908473,182.386849,16.228589,-176.238769,-400.464738,-21.373327,159.447582,159.851998,307.860365,32.688448,cluster0,1
308,-129.803945,100.184038,60.652478,-145.545866,-301.192622,74.283608,221.222285,198.86078,315.233098,112.363606,cluster0,0
309,-29.245435,22.358526,8.477271,-33.622494,-68.075836,22.481893,55.752886,32.30709,66.220537,35.950775,cluster1,0
310,11.487986,-43.544238,105.887515,-76.790075,-120.317606,224.088692,313.86916,128.524104,171.925109,291.290347,cluster0,0
311,1.764217,-45.11151,97.118031,-119.668075,-232.498788,199.682012,371.750584,139.831723,253.414052,414.63446,cluster0,1
312,-152.707267,140.536219,14.186035,-141.296673,-324.526051,-5.73624,142.132836,114.138719,251.868397,79.206526,cluster0,1
313,-107.041585,100.928048,26.325522,-124.345944,-273.89534,38.099519,171.142118,126.508436,235.855774,100.199229,cluster0,1
314,32.382265,-64.544761,105.618357,-95.440905,-167.567404,278.241533,376.558903,174.398346,241.722746,389.596241,cluster0,1
315,-14.268262,-0.962459,43.435696,-60.321404,-106.182695,107.356864,160.08357,79.601682,125.719248,150.573777,cluster1,1
316,-28.829908,26.733433,10.459826,-30.538445,-67.379829,18.882144,56.030784,32.126509,63.134612,30.817124,cluster1,1
317,-3.718991,-47.297306,248.99905,-140.854547,-215.515803,419.867525,587.940353,224.154138,271.266851,557.338104,cluster0,1
318,-176.521108,156.265246,53.495579,-194.0576,-413.071762,56.025801,246.311823,202.19849,361.39387,135.420448,cluster0,1
319,-110.307511,77.633476,33.233464,-130.898782,-251.285786,63.081922,189.297643,153.862477,265.924379,93.107151,cluster0,1
320,-129.739453,107.513128,36.163744,-128.555796,-272.497543,31.949694,163.029682,146.511228,259.519603,72.596337,cluster0,0
321,-192.705766,174.004022,20.581599,-172.655353,-352.683094,-3.616618,140.057282,156.048169,302.177958,47.250146,cluster0,1
322,-5.340428,-50.277173,207.411307,-108.550997,-128.332352,347.175904,473.282557,138.279502,162.924592,441.113457,cluster0,1
323,-118.235841,106.926872,33.48333,-121.015112,-261.797115,26.762616,150.428028,138.697722,237.596095,57.877959,cluster0,1
324,-48.905205,19.687559,80.494933,-99.685262,-177.969737,147.844145,251.582306,112.047033,178.506954,227.972169,cluster0,1
325,-130.055107,112.072944,25.281073,-117.55018,-248.975498,5.544473,121.783874,132.736892,234.825737,26.112382,cluster0,0
326,42.836911,-86.372759,88.665023,-68.651915,-76.540925,247.333389,318.932641,122.410625,160.846021,298.942249,cluster0,0
327,-88.299667,71.610401,43.803448,-106.556644,-236.635556,61.645449,176.333879,150.195492,246.197165,119.169148,cluster0,0
328,-106.570288,92.905145,26.8399,-114.567486,-239.213634,33.80573,152.681591,135.683634,233.403328,61.264119,cluster0,0
329,-80.465924,65.3547,18.058479,-62.553319,-135.200528,-1.036677,60.234519,73.009483,128.106861,5.731343,cluster1,0
330,-84.236039,67.506966,56.02432,-131.429328,-276.21086,105.156005,245.419974,175.174806,283.106976,175.56698,cluster0,0
331,0.440966,-16.473996,21.035456,-43.355651,-62.841199,80.144582,116.507532,55.392104,86.287016,91.81312,cluster1,0
332,-283.101456,251.379302,47.952914,-306.506337,-617.321281,63.764009,312.672368,247.273284,494.307796,229.44689,cluster0,1
333,23.950387,-56.21776,104.077584,-64.518998,-81.42562,221.79622,290.245409,111.096215,138.322291,285.76737,cluster0,1
334,-174.946955,134.899619,45.944256,-155.578357,-313.827789,25.532425,171.550543,196.043897,322.020489,32.578763,cluster0,1
335,6.748737,-25.816067,66.243844,-46.708745,-72.948673,142.339091,190.927884,87.076687,112.119035,174.959915,cluster1,0
336,-130.967415,109.928719,36.829182,-131.217378,-284.058272,30.457218,172.376032,150.933531,270.349672,80.520051,cluster0,0
337,-80.027431,43.401661,128.364695,-169.499806,-311.436253,238.01814,404.295086,141.20508,253.789216,404.431328,cluster0,1
338,-58.182412,0.536731,198.364954,-131.112593,-181.131711,279.077093,427.766578,140.430887,176.253513,364.275455,cluster0,0
339,-292.622131,271.340091,35.619034,-321.37025,-677.908848,39.273344,301.509603,261.566638,525.145229,216.851805,cluster0,1
340,-33.764624,29.960544,4.650243,-28.720654,-62.667874,6.454908,31.950195,22.665466,51.731914,15.198077,cluster1,1
341,-172.555698,157.76705,19.957039,-184.58614,-379.041298,20.818129,175.676102,157.189852,302.848981,78.568037,cluster0,1
342,-29.122528,-1.15597,69.782157,-78.718022,-109.225676,145.677614,206.46001,76.733282,118.588357,194.416266,cluster1,1
343,-85.006066,58.331736,51.808659,-131.234272,-248.730093,111.496192,234.707191,157.689433,262.469277,169.788877,cluster0,1
344,-4.094894,-4.002797,114.644343,-97.025128,-220.044419,224.786944,348.281055,181.901141,253.081203,368.946301,cluster0,0
345,-189.535776,169.871354,29.596671,-160.330703,-352.471497,-16.677813,145.715913,163.154008,304.015482,27.694335,cluster0,1
346,-19.018224,8.413542,28.90962,-44.748724,-84.636971,69.479812,116.830036,57.218862,92.84825,95.89194,cluster1,1
347,-140.84498,129.460832,64.219645,-164.258197,-363.273468,80.783582,248.827577,209.10116,343.436863,173.982883,cluster0,0
348,16.041499,-57.329468,92.003392,-80.150221,-107.589783,218.57388,302.253626,125.558205,171.158953,265.563978,cluster0,0
349,-180.196944,163.471088,37.150812,-170.224969,-375.914779,11.759592,188.962676,194.340868,342.132356,62.067273,cluster0,0
350,-63.5841,16.660016,174.72841,-156.955233,-289.898101,267.640153,460.432787,173.329028,264.252241,425.495707,cluster0,1
351,-150.43545,149.573991,31.184933,-154.181238,-344.057849,25.904153,197.344737,148.316751,288.749026,102.58231,cluster0,0
352,-97.669988,80.574626,59.51134,-125.506795,-250.38899,96.034984,215.77835,144.502337,239.508429,162.862853,cluster0,1
353,22.489926,-36.207493,120.635415,-72.243622,-142.272621,244.125756,344.009138,154.09718,197.281775,357.892173,cluster0,0
354,-125.270433,114.584729,25.611768,-117.028569,-253.176482,10.601352,131.179311,128.451708,231.30923,41.874938,cluster0,1
355,-5.303867,1.138108,9.76939,-10.462034,-21.361468,18.097278,33.296369,10.662036,23.532384,26.901158,cluster1,1
356,-10.505149,8.57503,35.483809,-39.265717,-83.071887,76.4355,115.959875,63.062883,92.921374,104.182217,cluster1,0
357,59.328849,-97.60135,156.506559,-101.817254,-168.458282,371.39076,492.379388,231.472728,288.003752,500.677486,cluster0,0
358,-92.99671,75.114151,30.559287,-109.719187,-215.744942,50.504902,157.26386,122.776389,212.88209,79.652036,cluster0,0
359,-116.598597,97.181432,49.257827,-141.609196,-294.236226,78.08789,210.329671,191.969397,304.005617,132.714457,cluster0,0
360,-41.582965,19.349078,43.117523,-103.850476,-192.878666,120.225525,223.893691,135.510747,216.845512,168.285186,cluster0,1
361,-159.031371,149.287344,21.50582,-138.183609,-302.852962,-7.816951,137.088648,146.480679,269.914139,26.440301,cluster0,1
362,108.760212,-125.821281,114.51828,-78.030878,-155.506844,355.809474,449.486451,250.066753,311.47507,507.665091,cluster0,1
363,83.404039,-110.911574,149.783104,-82.464527,-140.78385,366.915894,465.146658,222.232221,269.036522,493.182694,cluster0,0
364,-65.334873,42.106437,35.595127,-121.134187,-249.114289,94.800635,208.912048,122.01446,232.019041,199.335406,cluster0,1
365,-22.267299,7.917118,40.296716,-42.636636,-74.617213,72.693631,120.954774,47.188017,77.719925,96.782133,cluster1,0
366,-26.677357,13.175856,25.983116,-70.160948,-126.720669,86.953108,150.379791,82.63329,137.442705,120.60058,cluster1,1
367,29.364553,-38.333287,80.606811,-37.787951,-69.824983,170.33777,220.677211,103.733075,124.270567,230.830178,cluster1,1
368,-131.37972,124.172876,10.897735,-131.018181,-283.843625,5.123325,130.279135,116.156552,231.772809,56.957234,cluster0,1
369,-12.940908,-56.998801,271.126362,-123.371037,-138.7236,415.538045,569.416963,151.911402,168.257853,529.503975,cluster0,1
370,-10.753113,-2.327748,24.219137,-47.455917,-82.93528,81.793624,127.965878,61.102319,103.035369,115.187824,cluster1,0
371,-67.835436,52.959618,35.217129,-90.756896,-190.937692,60.081694,154.628658,122.369392,200.379199,90.989362,cluster1,0
372,0.273905,-20.5663,80.43251,-70.049309,-117.021598,165.073284,248.498119,96.728436,138.069912,226.652708,cluster1,1
373,-81.440706,55.635515,41.730913,-108.830399,-209.723684,80.14988,191.127806,137.89923,228.662976,115.896206,cluster0,0
374,20.45467,-49.440731,146.830869,-94.648361,-173.136043,290.399813,412.291273,173.918133,228.521663,413.464154,cluster0,0
375,-83.443337,62.246587,111.792936,-146.586246,-298.989427,195.86637,352.695341,174.204772,278.075392,339.994744,cluster0,1
376,-154.759972,121.960502,69.798926,-181.381382,-382.246558,93.01712,272.230429,251.129291,399.02159,157.199353,cluster0,0
377,-44.167244,23.081352,51.541917,-106.131841,-211.309765,130.874163,236.877277,161.034533,251.920673,188.686598,cluster0,0
378,-166.231125,142.682423,54.559506,-184.619457,-386.365109,66.153576,256.474952,217.364597,367.02874,121.515852,cluster0,0
379,-109.74826,104.579164,18.759276,-108.33759,-236.637326,8.296519,123.659697,113.020174,207.017407,36.145936,cluster0,0
380,-3.807333,6.579037,123.900866,-137.026622,-322.364815,278.54383,430.778522,254.083732,358.037145,528.753376,cluster0,1
381,-110.078344,91.169987,24.648151,-112.111605,-235.392434,22.335101,137.892193,119.042048,219.166898,53.90698,cluster0,1
382,-137.104794,111.281388,64.56456,-170.406096,-357.443325,94.087054,268.688072,198.18686,335.118924,171.501059,cluster0,0
383,-87.346179,85.048208,21.165436,-103.971431,-226.113772,36.339715,151.422558,114.420907,207.228532,78.08161,cluster0,0
384,-80.457814,65.888193,21.962985,-73.47374,-153.569027,10.850022,83.579014,82.900977,145.482829,25.488481,cluster1,1
385,-63.627881,41.231084,52.279971,-118.546471,-233.239449,118.618369,242.873689,162.36468,258.332302,167.11339,cluster0,1
386,-156.458195,133.895659,36.00099,-139.505327,-291.758716,10.771857,148.512508,160.656941,275.007694,29.289902,cluster0,0
387,-82.617327,50.130466,145.903698,-167.113952,-311.871293,249.186741,427.843276,157.775488,263.838325,409.679985,cluster0,1
388,-16.91194,20.816635,79.252644,-128.278656,-306.943198,207.720434,349.357002,248.436372,361.322652,317.801288,cluster0,0
389,-122.463565,93.725846,61.257825,-130.922803,-260.254655,71.696968,196.924261,161.906082,263.419368,108.352476,cluster0,1
390,-182.450382,165.450533,37.935845,-175.52317,-379.719596,10.153537,172.049721,181.497977,325.959241,58.162553,cluster0,1
391,-60.754251,40.161217,58.227816,-119.993363,-256.65581,109.788461,249.673301,152.706086,251.102169,222.202094,cluster0,0
392,-88.680495,71.731173,29.419673,-82.367318,-170.870811,18.466384,99.639094,92.510546,162.569232,35.293308,cluster1,1
393,-137.529928,110.375931,53.388702,-179.596479,-385.287829,69.744894,267.066509,205.913818,361.514711,166.200845,cluster0,0
394,-128.350975,121.519873,26.782634,-145.849356,-310.256701,34.292098,175.488242,133.821487,251.991813,100.542929,cluster0,1
395,-152.461568,133.846823,24.572173,-143.27233,-299.247145,3.555934,134.246067,142.241206,261.846946,35.250299,cluster0,1
396,-138.857589,113.498109,52.558663,-168.461679,-348.245803,80.979148,252.183289,200.910495,340.315091,140.691871,cluster0,1
397,-177.390834,150.187428,40.127664,-154.340172,-331.484998,0.511759,157.407768,173.655989,306.038959,28.055819,cluster0,1
398,8.937849,-11.362214,35.611423,-35.782052,-71.173003,98.901277,136.970766,67.137101,98.434957,135.546499,cluster1,1
399,-88.064757,60.807748,39.671934,-152.328445,-315.314677,110.862243,255.121393,126.977365,260.985159,274.979044,cluster0,1
400,-64.448022,35.320701,50.684672,-134.225606,-276.737226,123.439604,275.072006,179.942942,298.1152,227.435449,cluster0,0
401,-116.462861,97.953477,27.392597,-100.345933,-214.559152,1.275769,101.205463,116.794478,202.202229,11.979839,cluster0,0
402,-101.053543,98.279013,20.732129,-103.413974,-240.714792,13.228819,128.023839,98.712408,195.919448,67.529869,cluster0,1
403,2.447625,-12.826564,19.82872,-29.577975,-42.120533,65.052036,91.505689,34.257542,56.781401,80.202739,cluster1,1
404,-18.000021,-16.490814,42.88863,-98.58459,-170.883879,146.722041,228.756413,94.67706,180.058318,256.550663,cluster1,1
405,-46.98553,32.164546,48.174239,-84.773103,-166.652462,90.677182,183.808131,89.695786,152.013957,133.512115,cluster1,0
406,-10.385191,0.375199,29.778302,-22.407811,-32.828276,53.29111,80.323938,27.320699,40.82045,61.669482,cluster1,0
407,46.801458,-57.964837,106.706756,-55.034098,-105.436999,225.741247,307.518546,140.140083,164.885644,344.915843,cluster0,0
408,-237.251269,226.803522,19.548808,-228.906676,-492.756473,-5.020745,199.970275,176.987627,373.794875,97.385846,cluster0,1
409,-44.185282,20.634136,66.721316,-140.082267,-269.958585,187.695787,321.608464,205.159583,313.791331,267.427896,cluster0,1
410,-31.581966,14.028494,41.872855,-58.584825,-106.382076,79.973391,143.58906,69.355556,110.047699,106.889017,cluster1,0
411,-150.57453,143.759184,16.052282,-142.955425,-313.196079,0.790888,148.711912,147.455901,276.492959,43.906202,cluster0,1
412,-27.700664,12.748379,36.456339,-62.936598,-123.096085,80.950519,148.30567,76.097757,126.008122,112.259705,cluster1,0
413,-195.589016,165.4468,51.263764,-176.077913,-365.574079,17.927392,183.725447,201.539504,342.404633,46.477614,cluster0,1
414,-59.812655,-24.04859,285.212322,-169.20052,-220.671886,421.756197,623.969677,188.910424,235.018931,557.749855,cluster0,1
415,-141.487068,122.932911,34.22868,-128.174926,-272.506128,7.486234,131.167053,148.655652,250.550792,32.795809,cluster0,1
416,-11.859146,-9.919162,75.212968,-72.937799,-130.89069,156.181636,244.572974,111.16532,161.122477,221.944637,cluster1,0
417,-139.329353,104.075262,77.549503,-194.65347,-388.479866,146.155661,336.524673,228.774741,387.94507,239.095633,cluster0,1
418,12.151786,-25.028819,24.369114,-25.519448,-30.959047,78.242295,107.166591,36.2365,57.28782,94.786848,cluster1,0
419,-169.550431,155.132753,32.94174,-163.483109,-356.864475,12.133491,185.050939,175.157644,316.244518,65.336787,cluster0,1
420,-136.562941,110.58905,44.774928,-156.085858,-308.988827,66.040779,203.579452,181.207255,301.799072,112.579501,cluster0,1
421,-72.535401,70.002223,7.1915,-67.597439,-147.94335,5.455568,72.570705,70.643183,131.205384,19.717281,cluster1,1
422,-93.46669,79.365322,30.832056,-113.802251,-233.23208,44.58459,156.760624,126.593708,215.856585,69.70531,cluster0,0
423,-98.033674,84.11154,18.386983,-84.266385,-173.131563,3.591184,79.546704,91.925752,163.919293,14.977054,cluster1,1
424,79.065845,-61.282759,98.167347,-42.874121,-140.544725,262.8119,319.397849,193.110388,236.397866,388.954036,cluster0,1
425,-21.877654,-7.119412,98.413972,-109.968084,-205.51919,214.840637,331.577947,185.556758,258.939477,290.922307,cluster0,0
426,-52.210172,26.308297,82.984177,-81.193944,-137.330434,120.816882,213.2696,88.896662,134.181443,160.140812,cluster1,0
427,-68.476031,61.645449,64.337429,-122.268456,-288.284118,111.860824,254.0118,199.308937,305.062642,224.21105,cluster0,0
428,-5.574528,-43.774814,195.865766,-103.398871,-133.658044,327.950929,447.524442,144.435607,171.890292,432.192493,cluster0,1
429,-13.477789,0.339149,17.355784,-43.935434,-70.747263,56.32707,89.482536,39.8175,73.689895,74.525522,cluster1,1
430,-64.216692,53.423909,14.938016,-56.58852,-123.589228,9.46379,68.062302,62.234925,114.756573,21.9489,cluster1,1
431,14.382817,-35.52634,46.652241,-40.365536,-62.487609,125.325424,170.13994,75.400486,106.421097,154.67826,cluster1,1
432,-26.749487,5.478464,40.896196,-74.186779,-138.900754,108.796692,183.921778,103.6408,164.408705,145.093873,cluster1,0
433,-38.885265,23.756136,51.091423,-57.263348,-102.505595,73.426828,137.844548,57.777746,91.75435,95.06179,cluster1,0
434,-137.316623,114.312668,24.848758,-138.77933,-280.059916,33.302416,159.559568,144.496892,265.579597,76.558036,cluster0,1
435,-210.42143,184.181692,44.453403,-196.464238,-408.127676,19.739256,204.827449,213.576305,374.175844,63.188136,cluster0,1
436,-30.916412,-7.799529,127.754458,-75.360094,-92.998349,184.71059,273.761425,76.311097,98.861654,233.566726,cluster1,0
