@relation 'dr-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse2_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,12'

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
215,-66.129494,133.998906,-15.641188,40.914106,-151.481642,178.281542,140.41602,19.637366,118.497768,204.412198,cluster1,0
216,-127.088456,44.249124,-238.579174,0.999276,6.234566,114.92343,48.989356,264.21515,-145.322446,324.935544,cluster0,1
217,-249.150562,297.900536,209.41521,238.350416,-319.260362,332.460216,301.936138,-203.40694,302.281284,337.936138,cluster1,0
218,-115.665911,92.513035,-203.579843,-3.199599,-72.629965,177.801551,96.630091,224.108433,-54.414473,340.630091,cluster0,0
219,-73.783873,30.046901,-135.963537,1.677847,-9.045297,82.939271,29.499683,141.963537,-64.048869,183.499683,cluster0,0
220,-157.51367,51.94272,-278.294238,2.795684,-7.37934,166.661354,53.912222,284.306834,-151.69268,375.912222,cluster0,0
221,-56.152899,85.828573,-65.352953,9.495649,-98.670153,140.112887,85.692963,75.672129,49.580301,183.692963,cluster0,0
222,-29.602425,83.347785,25.767815,31.365571,-89.891193,93.654339,82.892747,-23.767815,88.748475,86.892747,cluster0,0
223,-71.266239,345.339279,-78.604635,-13.102099,-488.191655,509.099481,380.296301,96.377907,425.138727,504.222677,cluster1,1
224,-150.598438,83.299264,-270.732994,-2.584192,-40.69128,191.557946,89.828738,283.07498,-118.359792,409.828738,cluster0,1
225,-89.213589,130.137343,-91.896371,10.134841,-149.415279,199.753823,145.805843,110.576899,74.323311,291.802761,cluster1,0
226,-31.677408,35.262166,-37.10956,4.55033,-31.493432,55.402278,41.119162,43.448556,5.76769,94.398286,cluster0,1
227,-105.794872,45.721422,-199.89769,0.85104,-27.279496,136.335664,51.921114,203.940732,-85.711968,275.921114,cluster0,1
228,-36.818085,27.979029,-64.997657,6.784305,-15.554767,51.520987,31.250743,70.997657,-21.498909,107.250743,cluster0,0
229,-144.596686,34.717074,-277.21745,0.460386,-6.416472,154.280172,42.170622,281.220548,-150.71801,346.170622,cluster0,1
230,-24.349346,21.314008,-23.476342,10.341046,-9.472884,27.464584,24.578496,29.476342,-11.608992,68.578496,cluster0,0
231,-51.111135,100.772131,-22.642683,26.966551,-91.917611,121.780843,100.212453,26.640729,64.862193,158.212453,cluster0,0
232,-209.814931,216.575663,-25.569897,128.464987,-168.358457,233.008513,223.201399,75.933315,69.334419,425.201399,cluster1,1
233,-86.325608,38.618666,-149.459702,6.285738,-17.068614,103.028744,43.955298,151.459702,-72.013458,217.955298,cluster0,0
234,-153.572728,88.13982,-258.81785,-22.529218,-53.106768,190.26931,95.833046,284.33578,-106.847468,404.855196,cluster0,1
235,-40.811558,93.588598,37.15407,41.556372,-98.525812,101.909706,93.777884,-35.095592,97.545764,97.777884,cluster1,0
236,-104.299391,112.768035,-37.339789,50.797979,-66.998231,110.102195,111.251173,65.327761,7.854137,237.168987,cluster0,1
237,-23.226828,64.925134,-26.319216,6.0987,-69.113482,86.066486,63.39243,30.512388,53.990668,101.39243,cluster0,1
238,-35.102407,45.340531,-34.627369,9.102407,-35.043009,59.043009,42.680663,38.627369,7.973101,98.680663,cluster0,1
239,-68.38566,156.969188,18.556302,53.440258,-175.667704,190.737994,159.231122,-10.558264,152.508084,199.231122,cluster1,0
240,-85.202159,52.592705,-149.927801,4.152339,-42.993263,123.943443,68.934313,152.585789,-52.086473,246.934313,cluster0,0
241,-33.176454,114.946724,-20.816054,-6.557132,-164.392166,171.165308,123.77112,36.244664,138.60509,173.120364,cluster1,0
242,-101.426532,87.950672,-156.06739,17.232204,-15.421634,94.515498,96.707226,200.317428,-85.930708,310.379178,cluster0,1
243,-33.079029,42.634729,-2.680861,26.844823,-40.834957,50.600751,50.240983,8.680861,23.703019,82.240983,cluster0,0
244,-55.860525,78.215239,26.071203,45.597699,-75.998341,83.735515,77.782691,-22.071203,60.904393,101.782691,cluster0,1
245,-100.138651,148.757267,10.794045,63.910379,-168.309125,198.363489,158.195967,-6.409001,131.192911,232.187775,cluster1,0
246,-22.756374,27.584472,-21.053306,10.735228,-18.132562,36.119104,28.846464,25.049462,1.078192,64.846464,cluster0,0
247,-31.6721,25.527302,-23.086792,11.7038,-19.30975,35.236514,27.683614,34.084942,-3.801498,71.53379,cluster0,1
248,-94.124638,60.009268,-173.464632,4.108606,-39.794512,128.110828,69.149288,189.602586,-63.276174,271.117936,cluster0,0
249,-51.617081,18.522241,-104.191895,1.617081,2.115671,53.884329,23.782655,110.191895,-61.185061,141.782655,cluster0,0
250,-81.65274,32.492942,-162.13414,-4.34726,9.987426,82.012574,35.765964,170.13414,-103.047328,225.765964,cluster0,1
251,-97.503038,77.508368,-178.263338,4.808398,-77.511608,174.816968,77.42861,180.263338,-17.48037,269.42861,cluster0,0
252,-43.879844,30.844404,-75.96098,1.873722,-10.285232,52.27911,30.07708,81.96098,-34.782146,122.07708,cluster0,1
253,-94.127614,100.119904,52.312778,83.964832,-99.522984,115.360202,103.528742,-50.312778,82.462092,135.528742,cluster1,0
254,-77.310859,28.689821,-150.473935,-0.689141,11.796159,72.203841,29.976337,162.473935,-94.867469,205.976337,cluster0,1
255,-86.799685,253.230449,32.261927,53.659089,-339.615753,346.890541,267.498049,-23.059825,316.392245,315.433013,cluster1,1
256,-111.234426,26.87508,-204.558692,5.114002,-5.43163,115.311206,30.289146,210.567956,-109.664394,256.289146,cluster0,1
257,-47.371873,56.267643,9.629341,36.660769,-58.423995,69.757847,56.022505,-3.568039,43.553925,86.022505,cluster0,0
258,-64.569485,75.640687,48.800151,62.569485,-78.664437,84.664437,74.871957,-44.800151,73.663833,88.871957,cluster1,0
259,-92.756306,225.794192,24.990024,67.679874,-273.666906,292.598398,230.138632,-14.954372,250.591022,286.138632,cluster1,0
260,-22.136675,54.995929,-11.641213,11.399021,-60.938045,76.200391,55.097859,13.641213,47.795881,83.097859,cluster0,0
261,-90.630926,50.584174,-135.106986,12.533406,-28.173896,110.076376,51.950024,141.106986,-56.832346,219.950024,cluster0,1
262,-41.164343,13.844809,-76.578939,4.727923,-4.622795,46.212047,17.611971,80.611029,-38.496155,103.611971,cluster0,0
263,-25.157942,13.844994,-34.596772,5.157942,-1.189884,23.189884,9.132348,42.596772,-21.852184,55.132348,cluster0,1
264,-71.917646,93.807528,24.138314,55.746868,-90.045202,109.889776,91.263428,-20.142152,72.969234,131.25959,cluster1,0
265,-141.148514,28.137316,-230.67129,17.106682,-16.260104,144.218272,27.365562,234.67129,-112.746114,283.365562,cluster0,0
266,-40.822151,24.404469,-56.944993,8.822151,-10.477917,46.477917,19.714149,64.944993,-22.598907,91.714149,cluster0,0
267,-52.098046,17.432306,-95.7177,2.061196,-2.971552,56.934702,16.771944,99.7177,-52.146982,124.771944,cluster0,0
268,-81.655548,111.875882,75.899598,81.639142,-122.43183,122.415424,111.112844,-73.899598,121.455324,117.112844,cluster1,0
269,-123.595071,34.937287,-223.898767,6.318931,-14.700253,135.467061,37.414703,232.174855,-106.295491,285.411635,cluster0,1
270,-44.453671,30.672443,-43.373403,12.405969,-16.422145,46.390343,25.996789,53.365453,-20.689523,95.996789,cluster0,1
271,-200.434323,40.996069,-372.874025,5.007789,-22.046241,220.619707,39.679329,379.380413,-173.025221,437.679329,cluster0,1
272,-32.011362,103.127702,-29.091332,3.397608,-151.862264,165.521518,114.823494,29.773846,126.8545,162.821488,cluster1,0
273,-94.264308,80.55986,-157.573688,-5.245522,-107.440604,183.959054,96.330272,169.558916,18.224806,280.21242,cluster0,0
274,-57.300144,49.26194,-66.497132,16.432718,-32.905786,74.03836,53.420534,78.536118,-16.221644,153.420534,cluster0,0
275,-148.057922,124.299646,-237.26981,4.048542,-72.967888,207.38246,127.393396,261.763412,-78.149792,429.393396,cluster0,1
276,-76.865314,45.121728,-138.910748,10.785554,-27.676518,95.602894,58.406514,146.916882,-53.31684,216.406514,cluster0,1
277,-155.509421,165.732893,32.048063,108.290061,-157.431359,184.289583,174.275531,2.229245,102.330623,282.275531,cluster1,1
278,-46.126923,57.059209,22.347451,38.104667,-54.921241,62.898985,52.354907,-18.347451,47.868327,70.354907,cluster0,1
279,-64.792761,167.512083,-12.890845,31.711771,-178.717479,207.659641,161.712047,21.023961,151.766349,225.710119,cluster1,1
280,-177.198144,120.636504,-276.094198,-3.272266,19.024068,128.874778,93.295956,355.854154,-200.416442,468.977978,cluster0,1
281,-100.895693,50.852105,-186.917429,6.459643,-35.719247,135.283197,52.493691,196.917429,-63.299411,258.493691,cluster0,0
282,-145.308568,186.387902,113.669768,135.255538,-198.942296,206.893418,189.655442,-109.5037,187.918766,215.653366,cluster1,1
283,-139.697322,74.419332,-241.479016,1.131444,-47.674986,179.538032,78.06127,254.091324,-93.450804,360.02708,cluster0,1
284,-36.927286,52.506014,-10.81155,22.770194,-46.493788,62.336696,52.025494,18.81155,27.392564,92.025494,cluster0,0
285,-78.671514,107.86494,26.85906,59.854646,-105.212664,128.395796,107.90779,-24.840306,84.155474,151.90779,cluster1,0
286,-95.842633,91.019529,-149.550187,9.311683,-58.135571,139.623209,90.869879,171.897147,-32.932903,278.869879,cluster0,0
287,-186.753988,207.392824,-125.359264,60.39906,-146.779522,244.543802,203.058114,174.935664,11.719904,465.058114,cluster1,1
288,-157.386275,187.910063,-167.499371,16.185745,-125.609477,229.961411,198.599199,211.246397,-14.441731,477.586671,cluster1,1
289,-133.340838,91.542036,-210.247148,3.931804,-27.73699,152.422312,90.229162,232.423276,-109.364974,364.222872,cluster0,1
290,-93.545449,62.791617,-164.208903,11.280405,-30.195735,115.930691,70.446345,182.221831,-64.961229,264.446345,cluster0,1
291,-195.507128,249.418004,-105.223812,50.50362,-210.8752,300.604328,233.316362,167.894518,86.919772,492.384428,cluster1,1
292,-74.881298,114.991412,55.082764,70.15367,-126.422566,133.702762,114.93994,-49.076896,119.391396,134.93994,cluster1,0
293,-70.512288,33.497334,-125.12678,3.986446,-15.914844,83.389002,35.301194,133.245016,-59.120478,179.301194,cluster0,0
294,-134.078423,167.388707,76.315829,117.366203,-184.522283,201.810063,167.409453,-68.301503,163.436837,211.409453,cluster1,1
295,-96.03868,79.512432,-152.32805,4.925462,-74.737146,152.537088,107.34737,161.728434,-32.208268,303.34737,cluster0,0
296,-107.845975,130.374721,56.058527,90.249427,-150.042383,166.445835,135.273317,-54.058527,130.952887,173.273317,cluster1,0
297,-129.46005,72.14634,-236.280322,2.86443,-32.356842,157.761222,73.939428,254.307812,-104.608488,345.939428,cluster0,0
298,-92.570849,69.663391,-136.590105,7.211615,-44.036463,127.031153,72.179985,147.200321,-43.069029,250.179985,cluster0,1
299,-43.500081,86.183505,-30.242615,20.834569,-95.257411,120.599639,86.152971,38.283241,70.162395,144.149101,cluster0,0
300,-66.923445,91.091829,-4.710315,43.138961,-108.759391,126.978975,98.176519,14.854777,79.678929,156.176519,cluster1,1
301,-71.747662,150.217128,-76.747826,3.905732,-155.183222,195.965264,147.000268,111.997824,94.086018,278.948954,cluster1,1
302,-8.086533,7.805573,-3.657753,8.073073,-5.235855,9.230087,7.093579,9.653907,2.213177,19.093579,cluster0,1
303,-58.310765,125.284279,-15.406015,35.457197,-126.191647,151.349799,125.425255,23.443125,99.140583,181.423303,cluster1,0
304,-98.189921,67.722261,-170.897807,-1.264803,-38.217269,134.762545,76.363993,179.631387,-68.791047,286.363993,cluster0,1
305,-96.160808,156.386778,2.389562,63.708484,-169.056212,198.638784,158.036702,7.614314,134.05441,232.036702,cluster1,0
306,-35.425457,165.270057,-10.354417,19.811899,-196.547055,212.933497,166.232645,14.395951,179.376617,204.232645,cluster1,0
307,-106.984125,41.509737,-230.738031,-8.330177,12.800265,102.522293,65.876069,244.653739,-158.027119,333.801145,cluster0,1
308,-109.167758,68.867394,-188.643696,9.180022,-67.241346,169.25361,76.17674,192.659674,-39.907696,288.17674,cluster0,0
309,-29.046071,26.224455,-30.732777,8.463601,-12.147285,34.038267,21.820229,40.770155,-8.918971,71.820229,cluster0,0
310,-86.496179,152.944613,20.723135,66.927225,-168.353327,188.800161,157.731615,-12.731029,143.354341,211.731615,cluster1,0
311,-110.119526,164.099574,-18.6972,5.300654,-243.646638,251.518382,211.80142,75.680236,172.602248,345.78916,cluster1,1
312,-107.030924,63.475834,-172.130244,-0.310938,-4.234852,94.726774,58.237538,207.975804,-109.61063,279.419906,cluster0,1
313,-86.797719,69.594423,-140.906879,4.648199,-33.064827,111.374123,76.812431,156.963445,-62.151361,258.655303,cluster0,1
314,-86.835821,200.558697,-14.782913,47.947423,-224.262283,249.397229,200.584071,36.963819,183.302323,284.584071,cluster1,1
315,-51.253659,84.947011,-28.599943,22.595841,-76.755519,106.113317,78.798851,40.594087,47.698135,142.798851,cluster0,1
316,-27.878711,21.755765,-27.917645,9.668895,-10.220475,32.023003,21.313335,33.923815,-10.935977,69.313335,cluster0,1
317,-194.780099,270.973551,93.136249,158.941587,-314.215925,346.402405,280.151275,-89.042525,271.126643,358.151275,cluster1,1
318,-137.051296,90.185286,-226.498252,9.099338,-44.077964,170.322122,97.272268,246.679046,-94.919168,377.26001,cluster0,1
319,-95.277095,74.067281,-154.516929,7.277095,-43.657129,135.657129,69.325109,162.516929,-45.394723,253.325109,cluster0,1
320,-98.005494,54.870128,-165.663392,7.297696,-28.308996,119.710558,52.816732,179.693768,-66.705016,246.804582,cluster0,0
321,-127.180738,47.665472,-222.616158,-8.92233,20.676062,115.226934,24.975328,240.616158,-143.682778,292.975328,cluster0,1
322,-172.625705,224.637341,138.871289,159.903277,-237.773125,251.054789,222.647205,-132.863103,222.721041,254.647205,cluster1,1
323,-85.005624,43.787884,-154.799312,4.304024,-24.250658,107.549058,53.838722,160.805604,-70.909808,233.838722,cluster0,1
324,-104.299227,122.320297,-22.861027,48.988255,-113.704019,153.702267,121.269883,38.939819,57.915241,222.596013,cluster1,1
325,-85.474489,29.526561,-166.322411,-0.580075,-3.745313,95.690749,28.793475,172.322411,-85.263937,212.793475,cluster0,0
326,-71.324889,169.203209,37.550921,60.381451,-180.445339,191.521557,169.430067,-31.554853,165.372227,199.430067,cluster1,0
327,-80.014739,63.729431,-145.245007,1.292539,-64.221611,138.048431,67.435911,157.800197,-14.861369,231.426657,cluster0,0
328,-81.134117,49.866063,-146.577839,0.763337,-24.801653,110.430873,53.525919,148.577839,-62.199379,225.525919,cluster0,0
329,-51.573692,8.426486,-94.179976,3.573692,0.279262,47.720738,5.720738,100.179976,-47.327182,109.720738,cluster0,0
330,-93.790561,99.161315,-143.869911,9.915575,-90.167843,172.292857,110.294735,152.041233,-0.922385,292.294735,cluster0,0
331,-27.359186,61.54934,-16.385256,15.359186,-54.579126,70.579126,64.82289,20.385256,33.561134,100.82289,cluster0,0
332,-222.76979,147.045434,-318.60495,-8.097488,-27.441646,226.335288,119.35155,368.186878,-180.14541,556.8345,cluster0,1
333,-79.864098,145.09284,42.477736,63.550284,-164.1154,178.992166,146.118286,-40.041462,150.70043,175.83899,cluster1,1
334,-119.831839,34.924839,-221.970329,3.831839,-21.296653,141.296653,32.149843,225.970329,-95.730519,272.149843,cluster0,1
335,-51.515819,90.370701,5.701865,38.759755,-105.819807,121.087495,92.281911,-1.709783,88.834873,128.281911,cluster0,0
336,-99.563293,56.741907,-172.137743,5.318015,-28.743379,125.169245,57.919077,183.963855,-66.350197,259.870267,cluster0,0
337,-174.183905,217.647609,-7.235713,90.542819,-174.238857,224.762459,210.504341,57.404137,88.627285,375.912021,cluster1,1
338,-182.641751,181.319073,92.906247,154.401677,-195.264273,219.052683,194.684437,-88.824863,156.299715,260.684437,cluster1,0
339,-210.826005,139.204859,-367.222499,-29.740947,-24.397489,226.856769,129.492211,424.671687,-207.764537,598.335379,cluster0,1
340,-25.186192,13.726428,-30.598602,7.186192,-1.02467,19.02467,9.02467,42.598602,-20.058366,55.02467,cluster0,1
341,-117.608351,70.433987,-210.136809,-2.558397,-4.797839,118.631091,71.891741,234.136809,-132.238327,331.891741,cluster0,1
342,-86.546405,108.098579,12.955963,53.109897,-90.497445,119.195417,94.654721,1.217233,63.508219,158.646571,cluster1,1
343,-99.193575,105.395229,-124.447927,15.695239,-78.482481,162.990273,100.137299,134.533721,-2.491613,272.137299,cluster0,1
344,-97.154947,162.110301,-46.872723,36.495661,-204.937995,241.488913,175.341973,66.576969,147.944337,293.292187,cluster1,0
345,-119.967241,34.409567,-225.790369,-2.035867,10.002261,109.994631,31.640371,239.790369,-134.987567,287.640371,cluster0,1
346,-41.092219,56.160829,-20.694769,20.134643,-51.437085,70.502961,56.337349,30.706495,24.399885,108.337349,cluster0,1
347,-123.979656,89.572376,-203.57002,1.684356,-77.978928,189.881032,94.940422,217.844532,-45.016708,342.940422,cluster0,0
348,-77.523306,151.277904,13.727084,61.193968,-159.318086,180.988748,156.93222,-9.727084,134.196886,204.93222,cluster1,0
349,-120.88223,50.117848,-238.69898,-4.883556,-17.77256,144.006774,57.1999,248.939628,-117.365564,325.1999,cluster0,0
350,-177.280615,206.796525,13.656677,118.710611,-216.237697,251.963941,231.519767,16.248675,149.046849,367.386739,cluster1,1
351,-115.867187,76.134699,-177.958149,5.520921,-14.028179,127.681913,75.792335,191.958149,-101.108527,313.792335,cluster0,0
352,-106.736516,92.97745,-110.871028,22.159288,-71.692652,149.121604,86.736718,125.05644,-13.288524,254.733628,cluster0,1
353,-90.189881,163.647809,12.455465,56.621705,-202.404569,224.836393,170.499967,-4.426387,173.357093,236.499967,cluster1,0
354,-86.286177,37.673009,-157.458645,0.286177,-5.795453,97.795453,36.900391,163.458645,-83.176751,220.900391,cluster0,1
355,-11.94908,16.763806,-3.825886,9.933426,-12.224452,16.21271,16.079646,7.82393,9.147344,28.079646,cluster0,1
356,-34.017554,53.419426,-23.785304,15.781374,-55.984964,77.748784,55.004078,29.789208,32.82973,105.004078,cluster0,0
357,-108.779823,243.329749,11.115989,68.403863,-303.828295,329.460387,252.888823,-4.954951,264.812257,328.886809,cluster1,0
358,-80.069212,59.631794,-121.656274,7.911906,-31.180094,109.022788,59.113524,125.67478,-43.888322,213.113524,cluster0,0
359,-101.56422,74.142872,-183.944948,-4.954504,-70.149238,169.728682,75.87466,190.205702,-36.8859,285.871592,cluster0,0
360,-70.995457,104.506497,-86.604473,15.050933,-91.335041,147.390517,111.661689,92.771945,26.356971,235.661689,cluster0,1
361,-103.349944,34.472594,-192.422232,-4.650056,8.022482,103.977518,31.74058,198.422232,-119.062644,255.74058,cluster0,1
362,-53.463764,233.759796,-46.786628,5.342808,-317.378668,343.50998,246.952142,52.288036,280.425276,324.950108,cluster1,1
363,-84.610279,236.688723,10.825925,56.009987,-301.776059,323.191171,244.555793,-6.833627,274.717225,300.555793,cluster1,0
364,-83.646023,111.158949,-114.327923,-3.405381,-76.044395,149.310891,111.277707,137.364133,3.023877,275.289959,cluster0,1
365,-48.418925,56.113335,-1.337389,34.364995,-49.229541,65.175611,55.496349,11.337389,30.144143,97.496349,cluster0,0
366,-49.509229,74.815621,-48.230643,12.305657,-58.513511,95.375943,75.286255,56.292763,17.411455,159.286255,cluster0,1
367,-48.601114,106.613982,10.97156,35.048572,-139.797554,152.245012,109.402208,-8.848772,126.809528,137.402208,cluster1,1
368,-89.468212,51.78812,-160.231156,-3.820214,-1.981532,89.147122,50.13172,180.203546,-101.113522,248.088772,cluster0,1
369,-218.512316,262.18405,196.839686,213.542408,-284.891082,291.921174,262.445318,-190.733952,277.821358,282.445318,cluster1,1
370,-39.907467,68.297171,-23.782781,14.529077,-56.608013,81.330291,62.889413,33.893131,33.537421,118.885541,cluster0,0
371,-63.190432,58.10173,-112.412512,6.536816,-50.673356,112.01974,64.09028,118.5469,-14.39891,194.09028,cluster0,0
372,-71.771804,120.646086,12.095698,52.951634,-123.567692,143.34993,130.465136,-6.0008,96.434712,182.403244,cluster1,1
373,-85.051449,77.718337,-114.667589,14.108661,-60.211765,133.268977,75.940037,120.754999,-12.873595,223.940037,cluster0,0
374,-110.664644,198.301184,21.060598,80.303118,-234.823944,256.644234,209.814544,-6.878782,201.7913,283.810504,cluster1,0
375,-150.272484,170.124958,-63.245618,60.07607,-163.936472,221.764878,165.71965,99.456578,70.796722,339.71965,cluster1,1
376,-129.921005,89.122033,-245.804863,-0.342573,-88.516341,216.252763,96.676859,253.888715,-44.584627,366.676859,cluster0,0
377,-72.995953,109.366515,-114.675903,7.514619,-104.514507,173.033173,110.003841,122.785285,37.577277,252.003841,cluster0,0
378,-132.947463,85.925297,-222.848323,7.627925,-54.406321,181.086783,96.560051,228.848323,-84.704681,364.560051,cluster0,0
379,-74.387415,36.238115,-139.397151,0.387415,-4.155823,84.155823,43.540297,143.397151,-80.930925,209.540297,cluster0,0
380,-120.204904,209.030108,-107.027148,1.073928,-274.933924,331.702004,220.417218,139.149982,187.804868,410.243842,cluster1,1
381,-80.726013,47.587887,-141.035499,6.726013,-16.949337,94.949337,48.804989,153.035499,-64.029277,214.804989,cluster0,1
382,-127.023159,105.448141,-182.728743,20.213449,-82.841645,182.031935,115.570917,202.728743,-40.223323,349.570917,cluster0,0
383,-71.497595,58.249725,-122.237443,1.066261,-25.031661,100.600327,63.911109,126.326791,-54.022775,219.911109,cluster0,0
384,-56.529573,22.026863,-99.209629,4.529573,-7.843773,61.843773,21.371853,103.209629,-45.240419,133.371853,cluster0,1
385,-83.703143,104.194291,-117.965573,14.761437,-92.610143,165.668437,112.395587,122.063731,13.583679,266.395587,cluster0,1
386,-105.446336,33.200182,-190.380188,3.42775,-9.173422,115.154836,34.408266,194.380188,-99.8426,248.408266,cluster0,0
387,-180.92875,216.161146,-2.629116,105.807016,-183.369826,234.272884,212.579506,44.767542,100.352116,374.575374,cluster1,1
388,-70.589078,160.624166,-169.120612,-10.869666,-189.35519,269.94639,181.36937,177.208018,90.246662,369.36937,cluster1,0
389,-108.895073,67.740291,-146.939305,20.506499,-53.415107,145.026533,63.299431,154.939305,-35.589837,247.299431,cluster0,1
390,-117.587518,47.958726,-236.190946,-2.433726,-7.064078,131.042834,53.2193,252.190946,-123.953716,319.2193,cluster0,1
391,-91.449625,104.815903,-108.234475,5.900775,-118.537347,173.135665,130.574509,126.246699,35.284681,288.396597,cluster0,0
392,-65.01717,27.857184,-104.745818,11.00769,-13.07317,73.06369,27.202356,112.745818,-44.02551,149.202356,cluster0,1
393,-119.811793,90.472899,-212.612011,-11.212025,-87.522633,194.259391,122.799669,231.973493,-47.445893,382.799669,cluster0,0
394,-99.169658,70.222502,-156.418402,4.396732,-25.281402,112.668336,78.232272,174.569036,-83.77714,284.232272,cluster0,1
395,-98.659532,37.786328,-189.129154,-1.359114,2.753032,101.228322,37.063622,201.129154,-107.800366,253.063622,cluster0,1
396,-120.140736,94.554536,-197.629684,8.790804,-64.958858,177.61505,101.173746,207.660294,-56.114512,341.173746,cluster0,1
397,-115.07973,32.60376,-218.695496,4.976708,-5.245596,121.142574,36.037438,228.695496,-111.860286,276.037438,cluster0,1
398,-30.192535,73.583235,-15.627825,14.119915,-74.518181,94.445561,70.938235,21.627825,55.415441,110.938235,cluster0,1
399,-120.945503,142.585911,-109.751521,-8.605133,-111.674951,179.188623,145.792663,158.097351,3.238495,350.331323,cluster1,1
400,-94.107742,120.11123,-139.940552,-2.11292,-123.46555,196.204744,139.026462,155.487754,32.378174,320.895774,cluster1,0
401,-74.044751,17.977395,-145.704125,4.013361,-4.140367,80.121533,21.330491,151.704125,-72.942771,177.324213,cluster0,0
402,-73.557086,48.675272,-126.159156,3.110068,-13.818248,83.208018,55.49017,141.60385,-67.3948,215.392532,cluster0,1
403,-23.649424,51.073806,-0.110914,17.589508,-42.65668,52.596764,50.417084,6.110914,31.61298,72.417084,cluster0,1
404,-78.593074,140.836642,-41.782748,11.394564,-114.168352,155.53799,131.067042,72.600388,67.67296,237.665554,cluster1,1
405,-68.986396,81.34599,-44.83075,34.554548,-65.410962,100.979114,93.0266,56.83075,14.345054,189.0266,cluster0,0
406,-31.959124,34.861332,12.173928,27.771698,-33.55159,41.364164,34.309098,-8.171822,26.503948,52.309098,cluster0,0
407,-66.608429,142.511527,20.782505,38.915139,-206.000919,208.869997,163.107011,-16.830523,185.033523,201.100899,cluster1,0
408,-159.072828,85.57972,-266.687114,-3.364202,15.927064,133.642062,73.349192,308.699424,-187.037914,415.349192,cluster0,1
409,-93.497649,153.882623,-128.191479,10.721139,-147.975041,227.198531,159.875355,136.295103,56.966067,333.875355,cluster1,1
410,-55.470521,63.616835,-24.310613,29.322073,-56.926189,80.804385,67.055131,30.304903,23.834273,131.053229,cluster0,0
411,-99.243263,46.374755,-194.497645,-8.793751,2.892209,109.070777,45.695121,202.497645,-115.916469,273.695121,cluster0,1
412,-48.792248,68.337584,-38.955858,24.530436,-60.972226,86.714382,75.786294,51.023294,23.965818,147.786294,cluster0,0
413,-132.554554,40.928092,-239.254986,4.278386,-12.98178,146.705612,40.540874,245.254986,-118.164374,308.540874,cluster0,1
414,-259.947611,276.768937,163.163831,221.938527,-294.194481,322.477621,281.851523,-154.155459,257.162135,357.835059,cluster1,1
415,-93.136386,26.264714,-180.509726,-2.334082,-9.807502,104.337034,31.03611,182.592096,-89.221908,229.03611,cluster0,1
416,-76.150775,113.722977,-11.641209,43.925673,-122.042771,149.864769,119.225367,19.684381,88.891077,191.225367,cluster1,0
417,-149.746567,150.310747,-191.840125,25.012481,-109.603673,230.986795,144.178189,213.978923,-19.366211,406.159683,cluster1,1
418,-23.751687,59.262253,9.998551,21.745945,-52.798419,60.792677,58.532635,-5.996637,47.778729,72.532635,cluster0,0
419,-117.273237,53.857159,-214.349653,-0.627517,-13.759921,131.859167,60.890949,224.532125,-113.178477,312.890949,cluster0,1
420,-112.095289,73.349203,-185.482201,1.301163,-48.266169,155.755775,71.243873,193.704249,-62.843627,293.176025,cluster0,1
421,-48.420762,21.696856,-89.309726,-1.579238,0.3192,51.6808,20.981278,95.309726,-55.33411,130.981278,cluster0,1
422,-73.586415,53.829169,-130.176111,7.564543,-32.189191,104.167319,67.183283,134.176111,-50.905577,223.183283,cluster0,0
423,-64.892795,19.109825,-116.938065,0.892795,1.470711,66.529289,12.313167,122.938065,-64.504913,144.313167,cluster0,1
424,-32.230899,168.256419,-51.438579,-0.836415,-239.131103,262.092709,170.567417,65.523275,206.118785,240.567417,cluster1,1
425,-97.013269,151.132929,-60.722311,41.076379,-174.863665,222.942443,160.350249,68.788907,109.765391,280.350249,cluster1,0
426,-94.547508,88.057694,-1.223948,63.908808,-81.128524,114.489824,91.920974,7.225988,44.130448,167.920974,cluster1,0
427,-85.922111,95.656613,-163.231297,-10.007173,-126.353045,201.399209,116.338271,175.801819,33.321533,304.283057,cluster0,0
428,-162.318207,210.948093,112.557757,140.813205,-233.112969,249.607967,207.675115,-104.557757,216.130499,249.675115,cluster1,1
429,-29.161259,49.765913,-20.663231,15.118895,-33.981109,51.938745,49.002695,30.669283,14.956149,91.002695,cluster0,1
430,-45.730196,18.937352,-73.955206,6.97272,-7.873076,47.451576,18.855978,84.001022,-35.3064,108.807108,cluster0,1
431,-37.787847,86.418069,-1.927487,29.303913,-94.810977,106.331111,88.293773,9.935619,81.693707,120.293773,cluster0,1
432,-57.459901,88.620399,-54.314447,21.135041,-83.150993,118.826133,90.181639,66.337791,38.116921,178.181639,cluster0,0
433,-60.590192,54.77441,-7.243766,42.506218,-47.984048,69.900074,62.134694,13.243766,18.87378,118.134694,cluster0,0
