@relation dr_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A20-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Class {0,1}

@data
0.039086,-0.015387,0.035053,-0.032763,0.040134,0.018378,0.04066,0.021161,-0.023418,0.009251,-0.00606,-0.03493,-0.013456,0.025869,0.00863,0.000689,-0.004142,0.017099,-0.022721,0
-0.016131,-0.011988,0.002147,-0.020228,0.033793,-0.005413,-0.020481,-0.045519,-0.004828,0.017219,-0.011487,-0.007231,-0.005208,0.004877,0.017626,0.000922,0.001204,0.034259,-0.007925,0
-0.001641,0.005028,-0.006896,-0.073302,-0.016908,0.031521,-0.000661,0.006362,-0.022275,0.006285,0.001472,0.013816,0.009678,0.04685,0.055876,0.027664,0.000317,-0.003425,-0.012621,1
-0.015804,0.000983,0.000145,0.008168,-0.009864,-0.008465,-0.012455,0.071464,0.018596,0.070717,0.023025,-0.055911,0.022611,-0.028663,0.017311,-0.003532,-0.049297,-0.017473,0.003094,1
0.007751,-0.039194,-0.056399,-0.00302,0.035207,-0.032881,0.003292,-0.008119,-0.005098,-0.058277,0.021941,-0.069524,0.002966,0.022001,0.022268,-0.034724,0.007421,-0.006649,-0.008693,1
-0.034008,-0.003009,0.026832,0.007858,0.008557,0.017394,-0.013255,0.053736,0.013817,0.003521,-0.045551,-0.029142,0.036127,-0.048772,0.018155,-0.018923,-0.020801,-0.027648,-0.005027,1
-0.016251,0.07486,0.004002,0.033018,0.01943,0.035354,0.006814,0.018302,0.025821,0.010069,0.023075,0.050748,0.028885,0.030079,-0.035081,-0.019995,0.003631,0.050003,0.029561,1
-0.022529,0.014732,-0.004192,-0.033424,0.055849,-0.039928,0.028247,0.080099,0.013025,-0.075926,0.066282,0.017531,0.040888,0.012375,0.077416,0.071179,0.051952,-0.09446,-0.094645,1
0.042954,-0.002147,0.001868,-0.001432,0.029252,0.028115,0.015705,0.003394,-0.018539,0.021526,0.025041,-0.013476,0.022688,-0.000063,0.007019,0.032102,-0.025161,-0.02256,-0.011727,0
-0.027437,-0.022501,-0.007242,0.009438,-0.022918,0.041019,-0.024958,0.052291,-0.018667,0.023238,-0.020064,-0.053251,0.083251,-0.016524,0.016899,-0.046094,-0.004942,-0.027879,0.001279,1
0.032137,-0.01924,0.009623,-0.019765,-0.022314,0.02295,0.020363,0.032096,0.000745,0.007397,0.005317,0.00568,-0.007199,0.009526,0.003811,0.021409,-0.015789,0.011817,-0.03785,1
-0.003488,0.027811,-0.023187,0.011377,0.020331,-0.021736,0.000092,-0.021608,0.01673,-0.021866,-0.02889,-0.00845,-0.032286,-0.016588,-0.003082,-0.011735,0.017065,0.023038,-0.008302,0
-0.008419,-0.017587,0.009572,-0.000243,-0.002677,0.032385,0.002958,-0.021549,-0.003461,0.011888,-0.028425,0.020582,0.031,0.016231,0.027651,-0.017319,0.009579,-0.005645,0.008947,0
0.026436,0.05307,-0.02663,-0.028014,0.028334,0.007249,0.030977,0.021384,-0.006385,-0.012156,0.010443,-0.020128,-0.007037,0.016244,0.047041,0.008423,0.014429,-0.020497,-0.023539,0
0.000654,0.00378,-0.034522,-0.029627,-0.030766,-0.046493,0.010963,0.068432,0.036397,-0.058469,0.031828,0.019381,0.006687,0.033155,0.029302,-0.009098,0.013408,-0.057417,-0.043225,1
-0.075719,0.016176,-0.024438,-0.016874,-0.027927,-0.013034,0.031435,0.021754,-0.026819,0.013861,0.05377,0.016508,-0.00204,0.029149,0.045503,0.016876,0.071072,0.030595,0.008451,1
-0.004462,-0.020072,0.00676,-0.030529,-0.057721,-0.017548,0.008482,0.019973,0.017958,-0.007564,-0.012038,0.028088,0.022054,0.023994,0.024337,0.034145,0.008645,-0.005805,-0.020395,1
0.033176,-0.002772,-0.045383,-0.037478,0.023025,-0.029524,0.027614,0.020986,0.008655,0.02863,0.001511,-0.025761,0.012523,0.002909,0.021445,0.026514,0.004445,0.00596,-0.047432,1
-0.002479,0.021101,0.048248,-0.032825,0.004929,-0.039718,0.025223,0.040154,-0.022699,-0.087559,0.058015,0.048399,0.069935,-0.018911,-0.006312,-0.019744,0.017528,-0.010681,-0.052779,1
-0.009491,-0.003569,-0.007054,0.019252,0.018969,0.006837,-0.021357,-0.045033,-0.011587,-0.004497,-0.010273,-0.002235,0.024981,-0.000051,-0.015173,-0.012902,0.009171,0.003619,0.019215,0
0.019656,-0.005131,0.001175,0.012741,-0.004445,0.000556,0.012831,0.007235,0.018313,-0.003925,-0.002624,0.00726,-0.032144,-0.012294,0.014199,0.000514,-0.01903,-0.027065,-0.010018,0
0.011637,-0.020646,-0.05126,0.01557,0.005647,0.009825,-0.02159,-0.021543,-0.013069,-0.021866,-0.011195,-0.01259,0.020365,-0.010179,-0.032751,-0.024473,0.007726,0.004874,-0.011643,1
-0.00314,-0.024347,0.023989,0.014124,-0.066092,-0.04449,-0.000576,0.003608,0.021058,0.057802,0.031686,-0.009912,-0.044937,0.037829,0.011664,-0.01482,-0.007074,-0.028675,0.026769,0
0.016879,-0.037254,-0.007631,0.005636,-0.008089,0.008549,0.011151,-0.003352,-0.000911,0.003814,-0.028055,-0.006616,0.017695,-0.004211,-0.005027,-0.028188,0.018787,-0.013539,-0.024744,0
0.033381,0.018347,-0.006829,0.008277,-0.011619,0.017968,0.009654,0.023353,-0.001457,0.008119,0.046521,0.000414,-0.00781,0.012608,0.021457,0.019969,-0.029048,-0.036161,-0.00452,0
0.008126,-0.000319,0.005,-0.031704,-0.01679,0.008682,0.017326,-0.005789,-0.010322,-0.011524,-0.033722,-0.00443,-0.000681,0.014741,0.032067,0.019661,0.017869,-0.008646,-0.008487,1
-0.001121,0.018766,-0.022924,-0.006442,0.035846,-0.010158,-0.001905,-0.023805,0.005643,-0.005272,-0.017676,0.003238,0.009039,-0.011246,-0.029739,0.011232,0.003302,0.022645,0.007377,0
-0.001928,-0.0138,-0.007474,-0.001476,0.021052,-0.025949,-0.014745,-0.034624,0.000238,-0.002381,-0.008071,-0.016569,-0.012968,-0.013682,-0.026638,-0.009605,0.006261,0.001698,-0.002559,1
-0.021321,0.005458,0.033171,-0.030684,0.050769,-0.043896,-0.006641,0.00321,0.015294,-0.025704,0.01788,0.026186,0.032952,0.008477,-0.045181,0.021611,0.008731,-0.016443,-0.004324,1
-0.003333,0.018995,0.013794,0.0395,0.028843,-0.034626,-0.003646,-0.041276,0.01263,-0.015694,-0.01882,-0.01633,-0.020109,-0.023694,-0.008385,-0.001553,0.014194,-0.002712,0.009286,1
0.013756,0.054363,-0.04253,0.001463,0.023551,0.013475,0.033667,0.031261,0.025317,0.007664,-0.0045,0.018041,0.001707,0.01011,0.012074,-0.019671,0.007797,0.003218,-0.003997,0
-0.009422,-0.009291,0.031658,-0.018185,-0.035676,0.027116,0.004389,-0.022639,-0.010548,0.018692,0.00402,0.006799,-0.006041,0.03507,0.048663,0.007094,-0.00752,-0.011686,0.030735,1
-0.000969,0.031699,-0.025926,0.019702,0.013209,0.011679,-0.008838,-0.007281,0.001925,0.002518,0.01758,0.00595,0.012634,0.011122,-0.028147,-0.018136,0.004858,0.015939,0.014594,0
-0.019477,0.053826,-0.064692,-0.058165,0.048705,0.033261,0.004539,-0.007554,0.012307,0.00419,-0.033885,0.042986,-0.000099,0.007444,-0.032516,-0.002972,-0.003899,0.066431,0.022247,0
-0.020504,-0.068294,-0.031909,-0.04638,-0.076129,-0.056443,-0.003436,-0.006763,0.029251,0.061557,-0.001448,0.001762,-0.04109,0.016785,0.038172,0.020887,-0.009039,0.00561,-0.007341,1
0.035467,-0.02924,-0.019957,-0.036532,0.009186,0.031717,0.017805,0.015949,-0.001406,0.02772,-0.00649,0.002549,-0.009958,-0.005686,-0.005934,0.017927,-0.028728,0.020485,-0.034733,0
-0.012482,0.010577,0.025233,0.016216,0.045544,-0.003373,-0.019441,-0.038151,0.000445,-0.000627,-0.019705,0.005126,-0.001166,-0.002432,0.0081,0.00227,0.007677,0.019143,-0.006772,0
-0.001638,0.031021,-0.037817,0.018341,0.009049,-0.000495,-0.009418,-0.01946,-0.001828,0.006122,0.013005,-0.003907,0.016334,0.009241,-0.027563,-0.014093,0.008438,0.008024,0.027564,0
-0.036224,-0.254862,0.000726,0.034492,0.134239,0.030155,0.267292,0.076704,0.11098,-0.319597,0.042003,-0.198556,-0.008073,0.199989,0.081934,-0.080583,-0.1593,0.177093,0.309477,1
0.00083,0.025139,-0.026287,-0.022557,0.009086,0.000736,0.045768,-0.007263,-0.034804,-0.057511,0.036434,-0.003751,-0.04145,-0.057214,0.080391,0.006095,0.006901,-0.080948,-0.007498,1
0.00167,0.007121,-0.004541,-0.030321,-0.030896,-0.016604,0.009408,-0.013647,0.001052,0.005591,0.000306,0.007546,-0.019263,0.003424,0.050537,-0.004987,-0.005532,-0.023836,0.003485,1
-0.009194,0.050443,-0.022019,0.001185,0.053436,0.013094,-0.014147,0.009408,0.01151,0.008433,0.053957,0.03255,0.017902,0.019289,-0.038948,-0.018825,-0.017711,-0.004816,0.023718,1
-0.00392,-0.014754,0.024565,-0.001654,0.045491,0.017018,0.007974,0.005903,0.020644,0.02152,-0.005097,0.043758,0.045764,0.007734,0.008149,0.002094,-0.011819,-0.004731,-0.013003,1
-0.016404,-0.004939,0.007001,-0.014559,0.030167,-0.009559,-0.010121,-0.052285,-0.002015,-0.009561,-0.048337,-0.008493,-0.01299,-0.011148,0.013205,0.003887,0.018447,0.03572,-0.008948,1
0.025549,-0.056827,-0.084237,-0.018298,-0.060364,0.009908,-0.003831,0.008351,-0.013061,-0.022808,-0.02468,0.002861,0.036739,-0.005598,-0.053929,-0.023769,0.006988,-0.050341,0.001408,1
0.022713,-0.004323,-0.004347,0.00258,-0.044797,-0.028309,0.014643,0.023757,0.007763,0.021176,0.03519,-0.00538,0.027264,0.021942,0.004641,0.037758,-0.002237,-0.030083,-0.003788,1
0.021654,0.036853,-0.005324,-0.002971,0.004434,0.048355,0.026554,0.021697,0.000634,0.000283,-0.003055,0.014736,0.002781,0.015956,0.031806,0.007851,-0.00317,0.013508,-0.013648,1
0.040985,0.034317,-0.015432,0.010292,-0.001119,0.004689,0.024583,0.014868,-0.006474,-0.027672,0.008215,-0.01822,-0.016781,-0.010003,0.016641,0.020143,-0.001606,-0.048442,-0.010327,0
0.017466,-0.000564,0.074589,0.019815,-0.027859,0.032981,0.021447,0.025171,-0.00049,-0.043801,-0.015467,0.038278,0.06901,0.012071,0.009677,0.057021,0.012873,-0.010604,-0.030036,1
0.001199,-0.019857,-0.055628,0.030639,-0.038254,0.02019,-0.026266,-0.021246,-0.016949,-0.035718,-0.019492,-0.004641,0.039297,0.005393,-0.03075,-0.039486,0.027068,0.003879,0.001505,1
0.007226,-0.046389,-0.014449,-0.037545,-0.015962,-0.002382,0.004482,-0.004484,0.014353,0.02771,-0.022617,0.010117,-0.024209,-0.002814,0.01802,0.010064,-0.020633,0.010168,-0.02212,1
-0.019252,-0.033909,-0.006226,-0.021451,0.010713,0.042691,0.034267,0.001171,-0.009904,-0.007912,0.001283,0.03991,-0.015255,-0.036332,0.041365,-0.035484,-0.000319,-0.003278,-0.022135,1
0.026057,-0.001937,0.022643,0.014044,-0.00227,0.022423,0.01625,-0.001769,-0.005272,0.009156,0.003129,-0.000305,0.011051,0.001716,0.016458,0.024066,-0.01179,-0.015465,-0.003924,0
-0.013094,0.064913,-0.060286,0.004305,0.017892,0.026592,0.002992,0.007919,0.021293,0.000663,-0.006387,0.025077,-0.01228,0.017234,-0.010378,-0.039144,0.010964,0.056314,0.010812,0
0.030515,-0.003241,0.011466,-0.024865,0.044502,0.017819,0.01453,0.004305,-0.015237,0.015143,0.002539,-0.008036,0.005544,0.002947,0.008333,0.020301,-0.0118,-0.019524,-0.022539,0
0.015127,0.025761,-0.005847,0.013221,-0.055975,0.003104,0.02287,-0.00098,0.006441,-0.015842,-0.019166,-0.000408,-0.028328,0.001148,0.017811,0.012378,0.007219,-0.024664,0.021418,0
-0.021557,0.020681,0.022138,0.016874,0.015059,0.002447,-0.026527,0.034322,-0.003502,-0.007985,-0.025688,-0.067566,0.007672,-0.062582,-0.012425,0.008801,-0.024579,0.004998,-0.004598,0
0.003922,-0.012071,0.001842,-0.038753,-0.008665,0.010914,0.015405,0.00003,0.00052,0.043117,-0.000582,0.007321,0.014333,0.02527,0.014715,0.01151,-0.0021,0.013922,-0.00174,0
0.001038,0.021625,-0.011497,0.032684,-0.005993,-0.023078,0.025396,0.022253,0.052939,0.016553,-0.009846,0.027435,-0.019755,-0.002513,0.006067,-0.023094,0.000021,-0.003668,0.001145,0
-0.036301,-0.04132,0.067169,0.006516,-0.077148,0.007441,0.070242,0.106531,0.027902,-0.083239,0.004079,0.069746,0.087438,0.024664,0.002149,0.088761,0.072258,0.010684,-0.066213,1
0.013538,-0.012594,-0.009763,-0.023242,0.00362,0.013905,0.028205,0.005984,0.004648,0.014325,-0.03626,0.037342,0.045583,-0.011617,-0.00449,-0.030035,0.001626,0.031326,-0.021953,1
0.041198,0.009928,0.000336,0.030492,0.00791,0.046055,-0.002849,0.001035,-0.013017,-0.007411,0.022338,-0.010478,-0.022759,-0.015086,-0.03113,0.02213,-0.034066,0.035869,-0.018079,1
-0.010013,-0.000706,0.005614,0.036828,0.020228,0.000623,-0.018081,-0.028411,0.012805,0.01641,0.010418,0.017738,0.011941,-0.00324,-0.035157,-0.00957,-0.013908,0.01123,0.026783,0
0.01595,0.011458,-0.003197,-0.009286,0.017982,0.033538,0.030657,-0.00209,-0.028255,0.003642,0.003533,-0.029186,0.010111,0.010706,0.031926,0.04154,0.024644,-0.023809,-0.005341,0
0.000096,0.0213,-0.031804,-0.00115,-0.008661,-0.055766,-0.028871,0.018237,-0.012953,-0.061995,0.035772,0.032696,0.022719,-0.0039,0.017403,-0.039398,-0.000294,-0.038445,-0.033064,1
0.019192,-0.070271,-0.003122,0.063332,-0.043232,0.013727,-0.011446,0.012253,0.006471,0.048719,0.038002,-0.011245,0.025442,0.022061,0.000025,-0.072565,0.00026,-0.017523,-0.026941,0
0.023574,-0.035788,0.070046,-0.012572,-0.114947,-0.105388,0.035521,0.090986,0.01905,-0.019325,0.049032,0.108108,0.11794,-0.010789,-0.006014,0.047129,-0.029643,0.007173,-0.063762,1
-0.007448,0.000647,0.017034,0.017116,0.044962,-0.020045,-0.01283,-0.034101,0.013546,-0.017067,-0.018964,-0.000298,-0.01885,-0.021599,0.000588,-0.001781,0.001534,0.009438,-0.014804,1
-0.002809,-0.025721,0.001122,0.013844,-0.066227,-0.051404,0.004729,0.053222,0.068411,0.010949,0.021333,0.049606,-0.013947,0.010927,0.004727,0.009526,-0.020333,-0.009938,-0.031174,1
-0.013241,0.012412,0.033061,0.061334,0.005634,0.005015,-0.007719,0.006377,0.026849,-0.025082,0.002981,0.033996,0.031892,0.006088,-0.024295,-0.015588,0.015006,0.022052,-0.010878,1
0.018948,0.045578,0.003113,0.021707,-0.035376,0.007869,0.034876,0.03111,0.013991,-0.018894,-0.003242,0.016681,0.025337,0.014793,-0.000803,0.017899,0.019552,-0.014961,0.005906,1
0.000523,0.004758,0.02014,-0.003705,0.01664,-0.027423,-0.01835,-0.028555,-0.02733,-0.01008,0.028858,-0.022591,0.003249,0.012573,-0.052575,0.005935,0.006711,-0.048544,0.039016,0
-0.006445,0.018193,0.028445,-0.005792,-0.023592,0.036151,-0.016048,0.059088,-0.023287,-0.002917,0.002076,-0.059027,0.024025,-0.03316,0.038164,0.026158,-0.038535,-0.049651,0.001351,1
-0.018159,0.008581,0.010694,0.017897,0.029882,-0.001254,-0.020641,-0.033995,0.01205,0.001221,-0.000309,0.011267,-0.023737,-0.003078,0.004036,-0.018325,-0.007081,0.012353,0.008549,1
0.015002,-0.027363,0.049352,-0.015405,-0.018773,0.015072,0.002123,0.001185,-0.012632,0.017273,0.021217,0.010415,0.01743,0.017092,-0.004563,0.027259,-0.014522,-0.032835,-0.001382,0
0.009629,0.017534,-0.063063,-0.014597,0.014776,0.014121,0.026844,0.030805,0.029095,0.033666,-0.013729,0.022845,0.015327,0.014532,0.003693,-0.026071,0.002743,0.031668,-0.015218,0
0.019572,-0.029583,-0.003242,-0.050585,-0.013248,0.027985,0.008223,-0.007305,-0.017571,0.0156,-0.009212,-0.006438,-0.010654,0.010779,0.032846,0.029938,-0.017888,0.005724,-0.01934,0
0.010538,-0.018445,-0.057165,0.002057,0.01922,-0.05343,-0.009424,0.002552,-0.031396,0.034764,0.049426,-0.085571,0.014281,0.039568,-0.00468,-0.023577,0.05225,-0.003319,-0.032128,1
-0.020302,-0.0097,0.016015,-0.073469,-0.037974,0.033468,-0.002177,-0.04862,-0.043099,-0.007036,-0.045648,0.002186,0.035287,0.041294,0.081042,0.041248,0.028315,-0.005319,0.01454,0
0.003736,-0.008994,0.036346,0.014133,-0.017609,0.026499,0.00081,0.009476,0.009516,-0.01952,0.007017,0.037497,0.004087,0.00682,0.010231,-0.000461,-0.016295,-0.040026,0.001179,1
-0.005232,0.016886,-0.001412,-0.02402,0.001394,-0.001736,-0.008591,-0.044741,-0.030538,-0.022446,-0.018739,-0.019732,0.006878,0.000658,-0.038931,-0.002735,0.03337,-0.012193,0.0258,0
0.018935,0.013437,0.019836,0.018527,-0.035004,0.00853,0.016859,-0.011745,-0.009035,-0.013291,-0.007653,-0.004972,0.00669,0.003424,0.020037,0.028828,0.004938,-0.038108,0.019511,1
-0.033795,0.006569,0.02769,-0.004247,0.026375,-0.000539,-0.005307,0.044691,0.013738,0.017126,-0.0488,-0.045351,0.027465,-0.050802,0.029051,-0.00886,-0.014994,-0.022065,-0.00551,1
-0.016459,-0.029556,-0.004742,-0.016941,0.020116,-0.028487,-0.013509,-0.040577,0.014083,-0.000173,-0.043338,0.011379,0.008214,-0.018331,-0.029069,0.016138,0.003243,0.03105,-0.002454,0
-0.010782,0.034513,-0.027876,-0.024506,0.012483,0.042642,-0.011307,-0.005533,-0.00713,0.014021,0.021226,0.028136,0.000664,0.021528,-0.058918,-0.03214,-0.007596,0.022517,0.037541,0
0.012252,0.01462,-0.004141,0.00123,-0.036871,0.003463,0.028509,0.009276,0.013146,-0.010197,-0.032703,0.008782,0.000427,0.0043,0.015272,0.015542,0.016493,0.002999,-0.003903,0
0.022464,-0.009594,0.021669,0.002525,-0.032587,0.015254,0.020132,0.029629,0.020732,-0.007581,-0.003425,0.027771,-0.024799,-0.006449,-0.023473,0.011316,-0.019807,-0.010741,-0.012327,0
-0.002531,0.03317,-0.008249,0.015626,-0.030515,0.002977,0.021343,0.020898,0.032317,0.026587,0.011962,0.027118,-0.011248,0.024976,0.015504,-0.016602,-0.002374,-0.000579,0.02233,1
0.009243,0.003887,0.021328,-0.012951,-0.040909,0.039806,0.006913,-0.023644,-0.023574,-0.026237,-0.02665,0.002792,-0.01369,0.008402,0.046176,0.026525,0.000606,-0.025486,0.013149,1
0.007509,0.06301,-0.002208,-0.034445,0.008147,0.011169,0.051464,0.040796,0.019229,0.003735,0.010434,0.035797,0.008183,0.021124,-0.079849,-0.001859,0.002857,-0.025711,0.060932,1
0.010449,0.016566,-0.047582,-0.048499,0.011183,0.018226,0.023585,0.021038,0.006763,0.010333,-0.0113,0.039548,0.036047,0.003052,-0.068819,0.002415,-0.004233,-0.024404,0.029938,0
0.026666,0.025642,0.031366,-0.035897,-0.03668,-0.044749,0.12067,-0.02215,-0.062109,0.019246,0.036167,0.047377,0.135775,-0.102263,0.039811,-0.006863,0.004578,0.045288,0.0032,1
-0.002,0.012793,-0.015484,0.013721,0.026416,-0.021245,-0.007838,-0.03157,0.005736,-0.017565,-0.020671,-0.014956,-0.014185,-0.01473,-0.001534,-0.007752,0.015088,0.010934,-0.007415,0
-0.025957,0.012397,0.002923,0.000864,-0.002762,-0.012107,-0.006102,-0.015797,0.026841,0.006339,-0.024928,0.024401,-0.005697,0.009814,-0.005287,-0.005836,0.013762,0.055351,-0.000916,1
0.01238,-0.000171,0.005276,0.010492,0.004636,-0.003386,0.016283,-0.010009,0.00663,-0.010761,-0.017456,0.012834,0.010527,-0.015893,-0.030029,-0.000121,-0.000169,-0.055173,0.027446,1
-0.010307,-0.005796,0.010972,-0.009206,-0.016726,0.000867,0.001638,0.00731,0.017723,-0.009654,-0.000372,0.026277,-0.029348,0.008155,0.045816,0.006736,-0.005817,-0.03108,-0.012048,1
0.016567,-0.049643,-0.070945,0.030997,-0.032658,0.026947,-0.032647,-0.031829,-0.043456,-0.032204,-0.015548,-0.034235,0.071449,0.006521,-0.033408,-0.044084,0.03538,-0.003964,-0.011756,1
-0.017598,0.031414,0.016016,0.007541,0.030608,0.004735,-0.004034,-0.026479,0.006084,-0.010451,-0.021059,0.011911,0.006408,0.006351,0.004308,-0.003028,0.019217,0.034004,0.002291,0
0.024275,0.00729,-0.027341,-0.00717,-0.004055,-0.016174,0.026994,0.008115,0.014732,0.003767,-0.014887,-0.005834,-0.010522,-0.010061,-0.000458,0.015858,-0.001929,-0.016731,-0.003351,0
0.003605,0.001329,-0.025606,-0.007609,-0.01185,-0.020603,0.013504,-0.000699,0.011537,0.027942,-0.018978,0.005421,0.014248,0.010392,0.011609,-0.018027,0.017671,-0.007723,-0.001467,1
0.012175,0.016672,-0.004119,-0.016964,0.007489,0.045341,0.019228,0.006745,-0.001092,0.000914,-0.016729,0.016127,-0.005207,0.011367,0.031514,-0.000114,-0.004238,0.009685,-0.010186,0
0.005784,0.015113,-0.035466,-0.017541,0.0245,-0.014085,-0.012255,-0.026755,-0.025925,0.015004,0.019982,-0.026832,0.036815,0.013986,-0.043149,-0.004391,0.019724,-0.007781,0.018392,0
-0.00494,0.006066,-0.020707,-0.050559,0.020679,-0.000421,-0.03221,-0.001298,-0.008332,-0.080867,0.002034,0.000593,-0.072753,-0.011592,0.005466,-0.034854,0.004424,-0.038066,-0.049197,1
0.048114,-0.013935,-0.009853,-0.032553,0.001114,0.024518,0.028709,0.03359,-0.004385,0.02691,0.013999,-0.003868,0.006078,-0.000328,-0.027269,0.034472,-0.02319,0.013597,-0.034732,0
0.014835,0.038707,0.002774,0.013503,-0.000838,0.015702,0.024381,0.014445,0.007714,0.016806,0.021033,0.022549,0.036514,0.018031,-0.008839,0.020357,-0.00792,-0.024776,0.033172,0
0.009742,-0.01573,-0.024415,-0.040904,-0.056075,0.026703,0.006581,0.00415,-0.001704,0.019988,-0.00862,0.010542,-0.027281,0.019313,0.026885,0.013557,-0.016781,0.013311,-0.002288,0
-0.002545,-0.017124,0.002984,-0.018418,-0.038037,-0.000854,0.008225,-0.020794,0.003904,0.014917,-0.028145,0.004268,-0.011941,0.009918,0.036723,0.014351,0.001953,-0.003031,0.0081,0
-0.026089,-0.003059,0.122712,-0.018882,0.007144,-0.033145,0.035868,0.019257,-0.013748,-0.043278,0.030296,-0.024207,-0.009225,0.016521,-0.095293,0.013589,0.080368,-0.03276,-0.003572,1
0.024221,0.026524,0.002192,0.017202,0.004488,0.005633,0.018109,0.002961,-0.001418,0.008763,0.018896,-0.010621,0.002811,0.008704,0.03177,0.012357,-0.003346,-0.031239,0.00201,1
0.024928,0.001037,-0.039135,-0.025671,-0.011474,-0.009821,0.00789,0.028101,0.012972,0.014634,0.030436,-0.002658,-0.035326,0.006324,0.016182,-0.001372,-0.021709,-0.027819,-0.023999,0
-0.021043,-0.008736,0.020576,-0.02515,-0.036221,0.021996,0.000897,-0.0347,-0.006073,0.021231,-0.025209,0.019779,0.006214,0.029805,0.052239,0.011367,0.003135,-0.001594,0.03211,0
-0.01256,0.008717,0.011351,-0.006151,-0.006453,0.004109,0.002293,0.06466,0.009208,0.001572,-0.045117,-0.053537,0.017356,-0.055898,0.012244,0.00923,-0.019552,-0.018446,-0.015854,1
0.006386,0.02344,-0.028032,-0.008456,-0.031722,0.010816,0.019978,0.009637,0.013895,0.020523,-0.001512,0.016258,-0.006262,0.018445,0.011606,0.002884,-0.005391,-0.001808,0.023834,1
0.022461,-0.022496,0.021671,0.010565,-0.012931,0.04515,0.001565,-0.001972,-0.004213,0.014696,0.01062,0.014406,-0.014116,0.001834,0.019616,0.010911,-0.037062,-0.01121,-0.003794,0
-0.008458,0.020482,-0.035434,-0.003768,-0.008428,-0.033199,-0.033501,0.000945,-0.007368,-0.05837,0.038233,-0.014184,-0.002162,0.01814,0.014277,-0.031733,0.028885,-0.055604,-0.024131,1
-0.006389,-0.030398,-0.058656,-0.092453,-0.025121,-0.03098,0.002237,-0.006485,0.015073,0.045491,-0.006772,0.042742,0.018986,0.004661,-0.057437,0.053341,-0.039705,-0.029637,0.055731,0
0.030415,-0.018576,0.02246,0.015057,0.013522,0.042427,0.008152,0.010092,-0.005447,0.010915,0.0161,0.018032,0.030517,0.000616,-0.002812,0.019828,-0.029571,-0.016747,-0.012533,1
0.032734,-0.035557,0.005559,0.009956,-0.028216,-0.036772,0.014924,0.024566,0.019192,0.032333,0.028499,0.000845,0.039469,0.002038,-0.018749,0.051137,-0.019456,-0.019012,-0.020254,1
0.015684,0.000253,0.007282,-0.009939,0.012641,-0.034762,-0.020788,0.046585,-0.016872,0.056958,-0.022745,-0.003643,-0.049992,0.062689,0.015686,-0.006939,0.019332,-0.011879,-0.041332,0
0.034946,-0.00893,-0.004779,0.001174,0.023485,-0.010189,0.027568,0.006543,0.006189,-0.000506,-0.019833,-0.015015,0.010534,-0.018479,0.004004,0.022232,0.003396,-0.012252,-0.03418,1
0.014468,-0.070169,-0.01913,0.025232,-0.01844,-0.018453,0.038157,0.052912,0.021268,-0.006259,0.015847,-0.037462,-0.009802,0.104042,0.018298,0.023463,-0.057328,0.013513,0.08671,0
-0.007143,-0.01344,0.002439,-0.00858,-0.055288,-0.040205,0.005433,0.017034,0.035193,0.008971,-0.001121,0.016748,-0.02951,0.01577,0.028247,-0.000422,0.004104,-0.018249,-0.014545,1
0.023985,-0.016451,0.017208,0.00929,-0.015293,-0.007404,0.019775,0.018897,0.015152,0.015162,0.003692,0.007213,0.025176,0.003979,0.005706,0.032436,-0.006027,-0.001723,-0.026037,1
0.013856,0.002326,-0.017044,-0.029444,-0.027219,0.023001,0.013477,0.011531,-0.001054,0.023344,0.005238,0.009903,0.001293,0.022942,0.022505,0.017774,-0.011092,0.007272,-0.003167,1
0.051292,-0.010544,-0.019367,-0.017126,0.010145,0.012402,0.023778,0.010277,-0.015736,0.007881,0.001616,-0.030829,0.000682,-0.00932,0.012829,0.036264,-0.011907,-0.006873,-0.03856,1
-0.010856,-0.017426,0.005674,-0.024508,0.026737,0.008028,0.006575,-0.017386,0.014491,0.003422,-0.039498,0.039061,0.022649,-0.004787,0.007829,0.008864,-0.007014,-0.015127,0.0079,1
-0.023461,0.012958,0.027277,0.028189,0.0015,-0.033314,-0.040732,0.044025,-0.055378,-0.043285,-0.005299,0.093916,-0.03322,0.017447,0.029992,-0.015472,-0.021737,-0.014537,-0.004372,1
0.008864,0.047273,0.007757,0.015734,0.008696,0.009318,0.003162,0.048545,-0.019168,0.045062,0.009063,-0.002921,-0.031625,0.076373,0.02409,0.003676,0.022876,-0.015019,0.005716,0
0.041768,-0.009703,-0.011736,0.006919,0.007749,-0.009771,0.025589,0.009122,0.007572,0.002578,-0.008592,-0.018883,-0.013814,-0.022887,0.000346,0.020124,-0.010259,-0.017219,-0.028267,0
