@relation 'AT: dr-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.393MA_Detection_4-0.391MA_Detection_3-0.391MA_Detection_5-0.385MA_Detection_2-0.38MA_Detection_1... numeric
@attribute -0.42MA_Detection_Exudates_4-0.395MA_Detection_Exudates_6-0.387MA_Detection_Exudates_5-0.377MA_Detection_Exudates_7-0.336MA_Detection_Exudates_8... numeric
@attribute 0.454MA_Detection_Exudates_2+0.419MA_Detection_Exudates_3+0.415MA_Detection_Exudates_1-0.321MA_Detection_Exudates_7-0.316MA_Detection_Exudates_8... numeric
@attribute 0.709Diameter_of_Optic_Disc-0.593Distance_to_macula-0.335results_of_prescreening-0.11quality_of_assessment-0.094AM_FM_classification... numeric
@attribute 0.869quality_of_assessment-0.434results_of_prescreening-0.175AM_FM_classification-0.142Diameter_of_Optic_Disc-0.06Distance_to_macula... numeric
@attribute '0.79 results_of_prescreening-0.482Distance_to_macula+0.334quality_of_assessment-0.124AM_FM_classification-0.065MA_Detection_Exudates_3...' numeric
@attribute 0.667Diameter_of_Optic_Disc+0.617Distance_to_macula+0.267quality_of_assessment+0.249results_of_prescreening+0.104MA_Detection_Exudates_8... numeric
@attribute '0.903AM_FM_classification+0.19 quality_of_assessment-0.152MA_Detection_Exudates_4-0.142MA_Detection_Exudates_3+0.14 MA_Detection_Exudates_8...' numeric
@attribute '0.569MA_Detection_Exudates_8-0.499MA_Detection_Exudates_5-0.344MA_Detection_Exudates_4+0.31 MA_Detection_Exudates_7+0.276MA_Detection_Exudates_1...' numeric
@attribute Class {0,1}

@data
2.232203,1.230929,-1.401679,1.724541,1.119887,-2.727685,0.258566,1.248817,-0.439511,1
2.64456,0.092175,0.699777,-2.139268,0.223677,-0.587952,0.59825,-1.505701,0.662861,0
-1.577264,0.652172,0.00137,-0.508781,-0.018471,0.024056,0.266885,-0.472163,-0.218967,0
2.793711,-2.829782,-0.010716,-1.308876,-0.294726,-0.764228,1.10054,0.196584,-0.482518,0
-2.276727,0.152643,-0.229799,-0.549038,0.114753,0.406202,-0.745917,-0.057022,0.345478,1
2.679691,1.207052,-1.175195,-0.754323,-0.39845,-0.366428,1.322286,0.952657,-0.619261,0
2.701288,1.220299,-1.395787,0.514094,1.721668,-2.686823,-0.360776,-0.957369,0.342407,1
1.765928,-0.24266,0.60302,-0.050141,-0.075999,-0.177445,1.465653,-1.151536,0.181789,0
2.131907,1.333831,-1.483631,-0.73662,0.25277,0.554845,-0.361643,-0.894968,0.01933,0
1.863599,0.477341,-1.709689,-0.105766,0.409827,1.310565,-1.677467,-0.773155,-0.033316,1
-2.173768,0.531152,0.111001,0.690351,-0.155827,0.336961,0.565951,-0.182801,-0.127984,0
-0.129099,1.343611,-1.059493,-0.892527,0.146683,0.297419,-0.268781,-0.558359,-0.123351,0
-1.859451,1.221996,-0.607699,-0.345394,-0.00375,0.264057,0.017932,-0.200501,-0.168429,1
-1.906006,0.454799,0.557568,0.883339,-0.010094,0.762732,-0.309011,-0.279412,0.13004,0
0.780786,1.351893,-1.36554,-0.261763,1.889692,-2.549912,-1.748794,-0.709437,0.245852,1
2.423615,0.995947,-0.860049,-0.871587,0.260499,0.4571,-0.272036,-0.922546,0.372132,0
-1.539649,1.288458,-0.735832,-0.429985,-0.009453,0.195737,0.177628,-0.275226,-0.20979,1
3.270191,-2.712797,3.310658,-1.602568,0.142476,-0.959916,1.107907,-2.296044,0.736293,1
-3.079727,1.197794,-0.192073,-1.039237,-0.019515,-0.110735,0.040707,-0.180141,-0.240283,1
2.853683,0.606278,-0.908046,1.156776,0.062755,1.862516,-2.367284,1.312152,-0.065383,0
3.315338,0.890301,-1.014713,0.455545,-0.199044,0.786573,-0.250215,1.106036,-0.22907,0
3.195128,-1.413154,2.544065,-0.663625,-0.206279,-0.317735,0.287512,0.298493,0.488914,0
2.529108,1.07663,-0.95057,-0.96525,0.038626,-0.241408,1.268532,-1.196776,-0.060051,0
-1.321437,1.022469,-0.475005,1.214748,-0.117995,0.760206,0.368569,-0.135252,-0.120789,1
0.655209,1.481441,-1.332942,-0.755215,-0.005732,-0.057972,0.908684,-0.73254,-0.320422,0
1.795706,1.508831,-1.747673,0.457517,0.039867,0.693179,0.481586,-0.683467,-0.233342,1
2.773267,0.790693,-0.599389,-0.467971,-0.260006,0.100793,0.368523,0.989486,-0.224866,0
-3.975393,1.005126,0.125677,-0.44299,0.116974,0.615401,-1.330816,0.073647,-0.077904,0
1.141264,1.431108,-1.395015,-0.141425,0.025027,0.333169,0.626451,-0.69693,-0.207135,0
0.139841,1.436561,-1.112379,-1.54945,0.134409,-0.103504,0.137082,-0.729656,-0.185433,0
3.773644,0.669405,-0.916488,2.243937,1.363179,-1.917744,-1.095387,1.143651,0.168045,0
-3.606111,0.825242,0.090052,0.716483,-0.060128,0.731523,-0.495283,0.11262,-0.223261,1
1.739584,1.194837,-1.052674,-1.891932,-0.142921,-0.253785,-0.216263,1.008786,-0.494565,1
-7.70319,0.621527,1.406179,-0.994228,-0.118975,-0.217189,-0.627478,0.408943,-0.327294,1
2.485907,-0.60454,0.453161,1.697214,1.767577,-2.210178,-1.176987,-1.312161,0.31039,0
-1.496908,-1.226639,0.90192,-1.292276,0.099905,-0.325298,-0.170302,-1.151303,-0.903376,0
1.030279,0.910361,-0.474375,-2.197363,-0.161533,-0.493771,-0.182243,1.019954,-0.436642,0
-4.265262,-0.078062,1.568317,-1.47542,-0.054813,-0.611939,0.128869,-0.263298,0.036193,1
-1.138009,1.040008,-0.726748,1.643688,1.67097,-2.036679,-1.550764,-0.16204,0.253341,1
1.230351,-0.470943,0.45179,0.118343,-0.546995,-0.399812,1.532546,1.079599,-0.799868,1
2.814009,1.320629,-1.685017,1.119063,1.735432,-2.294159,-0.664516,-0.863348,0.274178,1
2.720072,-0.687802,1.27225,0.250487,0.003124,0.913938,-1.549441,0.806582,0.405064,1
-6.14067,-0.911783,-0.401195,1.140304,-0.570486,-0.24273,2.150823,0.981781,0.823117,1
-2.365633,0.729171,0.225605,-0.373334,0.125842,0.525386,-0.930517,-0.255974,0.068968,0
3.099215,0.213768,-0.077397,1.075874,1.842973,-2.195092,-1.247912,-0.972356,0.977372,1
-4.161615,0.233259,0.87984,-0.873996,-0.08161,-0.276227,0.096163,-0.182357,-0.237928,1
2.562871,1.118306,-1.065877,-0.001346,-0.450667,-0.105784,1.374954,1.047636,-0.602632,0
2.320904,0.691367,-0.432474,-1.106977,0.320895,0.421861,-0.590701,-1.041483,0.45192,0
-1.599504,0.545867,0.24076,0.600647,-0.200587,0.106901,1.096393,-0.34171,-0.133313,0
-2.740631,-0.662845,1.72472,1.820572,-0.491317,-0.098059,2.178168,-0.079902,0.002872,1
-3.141465,-4.550434,-0.335584,-0.129066,-0.50504,-0.254262,0.644516,2.057561,1.276879,1
-3.656817,0.613844,0.540945,-0.317303,-0.202337,-0.267703,0.804555,-0.001722,-0.084651,1
-2.01581,1.063439,-0.075103,-0.930265,-0.19747,-0.630783,1.504314,-0.39323,-0.198774,1
-1.760234,-4.000251,1.963225,0.558101,-0.526095,-0.243,0.592404,1.38219,0.166133,1
3.44188,0.352049,-0.151106,-0.516555,-0.097765,0.409226,-0.50225,0.829606,0.048784,0
-0.79263,1.144314,-0.754127,0.510944,-0.047602,0.550392,0.312766,-0.327273,-0.205626,0
2.905505,0.155671,0.472857,-0.474307,-0.305034,-0.125271,0.702474,0.875854,0.118889,1
-1.862444,-0.426831,0.567152,1.391823,0.014488,1.052088,-0.75461,-0.301654,-0.303448,0
2.477201,0.393841,-0.084877,-0.546831,0.10724,0.116318,0.624306,-1.123271,0.299505,0
-3.98198,0.552515,0.60299,1.098686,-0.066207,0.88028,-0.673055,0.244339,0.050516,0
-1.343883,0.623992,-0.044933,-0.443227,-0.104955,-0.186216,0.88831,-0.523315,-0.28617,1
2.343998,0.43255,0.014095,-0.67878,-0.287243,-0.166721,0.516267,0.837552,-0.255364,0
2.335233,0.20645,0.084123,-0.461606,-0.309084,-0.103129,0.513348,0.850463,-0.371258,1
1.147009,-1.483828,1.730502,-0.210861,-0.299249,-0.142989,0.036296,0.747488,-0.23639,1
3.122224,1.332858,-1.755327,0.668402,-0.314422,0.662269,0.351494,1.142941,-0.671031,1
1.999546,0.437925,-0.003642,0.533251,0.023446,0.45289,0.748313,-0.939978,0.362512,0
-2.18486,0.379784,0.319992,-0.39888,0.162082,0.564549,-1.132875,-0.311005,-0.005611,1
2.20981,-0.321445,0.924397,0.268765,-0.201571,0.493859,-0.411629,0.976661,0.192615,0
3.333956,-0.44061,1.463327,-2.102981,-0.199869,-0.984355,0.86675,0.177774,0.2024,0
-4.060877,0.799681,-0.267175,-1.2257,-0.222088,-0.702761,1.185562,0.05911,-0.093057,1
-2.461219,0.590634,0.703479,-1.992045,0.032394,-0.660237,0.270308,-0.62174,-0.034845,0
2.281702,1.08978,-1.245768,-1.196815,-0.113274,0.173649,-0.506491,1.010019,-0.530396,0
2.687672,-0.202322,0.723989,0.562741,-0.233038,0.564905,-0.175733,0.962088,0.189881,0
0.740731,-6.567117,1.048914,-0.262175,-0.20054,-0.314995,-0.711867,-0.735934,-5.608158,1
-2.827798,-1.054817,-1.886714,1.723426,-0.38434,0.484571,1.782965,0.453833,0.819746,1
-1.507147,0.630168,-0.214111,0.2292,-0.103449,0.215364,0.596136,-0.28697,-0.087855,1
2.330981,-1.312281,2.137571,0.363799,-0.078397,0.678053,-1.194482,0.749673,0.509982,1
1.789637,0.627382,-0.320808,-1.577652,0.397884,0.362995,-1.070103,-1.060731,0.442314,1
2.295777,1.358353,-1.298579,-1.882691,-0.265138,-0.58714,0.738429,0.877467,-0.675261,1
2.064616,-0.947261,2.174926,0.642341,-0.151875,-0.141196,1.825685,-1.148294,0.902542,1
-4.000634,0.263438,0.785303,1.235731,-0.167357,0.659472,-0.08085,0.242868,0.046071,1
-1.605273,0.879183,-0.001071,-0.34552,0.048033,0.303808,-0.164786,-0.351253,0.085153,1
-2.014775,0.882765,-0.273872,1.857815,-0.256116,0.753977,0.85538,0.002104,-0.217214,0
-3.597841,1.020932,-0.121655,0.019479,0.022674,0.603183,-0.801874,0.162939,-0.090922,1
3.526033,-0.137951,0.80085,0.195249,-0.316204,0.154897,0.716917,0.914665,0.414089,1
-1.685689,1.102182,-0.208741,-1.853961,-0.012223,-0.641777,0.697868,-0.565706,-0.178545,1
0.667712,-1.356981,-1.128314,-1.659184,0.158409,-0.219216,0.458723,-0.756983,1.21029,1
-1.822396,1.09727,-0.481226,-0.005373,0.100211,0.70803,-0.760731,-0.19302,-0.075336,0
3.384961,-0.060054,0.651372,-0.344153,-0.250231,-0.027704,0.540139,0.686982,0.218159,0
-1.073539,0.223725,0.340077,-0.934856,0.113334,0.042969,-0.276311,-0.746379,-0.145133,0
-1.405674,1.01594,-0.483184,1.790172,-0.215252,0.810632,0.788734,-0.082344,-0.206033,0
0.724208,1.353145,-1.402513,1.439242,1.1855,-2.593636,-0.546721,1.495689,-0.567133,0
-1.327028,0.113617,0.899896,-1.397139,0.138261,-0.174521,-0.325891,-0.737406,0.180643,0
2.221155,1.085679,-1.154467,0.986578,0.033888,0.854309,0.515675,-0.740148,0.069587,0
-7.474711,-2.328501,0.267008,0.203788,-0.416606,-0.380521,1.190477,0.87225,0.891606,1
2.860552,-0.176558,0.08604,-1.821221,0.24125,-0.328464,0.427569,-1.475492,0.430165,1
-2.940469,0.784254,0.355671,-0.488925,-0.321302,0.19799,-0.868267,1.846793,-0.552062,1
2.906077,0.267536,-0.099744,-0.255678,-0.016006,0.775972,-1.274532,0.928183,0.058922,0
-2.21631,0.313356,-0.38223,0.001767,-0.039381,0.330055,0.135679,-0.136748,0.31992,0
0.181084,-1.960942,0.611241,1.320014,-0.579068,0.145934,1.154303,1.478305,-0.199189,1
1.764807,-0.013954,0.362907,0.023386,0.349073,1.112892,-1.396283,-0.721368,0.789211,0
-8.373669,-2.900998,0.827405,0.547096,-0.292671,0.037697,-0.072913,0.748132,-0.254448,1
2.296457,1.339125,-1.457589,-0.766918,-0.255186,0.063651,0.248518,1.079793,-0.65269,1
-3.509509,0.905642,0.048903,0.773312,-0.225024,0.315365,0.587488,0.236969,-0.110399,1
2.386423,0.359915,-0.375212,0.214976,-0.12884,0.812577,-0.871772,1.198597,-0.020432,1
-0.993408,0.387707,0.303858,1.857696,-0.12704,0.951354,0.331727,-0.220559,0.13584,1
1.318105,-2.023293,2.013751,1.405016,-0.284355,0.734411,-0.611055,0.831599,-0.300894,0
-3.615646,1.150151,-0.492853,2.242247,1.476905,-2.071416,-1.243058,0.332114,-0.009859,1
2.333435,0.756024,-0.707841,-0.644481,-0.130208,0.367138,-0.572916,1.030422,-0.302695,1
-2.992921,-0.310848,1.331924,-0.240652,0.136868,0.511406,-1.28322,-0.345159,0.072828,0
2.260718,0.391236,0.313163,-1.008093,0.108626,-0.196204,0.844198,-1.193248,0.548368,0
-3.935363,0.804472,0.500393,-1.812462,-0.03497,-0.613425,0.18566,-0.251796,-0.22485,0
0.582802,-1.92222,1.208856,0.263388,-0.47223,-0.202685,0.910947,1.134075,-0.076381,1
-2.752463,0.933376,0.182956,-1.867144,0.014565,-0.540785,0.211256,-0.312672,-0.005948,0
-0.9049,0.321413,0.275191,0.501836,0.12462,0.890534,-0.8545,-0.375277,0.201217,1
2.665399,-0.93226,1.542063,0.334312,-0.347443,0.014984,0.590844,0.61669,-0.077282,0
-1.721608,1.054114,-0.551331,1.423257,-0.066739,1.043548,-0.169689,-0.009236,-0.133837,1
2.769758,1.623703,-2.154764,0.918654,1.700447,-2.456283,-0.380127,-0.886202,0.03065,1
2.446819,0.877926,-0.563886,-1.877454,-0.25721,-0.665565,0.740457,0.746327,-0.4424,0
2.739403,-1.985387,3.15524,-0.418556,-0.072882,0.117053,-0.808898,0.312193,0.594873,0
-0.831518,1.095243,-0.519043,0.448016,-0.14109,0.244907,0.968545,-0.352689,-0.144318,0
-2.17665,0.166382,0.710643,0.411445,-0.067433,0.339512,0.092512,-0.389322,-0.129116,0
0.170659,0.318328,0.1861,1.03625,0.072267,0.956311,-0.324196,-0.520118,0.284113,1
-2.767497,1.185451,-0.397849,0.148191,-0.070249,0.4,0.020003,-0.016838,-0.22656,1
2.401858,-2.796452,3.525769,2.003828,0.072074,0.812527,0.023091,-1.731359,0.584934,1
2.793705,-1.644353,2.800262,0.161076,0.099313,0.031977,0.63657,-1.686944,0.963564,0
-0.986689,-3.504152,-1.9922,-0.605514,0.141338,0.357033,-0.043039,-0.329864,1.439991,1
2.528822,1.074691,-1.023384,-0.184395,-0.370069,0.01791,0.884229,1.07274,-0.510399,0
1.671296,0.681566,-0.320431,-1.21063,-0.24809,-0.263701,0.244108,0.993453,-0.362371,1
2.80029,0.017445,0.109133,1.278752,0.091634,0.970967,0.167837,-1.08334,0.289631,1
-1.984306,0.8043,-0.601504,0.074786,-0.074083,0.293783,0.326821,-0.107527,-0.004024,1
3.90271,-0.302767,1.076463,-0.292718,-0.269353,-0.007537,0.681171,0.819099,0.604359,1
2.40011,0.679868,-0.567343,-0.856958,-0.17582,0.098324,-0.156125,0.932039,-0.342469,0
-0.296293,0.892453,-0.346944,0.574416,-0.154389,0.20682,1.166755,-0.524242,-0.147382,0
2.103703,0.310351,-0.187669,-0.020919,0.053286,0.252976,0.729773,-0.999911,0.247106,1
-0.614439,0.79061,-0.041356,-0.927727,0.093511,0.042767,0.021301,-0.642019,0.085931,0
2.481262,-1.183265,1.977076,0.119912,-0.251895,0.118882,0.027016,0.659546,0.230332,0
-0.176844,-0.651305,1.651263,-0.003716,-0.700603,-0.914682,2.172253,1.106572,-0.492946,1
-3.811764,-0.015167,1.59311,-1.067201,-0.050287,-0.407374,0.084499,-0.417409,-0.019513,0
-0.191551,-0.005262,0.712158,1.235059,0.152843,1.235626,-1.02479,-0.511621,0.451732,0
-3.794187,0.584835,0.866272,-0.970362,-0.110045,-0.402708,0.444855,-0.171263,-0.021228,0
-1.280749,1.249062,-0.661468,-0.576796,-0.017736,0.066915,0.375788,-0.358413,-0.171681,0
0.1237,-4.740936,3.493582,1.747391,-0.458389,0.252383,0.088016,0.585523,-0.120253,1
-1.291893,1.010863,-0.524396,1.037336,0.009034,0.996225,-0.379648,-0.12392,-0.022414,1
-2.838655,0.260614,0.946494,0.429597,-0.209823,0.006241,0.845707,-0.190934,0.007226,0
-0.793927,0.914506,-0.327836,-0.982777,0.185724,0.307077,-0.657036,-0.50497,0.101877,0
0.09606,1.528424,-1.490902,1.555424,1.448571,-2.668249,0.277996,-0.425629,-0.144326,1
-0.661474,0.379221,0.456864,0.537858,-0.013083,0.490667,0.189241,-0.494545,0.238461,1
-2.656931,1.030345,-0.178357,-0.664184,0.177737,0.58595,-1.265781,-0.141216,-0.004905,0
0.30961,-0.660738,1.481028,1.798814,-0.652861,0.217365,1.347549,1.552271,-0.006471,1
-1.03767,-1.051439,2.727392,-0.691046,-0.042201,-0.550648,0.741699,-1.083196,0.550821,0
-1.623712,0.649468,0.211283,-0.643367,0.2486,0.667124,-1.428984,-0.370161,0.246618,1
-3.870529,0.803647,0.295206,0.308291,-0.07972,0.44893,-0.302672,0.159564,-0.069881,1
-0.785281,-2.070974,0.177222,-0.460345,0.029539,-0.095254,0.272801,-1.128589,-1.085731,0
-0.242362,1.35944,-0.96745,-0.283667,-0.069342,0.054195,0.905434,-0.53162,-0.264214,1
-3.628736,-2.090575,0.601966,0.774901,0.024857,0.680778,-1.00179,-0.550039,-1.831092,0
-2.093916,0.727789,-0.11362,0.622644,-0.208928,0.185835,0.936319,-0.126796,-0.230242,1
-2.581212,1.113955,-0.318904,-0.24073,-0.010074,0.320348,-0.177054,-0.087483,-0.13427,1
-2.964954,0.436985,0.851965,-0.655788,-0.018961,-0.053194,-0.02066,-0.26422,0.122695,1
-3.430597,1.183222,-0.086316,-0.596556,-0.151949,-0.214537,0.656396,-0.093897,-0.312408,1
2.376004,0.810029,-0.547432,-1.359805,0.234896,0.03034,0.087392,-1.191155,0.251063,1
-1.354054,-5.950054,-1.688966,0.234898,-0.26598,0.399885,-0.566202,1.258494,-1.097119,1
-1.332864,-2.129914,0.479332,0.97931,0.101351,0.900024,-0.822247,-0.71388,-0.456324,0
-1.267485,1.350863,-0.836859,0.216299,-0.137332,0.199795,0.873927,-0.306426,-0.348236,0
-1.184023,-0.249298,-1.456222,-1.873803,0.123684,-0.226926,0.162373,-0.295174,1.116266,1
2.599936,1.222586,-1.396297,0.381881,0.083659,0.665905,0.495533,-0.861471,0.018352,1
0.773586,-3.155768,-1.721454,-0.589773,0.030443,-0.097619,1.10599,-0.903408,0.526402,1
1.211165,0.645847,-0.185805,-1.136152,-0.173091,0.012245,-0.425637,1.172767,-0.190274,0
3.08533,1.164323,-1.361506,-0.425221,-0.178673,0.397793,-0.137466,1.00239,-0.463756,0
2.797206,-1.550773,1.174793,1.177024,0.195882,0.994644,-0.5227,-1.49076,-0.073208,0
-5.391571,0.869485,0.539468,-0.609735,-0.270916,-0.479558,0.827846,0.364626,-0.168076,1
-0.770454,-0.431394,1.583284,0.324462,0.081576,0.478622,-0.361642,-0.663327,0.563573,1
2.055849,1.009435,-1.013092,0.400386,1.30636,-2.973156,-0.536179,1.128982,-0.179725,0
-2.772598,1.080252,-0.301194,0.956708,-0.182444,0.521933,0.466745,0.080384,-0.225003,1
1.78866,0.597562,-0.362078,-0.516407,-0.078801,0.570151,-1.099639,1.15885,-0.13853,0
-4.038618,1.079846,0.289067,-1.688171,-0.087258,-0.633251,0.456641,-0.173836,-0.252352,1
2.457003,-0.88707,1.521691,-0.070867,-0.200148,0.326531,-0.286502,1.026763,0.445133,1
-2.174498,1.155772,-0.758296,2.3661,1.371743,-2.362724,-0.182668,0.000476,-0.192069,1
2.127311,0.082198,0.477554,-2.631555,-0.106334,-0.78075,-0.031229,0.571086,-0.145199,0
-3.180869,-0.213273,1.474352,1.516229,-0.075378,0.917804,-0.473586,0.079298,0.5296,1
2.840802,1.146723,-1.347513,0.749129,0.099133,0.88464,0.342895,-0.857884,0.08773,0
-3.45322,0.582762,0.260014,0.614576,0.132366,1.150832,-1.682295,0.150277,0.044082,1
-2.500339,0.422516,0.401692,-0.32771,0.032373,0.27384,-0.3695,-0.280625,-0.017283,1
0.657581,1.160738,-1.057517,1.036996,-0.461162,0.563903,0.473594,1.574596,-0.719665,1
-1.038945,1.089129,-0.418741,-0.191331,-0.108424,-0.016136,0.92439,-0.400118,-0.116953,0
-0.427393,1.262045,-0.929949,-0.9582,0.263466,0.582164,-1.09609,-0.51169,-0.033787,1
2.836949,-1.73333,2.749257,1.043853,-0.358971,0.159723,0.489577,0.381326,0.213482,1
0.972545,-0.532557,1.599423,-1.167386,-0.266751,-0.475485,0.190623,0.799642,0.024694,0
1.728795,0.686656,-0.467722,0.415542,-0.248191,0.682295,-0.373727,1.34376,-0.218968,0
-1.438749,-1.34709,1.364493,1.782477,-0.133169,0.692725,0.211427,-0.723165,-0.565725,0
3.303382,-0.513757,1.027178,1.001256,-0.262341,0.70309,-0.026728,0.96379,0.345534,1
2.105251,1.101231,-1.164323,-0.808138,0.359258,0.758159,-1.025426,-0.879524,0.241459,1
1.063582,1.062914,-1.121719,-1.6055,-0.286526,-0.438887,0.452103,1.124807,-0.58289,1
2.919361,0.707083,-0.428858,0.208283,-0.52389,-0.298582,1.921787,0.872677,-0.459246,1
1.495991,0.441003,0.049744,-0.379208,-0.199279,0.288654,-0.40962,1.119986,-0.145812,0
2.111923,1.05602,-0.838818,-1.993778,-0.108762,-0.252242,-0.297561,0.959572,-0.328712,0
-2.135616,0.956524,-0.103963,-1.067663,0.036344,-0.068673,-0.014948,-0.335035,-0.023357,1
-4.662512,0.723753,0.540223,0.047444,0.064843,0.728302,-1.364265,0.268951,0.041509,1
2.56641,1.038044,-0.750177,-1.484062,0.139361,-0.20662,0.791636,-1.065467,0.311282,0
2.814724,1.334576,-1.467262,-1.319919,0.219195,0.107566,0.284347,-1.104474,0.070036,1
1.854023,1.115753,-1.233378,0.91642,0.1227,1.126716,-0.213866,-0.548014,0.158168,1
3.071167,1.023346,-1.098645,0.152919,0.150113,0.664905,0.293547,-0.989033,0.217036,0
-3.416216,0.776944,0.560161,-0.976185,0.002551,-0.092315,-0.161115,-0.169476,0.055998,0
1.476716,-1.279458,-1.502336,0.054942,0.201916,0.812547,-0.246281,-0.648964,1.313641,1
-4.137726,0.945795,0.543532,-2.084091,-0.345715,-0.667244,-0.478191,1.794437,-0.7048,1
-2.375322,0.395019,0.618587,1.085234,0.011768,0.970229,-0.696128,-0.056009,0.246999,1
2.371569,0.874373,-0.893709,-0.06675,-0.099549,0.781115,-0.959143,1.155583,-0.268389,0
-1.193729,1.558581,-1.002341,0.375978,-0.385755,-0.358913,2.472059,-0.350368,-0.59562,0
0.094121,-9.302845,0.13321,-1.171751,0.022806,-0.88529,1.516587,-1.673444,1.376226,1
1.498811,1.364587,-1.553658,0.277798,0.109558,0.779134,0.003223,-0.620581,-0.0891,0
3.281611,-2.319065,3.610488,-0.127629,-0.288833,-0.374517,0.623014,0.152835,0.572639,1
1.542723,1.306684,-1.411598,0.587848,0.021619,0.691454,0.503446,-0.642487,-0.107224,1
0.231659,-0.488541,-0.055547,-0.208774,0.109568,0.41213,-0.038049,-0.575158,0.825216,1
2.672313,0.835307,-0.998915,1.269161,0.125028,1.223634,-0.094251,-0.752257,0.221349,1
2.538624,-0.409988,0.72301,3.025283,-0.384401,0.625196,2.554788,-0.917562,0.138987,0
-1.26616,0.503024,0.406186,0.017986,-0.292264,-0.488004,1.979336,-0.585852,-0.236591,0
-0.171718,-0.225977,1.045195,1.867949,-0.105212,0.841453,0.410978,-0.583688,0.282144,1
-2.303237,0.614577,0.300701,0.648141,-0.100763,0.455393,0.190729,-0.148362,-0.011078,0
2.579251,-2.096079,2.860719,-0.079535,0.0431,-0.237131,0.951437,-1.752912,0.574606,1
-0.970634,-0.000168,0.527701,1.455155,-0.011018,0.986864,-0.315378,-0.484423,-0.10703,0
1.23835,0.766534,-0.360495,-0.723759,-0.264442,0.017514,0.031483,1.17999,-0.361287,0
-1.747628,0.550836,0.141387,-0.145695,0.120659,0.596276,-0.83857,-0.241086,0.145031,0
0.077412,1.247577,-0.991469,-0.712874,0.156646,0.400972,-0.332417,-0.60138,-0.10431,0
-2.111433,-0.044756,1.133272,0.494473,0.124676,0.853397,-1.134052,-0.241275,0.441155,0
-1.325996,1.312168,-0.819726,0.667727,-0.135993,0.453589,0.680054,-0.225441,-0.324957,0
2.557302,-0.240472,0.536954,0.318614,-0.104576,0.783878,-0.99214,0.93199,0.032777,0
-2.656792,0.30473,0.829956,0.177463,0.172067,0.89477,-1.490925,-0.145727,0.348914,0
-1.949134,0.338909,0.502689,0.838381,0.052612,0.92232,-0.7719,-0.230577,0.104633,0
2.299039,1.379013,-1.657901,-0.538813,0.290155,0.780003,-0.647738,-0.848223,0.034777,1
-2.274472,-0.681416,0.761781,0.969792,-0.227365,0.132408,0.953401,-0.513801,-0.693842,0
2.544051,0.241106,0.111915,0.006352,-0.227769,0.357565,-0.084338,0.942678,-0.118632,0
2.975309,-0.166366,0.410993,-0.427256,-0.113486,0.359676,-0.580125,0.753841,-0.040039,0
1.59043,0.698644,-0.357404,-1.667673,-0.017897,0.129394,-1.142186,1.034849,-0.180646,1
2.626643,-0.470281,0.862171,1.28167,-0.384885,0.570156,0.465513,1.091081,0.065169,1
-2.297084,0.673557,0.346473,-1.235573,0.032232,-0.216306,0.01342,-0.369492,0.046476,1
-1.52442,-0.934389,2.013295,1.699005,-0.072459,0.808564,-0.190173,-0.580952,0.204585,0
-3.654599,0.648913,-0.686261,3.449336,-1.060334,-0.394383,5.0539,0.52526,-0.767797,1
0.244665,0.075224,0.671117,-2.104052,-0.270998,-0.796698,0.316427,1.108651,-0.050247,1
2.32649,0.846156,-0.650776,-0.879944,-0.218501,-0.002235,0.102172,0.964976,-0.357839,1
1.30286,1.212545,-1.390205,-0.460094,0.381531,1.096124,-1.576128,-0.642194,0.112387,1
0.309823,1.438528,-1.579284,2.192497,1.540864,-2.081703,-0.516027,-0.315758,-0.03651,1
2.69631,-2.248086,2.037447,-0.187228,-0.128341,0.261797,-0.58577,0.620444,0.668639,1
-0.584367,0.284713,0.593985,-0.75367,0.046229,-0.091543,0.327721,-0.778279,0.158307,0
-0.01047,1.470671,-1.306435,0.685931,-0.16134,0.357391,1.204592,-0.398332,-0.371394,0
-1.265439,1.23863,-0.595223,-1.419269,0.127508,-0.011483,-0.262432,-0.477496,-0.094396,0
-3.812592,0.687039,0.490455,-0.722638,-0.076976,-0.137726,0.094477,-0.097825,-0.176662,0
-2.75166,-0.426208,0.227182,-0.984953,0.078874,0.00288,-0.53425,-0.411823,-0.592925,1
-3.596255,0.802028,0.415722,-0.676562,-0.111258,-0.207954,0.368269,-0.110391,-0.145734,1
2.18916,0.496744,-0.209124,-0.844904,-0.092264,0.317949,-0.764451,1.015798,-0.070224,1
2.204781,1.231027,-1.47083,0.037863,0.289142,1.063717,-0.863456,-0.7768,0.095983,0
-3.331447,0.019148,0.993277,0.77455,-0.082217,0.549731,-0.307919,-0.159627,-0.180781,0
2.5257,-0.228108,0.954043,-1.636324,-0.057164,-0.191734,-0.553261,0.613186,0.203138,1
2.567085,-1.738289,1.606555,-0.807728,-0.222429,-0.345629,0.134906,0.235811,-0.680252,0
0.576122,1.232996,-1.272945,1.833818,-0.021519,1.305801,0.045745,-0.305932,-0.142304,0
-2.144289,1.110997,-0.259134,0.34552,-0.188933,0.122473,0.944186,-0.209417,-0.263815,0
