@relation 'AT: dr-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.393MA_Detection_4-0.391MA_Detection_3-0.391MA_Detection_5-0.385MA_Detection_2-0.38MA_Detection_1... numeric
@attribute -0.42MA_Detection_Exudates_4-0.395MA_Detection_Exudates_6-0.387MA_Detection_Exudates_5-0.377MA_Detection_Exudates_7-0.336MA_Detection_Exudates_8... numeric
@attribute 0.454MA_Detection_Exudates_2+0.419MA_Detection_Exudates_3+0.415MA_Detection_Exudates_1-0.321MA_Detection_Exudates_7-0.316MA_Detection_Exudates_8... numeric
@attribute 0.709Diameter_of_Optic_Disc-0.593Distance_to_macula-0.335results_of_prescreening-0.11quality_of_assessment-0.094AM_FM_classification... numeric
@attribute 0.869quality_of_assessment-0.434results_of_prescreening-0.175AM_FM_classification-0.142Diameter_of_Optic_Disc-0.06Distance_to_macula... numeric
@attribute '0.79 results_of_prescreening-0.482Distance_to_macula+0.334quality_of_assessment-0.124AM_FM_classification-0.065MA_Detection_Exudates_3...' numeric
@attribute Class {0,1}

@data
2.80029,0.017445,0.109133,1.278752,0.091634,0.970967,1
-1.984306,0.8043,-0.601504,0.074786,-0.074083,0.293783,1
3.90271,-0.302767,1.076463,-0.292718,-0.269353,-0.007537,1
2.40011,0.679868,-0.567343,-0.856958,-0.17582,0.098324,0
-0.296293,0.892453,-0.346944,0.574416,-0.154389,0.20682,0
2.103703,0.310351,-0.187669,-0.020919,0.053286,0.252976,1
-0.614439,0.79061,-0.041356,-0.927727,0.093511,0.042767,0
2.481262,-1.183265,1.977076,0.119912,-0.251895,0.118882,0
-0.176844,-0.651305,1.651263,-0.003716,-0.700603,-0.914682,1
-3.811764,-0.015167,1.59311,-1.067201,-0.050287,-0.407374,0
-0.191551,-0.005262,0.712158,1.235059,0.152843,1.235626,0
-3.794187,0.584835,0.866272,-0.970362,-0.110045,-0.402708,0
-1.280749,1.249062,-0.661468,-0.576796,-0.017736,0.066915,0
0.1237,-4.740936,3.493582,1.747391,-0.458389,0.252383,1
-1.291893,1.010863,-0.524396,1.037336,0.009034,0.996225,1
-2.838655,0.260614,0.946494,0.429597,-0.209823,0.006241,0
-0.793927,0.914506,-0.327836,-0.982777,0.185724,0.307077,0
0.09606,1.528424,-1.490902,1.555424,1.448571,-2.668249,1
-0.661474,0.379221,0.456864,0.537858,-0.013083,0.490667,1
-2.656931,1.030345,-0.178357,-0.664184,0.177737,0.58595,0
0.30961,-0.660738,1.481028,1.798814,-0.652861,0.217365,1
-1.03767,-1.051439,2.727392,-0.691046,-0.042201,-0.550648,0
-1.623712,0.649468,0.211283,-0.643367,0.2486,0.667124,1
-3.870529,0.803647,0.295206,0.308291,-0.07972,0.44893,1
-0.785281,-2.070974,0.177222,-0.460345,0.029539,-0.095254,0
-0.242362,1.35944,-0.96745,-0.283667,-0.069342,0.054195,1
-3.628736,-2.090575,0.601966,0.774901,0.024857,0.680778,0
-2.093916,0.727789,-0.11362,0.622644,-0.208928,0.185835,1
-2.581212,1.113955,-0.318904,-0.24073,-0.010074,0.320348,1
-2.964954,0.436985,0.851965,-0.655788,-0.018961,-0.053194,1
-3.430597,1.183222,-0.086316,-0.596556,-0.151949,-0.214537,1
2.376004,0.810029,-0.547432,-1.359805,0.234896,0.03034,1
-1.354054,-5.950054,-1.688966,0.234898,-0.26598,0.399885,1
-1.332864,-2.129914,0.479332,0.97931,0.101351,0.900024,0
-1.267485,1.350863,-0.836859,0.216299,-0.137332,0.199795,0
-1.184023,-0.249298,-1.456222,-1.873803,0.123684,-0.226926,1
2.599936,1.222586,-1.396297,0.381881,0.083659,0.665905,1
0.773586,-3.155768,-1.721454,-0.589773,0.030443,-0.097619,1
1.211165,0.645847,-0.185805,-1.136152,-0.173091,0.012245,0
3.08533,1.164323,-1.361506,-0.425221,-0.178673,0.397793,0
2.797206,-1.550773,1.174793,1.177024,0.195882,0.994644,0
-5.391571,0.869485,0.539468,-0.609735,-0.270916,-0.479558,1
-0.770454,-0.431394,1.583284,0.324462,0.081576,0.478622,1
2.055849,1.009435,-1.013092,0.400386,1.30636,-2.973156,0
-2.772598,1.080252,-0.301194,0.956708,-0.182444,0.521933,1
1.78866,0.597562,-0.362078,-0.516407,-0.078801,0.570151,0
-4.038618,1.079846,0.289067,-1.688171,-0.087258,-0.633251,1
2.457003,-0.88707,1.521691,-0.070867,-0.200148,0.326531,1
-2.174498,1.155772,-0.758296,2.3661,1.371743,-2.362724,1
2.127311,0.082198,0.477554,-2.631555,-0.106334,-0.78075,0
-3.180869,-0.213273,1.474352,1.516229,-0.075378,0.917804,1
2.840802,1.146723,-1.347513,0.749129,0.099133,0.88464,0
-3.45322,0.582762,0.260014,0.614576,0.132366,1.150832,1
-2.500339,0.422516,0.401692,-0.32771,0.032373,0.27384,1
0.657581,1.160738,-1.057517,1.036996,-0.461162,0.563903,1
-1.038945,1.089129,-0.418741,-0.191331,-0.108424,-0.016136,0
-0.427393,1.262045,-0.929949,-0.9582,0.263466,0.582164,1
2.836949,-1.73333,2.749257,1.043853,-0.358971,0.159723,1
0.972545,-0.532557,1.599423,-1.167386,-0.266751,-0.475485,0
1.728795,0.686656,-0.467722,0.415542,-0.248191,0.682295,0
-1.438749,-1.34709,1.364493,1.782477,-0.133169,0.692725,0
3.303382,-0.513757,1.027178,1.001256,-0.262341,0.70309,1
2.105251,1.101231,-1.164323,-0.808138,0.359258,0.758159,1
1.063582,1.062914,-1.121719,-1.6055,-0.286526,-0.438887,1
2.919361,0.707083,-0.428858,0.208283,-0.52389,-0.298582,1
1.495991,0.441003,0.049744,-0.379208,-0.199279,0.288654,0
2.111923,1.05602,-0.838818,-1.993778,-0.108762,-0.252242,0
-2.135616,0.956524,-0.103963,-1.067663,0.036344,-0.068673,1
-4.662512,0.723753,0.540223,0.047444,0.064843,0.728302,1
2.56641,1.038044,-0.750177,-1.484062,0.139361,-0.20662,0
2.814724,1.334576,-1.467262,-1.319919,0.219195,0.107566,1
1.854023,1.115753,-1.233378,0.91642,0.1227,1.126716,1
3.071167,1.023346,-1.098645,0.152919,0.150113,0.664905,0
-3.416216,0.776944,0.560161,-0.976185,0.002551,-0.092315,0
1.476716,-1.279458,-1.502336,0.054942,0.201916,0.812547,1
-4.137726,0.945795,0.543532,-2.084091,-0.345715,-0.667244,1
-2.375322,0.395019,0.618587,1.085234,0.011768,0.970229,1
2.371569,0.874373,-0.893709,-0.06675,-0.099549,0.781115,0
-1.193729,1.558581,-1.002341,0.375978,-0.385755,-0.358913,0
0.094121,-9.302845,0.13321,-1.171751,0.022806,-0.88529,1
1.498811,1.364587,-1.553658,0.277798,0.109558,0.779134,0
3.281611,-2.319065,3.610488,-0.127629,-0.288833,-0.374517,1
1.542723,1.306684,-1.411598,0.587848,0.021619,0.691454,1
0.231659,-0.488541,-0.055547,-0.208774,0.109568,0.41213,1
2.672313,0.835307,-0.998915,1.269161,0.125028,1.223634,1
2.538624,-0.409988,0.72301,3.025283,-0.384401,0.625196,0
-1.26616,0.503024,0.406186,0.017986,-0.292264,-0.488004,0
-0.171718,-0.225977,1.045195,1.867949,-0.105212,0.841453,1
-2.303237,0.614577,0.300701,0.648141,-0.100763,0.455393,0
2.579251,-2.096079,2.860719,-0.079535,0.0431,-0.237131,1
-0.970634,-0.000168,0.527701,1.455155,-0.011018,0.986864,0
1.23835,0.766534,-0.360495,-0.723759,-0.264442,0.017514,0
-1.747628,0.550836,0.141387,-0.145695,0.120659,0.596276,0
0.077412,1.247577,-0.991469,-0.712874,0.156646,0.400972,0
-2.111433,-0.044756,1.133272,0.494473,0.124676,0.853397,0
-1.325996,1.312168,-0.819726,0.667727,-0.135993,0.453589,0
2.557302,-0.240472,0.536954,0.318614,-0.104576,0.783878,0
-2.656792,0.30473,0.829956,0.177463,0.172067,0.89477,0
-1.949134,0.338909,0.502689,0.838381,0.052612,0.92232,0
2.299039,1.379013,-1.657901,-0.538813,0.290155,0.780003,1
-2.274472,-0.681416,0.761781,0.969792,-0.227365,0.132408,0
2.544051,0.241106,0.111915,0.006352,-0.227769,0.357565,0
2.975309,-0.166366,0.410993,-0.427256,-0.113486,0.359676,0
1.59043,0.698644,-0.357404,-1.667673,-0.017897,0.129394,1
2.626643,-0.470281,0.862171,1.28167,-0.384885,0.570156,1
-2.297084,0.673557,0.346473,-1.235573,0.032232,-0.216306,1
-1.52442,-0.934389,2.013295,1.699005,-0.072459,0.808564,0
-3.654599,0.648913,-0.686261,3.449336,-1.060334,-0.394383,1
0.244665,0.075224,0.671117,-2.104052,-0.270998,-0.796698,1
2.32649,0.846156,-0.650776,-0.879944,-0.218501,-0.002235,1
1.30286,1.212545,-1.390205,-0.460094,0.381531,1.096124,1
0.309823,1.438528,-1.579284,2.192497,1.540864,-2.081703,1
2.69631,-2.248086,2.037447,-0.187228,-0.128341,0.261797,1
-0.584367,0.284713,0.593985,-0.75367,0.046229,-0.091543,0
-0.01047,1.470671,-1.306435,0.685931,-0.16134,0.357391,0
-1.265439,1.23863,-0.595223,-1.419269,0.127508,-0.011483,0
-3.812592,0.687039,0.490455,-0.722638,-0.076976,-0.137726,0
-2.75166,-0.426208,0.227182,-0.984953,0.078874,0.00288,1
-3.596255,0.802028,0.415722,-0.676562,-0.111258,-0.207954,1
2.18916,0.496744,-0.209124,-0.844904,-0.092264,0.317949,1
2.204781,1.231027,-1.47083,0.037863,0.289142,1.063717,0
-3.331447,0.019148,0.993277,0.77455,-0.082217,0.549731,0
2.5257,-0.228108,0.954043,-1.636324,-0.057164,-0.191734,1
2.567085,-1.738289,1.606555,-0.807728,-0.222429,-0.345629,0
0.576122,1.232996,-1.272945,1.833818,-0.021519,1.305801,0
-2.144289,1.110997,-0.259134,0.34552,-0.188933,0.122473,0
2.581754,1.450982,-1.650886,-0.672515,1.843372,-2.985809,1
-1.420971,0.328944,0.005125,0.952595,0.015752,0.897274,1
2.952383,0.990093,-0.999502,-0.222213,0.229803,0.667348,0
2.25489,0.985109,-0.938865,-1.377992,-0.004797,0.334776,1
0.320101,0.172359,0.793175,-1.709465,-0.367106,-0.831652,1
2.473108,-1.16886,1.251245,-0.126254,-0.186876,-0.584341,1
-0.511365,-0.202879,1.182429,-1.121311,-0.347536,-0.462109,1
3.826999,-0.56479,0.472036,-0.738607,-0.214256,-0.197591,0
-0.132372,-2.48779,1.942161,-0.452765,-0.349804,-0.348277,1
-3.214628,0.589557,0.436687,-0.333922,0.25041,0.928465,1
1.291269,-1.410022,1.87733,0.077456,-0.305283,0.026607,0
-0.8822,-1.212501,1.760936,-0.083055,-0.207681,-0.596648,0
-2.338322,0.10671,-0.465247,0.296741,-0.009294,0.578335,1
-5.359657,-5.032938,-3.457217,-0.384994,-0.047666,0.49155,1
0.375034,-2.551446,3.099386,2.583429,1.103659,-2.806651,1
-3.872308,-0.408979,-1.048312,1.456597,1.594099,-2.169941,1
2.919692,0.267188,0.131112,-0.231204,-0.150534,0.4996,1
-1.17106,1.226266,-0.755825,0.54998,-0.152937,0.322958,0
-3.309702,-5.406053,0.34926,1.354755,-0.163748,0.457945,1
-3.663541,1.026956,-0.078988,0.276998,0.108441,0.975835,0
0.372697,-2.873857,1.42492,-0.980845,-0.305278,-0.614761,1
1.931455,0.821069,-0.685865,-1.385851,-0.235362,-0.295918,0
-2.088101,0.980674,-0.21797,-0.650619,0.1782,0.551454,0
0.664349,0.297876,-0.518716,0.239986,-0.090538,1.025523,1
-0.285438,0.877633,-0.546212,0.890124,1.733939,-2.371354,1
-1.138026,1.066842,-0.610839,0.610202,0.020256,0.798798,0
-2.490474,1.217066,-0.331283,-0.643716,-0.055572,-0.020621,0
1.275371,-0.291444,-0.065379,-0.344728,-0.401873,-0.254481,1
-2.931309,1.144768,-0.481446,0.67158,1.58553,-2.691676,1
-3.497887,0.705425,0.420871,1.032113,-0.199874,0.489756,1
1.167875,0.281744,-0.378244,2.657603,0.234135,2.281297,0
1.878146,0.215986,0.285942,-1.921387,-0.122442,-0.409101,1
1.615171,0.958284,-0.729884,-1.566983,0.143704,-0.251281,0
-5.184561,1.034906,-0.103446,2.300833,1.374515,-2.251757,1
1.840387,0.369411,0.224785,-1.144989,0.218859,0.037491,1
-0.770145,1.279545,-0.917018,1.136681,-0.180547,0.558435,1
2.075291,1.049053,-0.948012,-1.059047,-0.19306,0.025159,1
2.698338,0.148925,0.264476,0.273206,1.64667,-3.259928,0
-2.038549,0.298912,0.328015,1.462438,-0.090097,0.890514,0
2.360053,-0.334871,0.910632,-0.711656,-0.145486,0.076003,1
2.911216,0.83173,-0.967179,1.034014,0.199778,1.28195,0
-2.472552,0.675649,-0.295475,2.804807,1.177154,-2.699187,1
1.69919,1.082532,-1.071234,0.514187,0.067056,0.722068,0
2.036843,0.592136,-0.362504,-1.197353,-0.266164,-0.305717,1
-4.089332,0.655759,0.671727,-1.07746,0.130922,0.240349,0
2.998985,0.382005,-0.534365,0.551978,0.293112,1.192167,1
0.374783,-2.602814,-1.525286,-0.831875,0.115942,0.05524,1
-1.323048,1.181904,-0.584854,-0.419991,-0.029249,0.114253,0
-1.471164,0.887209,-0.296632,-1.18071,-0.215516,0.065639,1
2.494211,0.41367,-0.266518,-0.053769,1.375331,-3.107084,1
-5.549932,0.200014,1.469817,0.383681,-0.090116,0.426024,0
-1.022882,1.225717,-0.777127,-0.630581,0.160777,0.509401,1
0.15092,1.224418,-0.875047,-1.063925,-0.308609,-0.156207,1
2.505039,0.898459,-0.918374,2.631695,-0.333611,0.718059,0
2.133096,0.914278,-0.942921,1.949655,-0.058697,1.108743,1
1.609446,-0.060644,0.315468,1.268346,-0.275978,0.93009,0
-0.438355,0.872129,-0.428858,-0.836809,-0.583505,-0.786135,1
-2.526655,0.5532,0.327926,0.286141,-0.222205,-0.055814,0
-3.043016,-0.452183,1.425583,0.13467,0.011372,0.357593,1
-3.647819,0.832398,0.261701,0.467463,-0.186973,0.235103,1
1.458595,1.442471,-1.486998,1.754631,-0.824701,-0.022128,1
2.593995,-0.125362,0.273847,0.336859,-0.28472,0.379905,0
-0.797637,0.191913,0.676879,-0.221327,-0.042739,-0.037172,0
0.321279,1.502302,-1.257312,0.059965,-0.233436,-0.205653,0
1.459869,0.276222,0.061558,-0.615338,0.079537,0.920169,0
1.840671,-1.477482,1.251027,-0.47906,-0.197761,-0.009858,0
2.781121,-0.134713,0.616028,0.345362,-0.175633,0.598099,0
-6.044451,0.483355,1.063824,-0.449397,-0.10321,0.033474,1
1.506278,-1.545261,2.350614,-0.659267,0.138221,-0.162387,1
-5.241273,0.712738,0.745666,-0.822251,-0.027419,0.015495,1
1.931476,-0.805753,1.163943,-1.007507,-0.091363,0.037906,0
-3.663518,0.880181,-0.012017,1.866244,-0.216776,0.951854,1
2.016055,0.751716,-0.636044,-0.344277,0.179585,0.513939,0
-1.436053,-0.500772,1.309244,0.019694,-0.079135,-0.052156,0
1.931633,1.340513,-1.546953,-0.06382,0.199317,0.799526,1
1.816261,-0.454309,1.285798,-1.393677,-0.224329,-0.489769,1
2.490656,1.976509,-3.106448,3.230151,-15.605107,-5.998309,0
1.996024,0.171278,-1.083354,-0.597143,0.261875,0.597219,1
4.251386,-0.906016,1.788749,0.30973,-0.286796,0.154288,0
-0.261433,-1.015116,-1.234069,0.681181,1.722035,-2.517439,1
-0.704556,0.971436,-0.493272,-0.269337,-0.271287,0.39003,1
-1.264312,1.136498,-0.650962,0.364719,-0.031911,0.536595,1
-6.699636,-6.281133,-0.653009,-0.766781,-0.164613,-0.397834,1
-0.190811,-2.077812,3.205725,-0.767811,-0.237832,-0.272017,1
1.729295,1.367373,-1.613459,1.177247,1.250895,-2.611374,0
3.469363,0.754802,-0.587597,-0.88298,-0.291834,-0.278302,0
1.839877,0.268489,-0.123357,0.542513,-0.231356,0.71112,0
-0.43234,0.033294,0.528065,1.193521,0.129461,1.194389,0
0.156732,0.120414,0.472205,-0.736952,0.163887,0.213571,0
-1.79631,0.85175,0.036322,-0.928254,0.0875,0.112873,0
2.021786,-0.344229,1.07609,0.188431,0.268064,0.772336,0
-1.452187,-0.567319,0.4738,0.805015,0.037487,0.757454,0
-5.6809,-1.240467,-0.896803,-1.507131,-0.238666,-0.792896,1
-1.385741,0.744044,-0.110191,0.162905,0.005347,0.464906,0
2.093034,0.408529,-0.075558,-1.516581,0.225957,-0.127739,1
-5.129805,0.785498,0.735118,-0.551217,-0.183268,-0.253372,1
-4.515912,-2.251516,-0.864767,-1.002909,-0.022706,-0.071054,1
4.19533,-2.448408,3.46562,1.301998,-0.285356,0.402994,0
-3.495524,1.020175,0.229929,0.783543,-0.424257,-0.217683,1
-1.022826,0.927075,-0.131786,0.274826,-0.294637,-0.303887,0
0.211804,-1.940532,1.739345,0.875324,-0.370925,0.328623,1
-2.666548,-7.199225,-5.11429,-1.169546,-0.121379,-0.443911,1
-1.964262,-0.049463,0.969349,-0.381145,-0.402379,-0.115218,1
-3.434869,1.125416,0.072697,-1.207173,-0.079066,-0.375786,1
1.906434,-1.65338,0.646909,-0.444956,-0.103925,-0.503255,1
1.795306,0.527372,-0.355792,0.248046,-0.088161,0.957362,0
-1.303403,1.139015,-0.573597,-0.293867,0.098112,0.521783,0
-1.866435,-0.27947,1.54694,-0.511047,0.105984,0.176896,0
3.341115,0.938052,-0.854375,-0.886353,-0.255213,-0.133508,0
-1.165261,0.212773,0.515702,-0.572163,0.096818,0.19436,0
1.783929,1.252087,-1.394632,0.807637,-0.359402,0.67113,0
-3.10597,0.968497,-0.304888,0.820279,1.634063,-2.491617,1
2.700762,-1.081639,1.223011,0.932582,0.163655,0.805656,0
2.633915,0.355426,-0.030153,-2.206567,-0.141413,-0.62261,0
0.751339,-2.367254,2.213202,-1.70751,-0.149369,-0.636555,1
2.023114,1.071489,-1.051901,-0.472722,0.247118,0.634207,0
2.578716,1.293578,-1.250478,-1.090366,0.107784,-0.047277,1
1.272479,1.272026,-1.205405,-0.420957,1.366756,-3.19228,1
-0.099835,1.293487,-0.841504,-0.743766,-0.105133,-0.328214,0
1.433274,1.245192,-1.188118,-0.386617,-0.292568,0.202408,0
-2.340374,1.258448,-0.300947,-1.360938,-0.035511,-0.367808,0
2.498075,-0.045483,0.251563,-0.757624,-0.205981,-0.026225,0
-2.88318,0.684296,0.311349,-0.366885,0.249107,0.887297,1
-0.541142,1.164513,-0.88116,0.511071,0.07295,0.871639,0
-2.715071,0.050801,0.675748,2.336291,1.625261,-1.865946,0
2.572346,-1.639488,2.211908,-0.570293,-0.105912,0.065538,0
0.786207,1.096771,-1.038772,1.640573,-0.520355,0.720633,1
2.335602,0.024696,0.368404,1.48918,-0.393834,0.723695,1
-2.341742,1.046096,-0.225259,-0.199764,-0.110792,0.046332,1
-1.234415,0.077158,1.024788,0.665065,0.010774,0.589533,0
2.873806,-0.715901,0.917545,-0.782175,-0.090143,0.128582,0
2.670592,-1.045005,1.122249,0.325391,0.369051,1.077049,0
2.254359,1.127781,-1.059963,-0.92262,0.210607,0.289502,1
2.214116,0.62415,-0.600637,0.643308,-0.151449,0.998908,0
-3.043016,-0.452183,1.425583,0.13467,0.011372,0.357593,1
2.448003,-2.74487,2.539992,0.742751,-0.189607,0.438408,1
0.961381,1.229958,-0.993989,-0.341117,-0.446525,-0.173335,1
2.341702,-0.328885,-0.517272,2.450989,1.734357,-1.669237,1
3.306599,-5.59165,6.475343,0.619872,-0.163238,-0.149133,1
2.761084,0.820767,-0.827742,-0.133631,-0.215572,0.40412,0
3.031749,0.944127,-1.054309,-0.831618,-0.272663,-0.12362,1
3.604556,-0.57576,1.281942,-1.407526,-0.243302,-0.601816,0
0.419395,1.219411,-1.022764,0.140244,0.093385,0.673204,0
-0.03631,1.175371,-0.897078,0.050854,0.118175,0.710511,0
-1.364204,0.69048,-1.16517,0.797265,1.713181,-2.340102,1
2.62231,1.062451,-1.099953,-0.195722,0.154878,0.509186,0
0.653626,-2.135365,3.356098,-0.838234,-0.14639,-0.206066,1
1.845695,0.776959,-0.38949,-1.502862,0.226274,-0.033761,0
2.621505,-0.182358,0.492503,0.888712,0.210732,1.051558,0
2.740122,1.160869,-1.253702,-0.733475,0.215942,0.384734,0
-1.797811,-0.00526,0.750414,-0.070868,0.218444,0.811754,0
-1.614724,-0.426705,0.487361,1.252601,-0.037818,0.816013,0
0.498831,-3.558014,-0.311572,-0.218309,-0.41219,-0.292234,1
0.070093,0.033338,0.961141,-1.012053,0.140274,-0.050827,1
2.224614,0.145827,-0.078783,0.058565,-0.280595,0.275483,0
-5.785503,0.690595,1.170537,-0.829596,-0.170393,-0.373495,1
-4.398504,0.739968,0.233873,-0.500609,-0.108163,-0.04433,1
-3.39487,1.181731,-0.169493,-0.274838,-0.208279,-0.182088,1
-1.72591,0.777975,-0.488158,1.261007,-0.158868,0.691898,1
2.24476,-1.154962,1.987079,-1.173619,-0.281172,-0.625943,1
0.513591,1.088368,-0.942266,0.667364,0.036817,0.814859,1
-3.486882,0.932173,0.018453,-0.011995,0.172264,0.962056,0
-1.860292,-1.217235,0.725674,-0.022017,0.006214,0.16911,0
1.658544,-0.664006,1.416237,0.416993,-0.213104,0.586029,1
0.376733,1.257295,-1.02308,-0.686547,0.140026,0.346556,0
-0.065799,0.742031,-0.412222,0.600683,0.121317,0.978521,1
-1.939245,1.234663,-0.502408,-0.990868,0.003568,-0.070348,0
-2.221778,-1.616673,0.614415,-0.761891,-0.42689,-0.414497,1
2.878987,0.148555,0.58473,-1.829245,0.143479,-0.537286,0
2.157698,-0.61839,1.275279,0.141331,0.280516,0.811206,1
2.392179,0.380515,-0.798104,3.40243,1.104689,-1.95231,1
2.771839,1.761646,-2.033973,-0.359511,-0.121842,-0.215603,0
3.446418,-0.715244,1.551946,-1.535072,-0.115111,-0.454613,0
2.548275,1.246787,-1.260523,-1.086438,-0.253045,-0.130861,0
0.83605,1.103805,-1.170374,1.195059,1.348646,-2.331063,0
-1.884047,0.82853,-0.117869,0.205688,-0.225893,0.816313,1
-3.837094,-0.930276,0.7767,-0.105044,-0.021249,0.199511,1
2.217123,-2.787559,3.012974,0.651147,-0.225428,0.338016,1
-2.038435,1.013778,-0.068075,-1.559526,-0.258109,-0.22717,1
2.644725,1.246938,-1.312777,-0.66453,0.195805,0.409954,0
2.730613,-8.953738,9.55048,0.836742,-0.099496,-0.29812,0
2.754363,1.169078,-1.315779,0.125587,0.219628,0.921336,1
2.517948,0.009403,0.235518,-0.098658,-0.150982,0.466392,1
2.347721,1.248281,-1.193568,-1.74687,0.173208,-0.252995,0
-2.004963,0.421166,0.455995,0.91276,-0.178718,0.35104,0
1.338913,-1.54506,0.064164,-0.447592,-0.398478,-0.297352,1
3.26874,0.893367,-0.784789,-1.01796,-0.203085,-0.040511,1
-3.894543,1.024814,-0.027507,-1.034285,-0.018905,-0.0758,1
-1.442925,-0.08741,0.810368,-1.463602,-0.095798,-0.84834,0
-0.166147,-4.756062,-1.84346,0.521149,-0.095894,0.00281,1
2.230278,-0.132301,-1.673284,-0.534663,0.310817,0.718906,1
-2.03728,1.073968,-0.439595,1.552674,-0.244295,0.648744,1
1.969512,0.843992,-0.575067,-0.501744,0.074905,0.102207,0
0.51286,-1.730084,1.284983,-1.41105,0.079792,-0.620217,1
-3.190646,0.017013,0.814332,1.603666,-0.162808,0.783833,1
-1.625299,1.03926,-0.348653,0.19973,-0.072651,0.32795,0
1.376383,0.565065,-0.232794,0.128216,-0.264002,0.462771,1
1.453161,0.569611,-1.270876,-0.537594,0.201782,0.507112,1
-0.723552,-2.323508,2.666014,-0.312989,0.057005,-0.18476,0
-0.089662,-0.510925,1.188278,0.754723,-0.321928,0.590554,1
1.075804,-1.083557,1.269736,-0.595377,-0.370954,-0.437126,0
0.438849,1.843454,-2.65415,1.996533,-14.83407,-5.415656,0
2.449858,0.727669,-0.687465,-0.150785,0.400583,1.152926,0
2.043556,-0.130936,0.688011,0.750393,-0.417107,0.184658,1
-0.625854,-2.674316,1.364653,-0.938373,-0.089748,-0.790157,1
2.554742,0.209723,-0.185031,-0.25611,-0.200733,0.345718,0
2.81995,-1.783348,2.226171,1.219194,0.021684,0.528308,1
1.435076,0.512915,-0.04519,-0.717007,-0.403986,-0.406122,1
1.389958,-0.336937,0.706346,1.802696,1.451516,-2.027699,0
-0.968243,1.136563,-1.091862,2.997728,1.461913,-1.828569,1
-0.837484,1.269134,-1.044168,1.823966,1.489596,-2.404758,1
-2.527359,0.434649,0.407637,-0.331632,0.034663,0.280714,1
-1.586409,-0.004249,0.84323,1.418827,-0.064311,0.839298,0
-3.026997,-1.373382,0.220024,1.533822,-0.411654,-0.016152,1
1.474841,1.111586,-1.03536,-0.433983,0.14149,0.416532,1
-0.427393,1.262045,-0.929949,-0.9582,0.263466,0.582164,1
3.15586,-0.032539,0.333661,0.316791,-0.216595,0.47755,0
0.33567,1.41992,-1.308305,0.829706,-0.151425,0.436286,1
1.55857,1.186301,-1.220806,1.543989,-0.499115,0.693177,0
2.870608,0.798938,-0.809358,-0.886352,0.156254,0.092667,0
-2.771544,0.689696,0.280924,-0.366818,0.253232,0.893825,1
0.149502,1.272067,-0.921341,-0.944752,0.060677,0.008444,0
1.553047,-1.76124,1.805274,1.066067,-0.358004,0.437608,1
-0.818895,-0.062588,0.70039,1.067142,-0.024906,0.714587,0
-0.65942,-3.208583,1.340723,-0.111088,-0.295227,-0.05677,0
2.295769,0.727331,-0.546133,-0.764568,0.291457,0.535781,0
-0.067201,0.226034,0.374551,0.260861,0.090892,0.569562,0
-0.81121,1.196441,-0.71034,-1.092697,0.135634,0.166062,1
-1.630319,1.259082,-0.54959,-1.061209,0.006225,-0.120599,1
2.27371,1.367635,-1.476082,-1.185034,0.23909,0.269124,0
2.641408,-0.931112,1.641687,-0.784997,0.119366,-0.22751,1
-0.779147,1.024942,-0.509395,-0.607329,0.081134,0.251832,0
2.387926,1.555183,-1.837966,-0.415977,0.117067,0.390969,1
2.961317,-1.898599,3.118286,-0.549218,-0.195994,-0.317081,0
1.339464,1.74965,-1.972343,0.911015,1.471236,-2.990542,1
3.000996,-0.276401,0.87125,-1.678316,-0.034692,-0.11963,1
-4.074981,0.240514,0.855864,-0.874908,-0.077679,-0.269248,1
-4.627663,-0.678994,-0.591082,0.445447,-0.074696,0.650062,1
-0.440042,1.235006,-0.908597,0.046805,0.043416,0.534447,1
-2.297616,0.739076,0.054465,1.13173,-0.066047,0.858193,0
1.460918,0.952912,-0.707904,-1.265216,-0.140997,0.065569,1
-1.956066,-1.278884,2.273096,0.128093,-0.315327,0.204979,1
-1.254348,0.739782,0.085937,0.098976,-0.015426,0.334922,0
-5.203567,0.662623,0.801928,-0.354383,-0.081871,0.115782,0
-1.191981,0.841437,-0.145511,0.131165,-0.167533,-0.020381,0
3.237077,-0.513221,0.5791,-2.170599,-0.203174,-0.813572,1
2.065611,0.039668,0.131788,0.027844,1.497931,-2.822891,0
-1.244256,1.088956,-0.500794,-0.161026,0.011822,0.343486,1
2.423818,0.412904,-0.417996,1.265884,1.206138,-2.897915,0
0.547466,1.363826,-1.461891,2.100897,-0.148227,1.140512,1
3.41638,0.886294,-1.109211,1.582944,-0.32391,1.068818,0
2.458603,-0.167375,0.717408,1.044061,0.187499,1.031361,0
2.305751,0.301161,-0.180223,1.391167,0.178158,1.324877,1
-2.210739,0.908832,0.005938,-1.074665,0.016042,-0.138774,0
-0.761166,1.03822,-0.587831,0.760421,-0.064642,0.62135,0
2.572385,0.547477,-0.201312,0.897185,-0.0138,0.642037,1
1.817923,1.2274,-1.332046,0.751972,-0.367339,0.609723,0
2.06109,0.87275,-0.644715,-1.576483,0.232398,-0.050335,1
