@relation 'AT: dr-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.393MA_Detection_4-0.391MA_Detection_3-0.391MA_Detection_5-0.385MA_Detection_2-0.38MA_Detection_1... numeric
@attribute -0.42MA_Detection_Exudates_4-0.395MA_Detection_Exudates_6-0.387MA_Detection_Exudates_5-0.377MA_Detection_Exudates_7-0.336MA_Detection_Exudates_8... numeric
@attribute Class {0,1}

@data
-2.000255,-0.036568,0
-0.915012,1.106376,0
-1.132799,0.809741,1
1.716946,-3.297741,0
-1.088513,-0.644682,1
3.766104,-4.543589,0
-1.594995,-16.162178,1
-0.509547,-1.418917,0
2.322337,0.044652,0
2.368692,1.33604,1
2.562838,0.758196,1
0.025454,1.220896,1
0.943888,-0.451391,1
-0.679446,-2.387556,1
1.575428,-1.054376,0
1.161618,0.484233,0
-0.951211,0.383139,0
-1.304256,-30.779552,1
-2.115412,-1.742332,1
-0.26034,1.203865,0
2.215822,-0.400638,0
1.955943,0.932692,0
3.600432,-1.103782,1
2.708017,-0.513369,1
2.944603,0.328803,0
1.804417,1.169134,1
-0.668638,0.295554,1
0.965463,-0.138211,1
-7.012643,0.579072,1
-1.565561,-1.056529,0
1.632835,-1.012768,1
-3.055526,-7.370354,1
3.529129,-0.154169,0
2.072111,0.48831,0
2.346118,0.899011,0
2.111152,0.413787,1
2.267851,-0.643057,0
3.044686,-4.565859,1
0.209906,1.145407,0
2.006118,1.420469,0
-0.897324,0.88618,0
-1.422582,0.982708,0
2.683482,1.216064,0
-2.093299,-1.057413,0
1.587768,-1.338855,1
-0.001641,1.427189,0
0.52947,-0.664874,0
-3.456452,1.163743,0
-3.367909,0.935331,1
-1.909912,-0.047519,0
3.327669,-0.901547,0
-1.706338,0.965864,1
2.423233,0.813811,0
1.230765,1.436067,0
4.243295,-1.635215,0
2.502598,-0.398256,0
-1.257784,1.010632,0
-2.464987,1.007028,1
3.133054,0.417631,1
-2.339365,1.06637,1
-0.517737,0.916277,1
-2.506846,1.04135,1
-0.009193,-0.003692,0
-0.906768,-5.033424,1
-2.254598,1.209827,1
-1.622667,-5.495186,1
-5.070092,-0.327062,1
-2.412972,0.394482,0
0.491771,1.207878,0
2.431231,1.359476,0
2.495814,-0.916698,1
3.3071,-0.482965,0
-4.241019,0.863445,1
1.569282,-1.266281,0
3.251761,0.889999,0
1.242509,-0.082596,1
2.240627,1.062301,0
3.501822,0.280646,0
2.074695,0.568946,1
1.272518,0.971286,1
0.305232,0.005371,1
0.378659,1.084781,1
-1.507876,0.759303,1
-5.660807,0.883391,1
-2.421758,1.193247,1
-2.322174,-11.61459,1
2.783308,-1.138347,0
0.062914,-0.892914,1
0.024621,1.115913,1
2.834011,1.323629,1
2.357509,0.725125,1
0.252359,1.204867,1
-2.11238,0.713041,1
-1.995668,0.949839,0
3.391891,-0.318401,1
-0.59778,1.462662,0
3.30634,-3.331224,0
-0.487382,1.413563,0
-1.730447,0.390418,0
-1.643621,1.212239,0
0.995534,-0.308826,1
2.507548,1.184567,0
