@relation 'AT: dr-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.393MA_Detection_4-0.391MA_Detection_3-0.391MA_Detection_5-0.385MA_Detection_2-0.38MA_Detection_1... numeric
@attribute -0.42MA_Detection_Exudates_4-0.395MA_Detection_Exudates_6-0.387MA_Detection_Exudates_5-0.377MA_Detection_Exudates_7-0.336MA_Detection_Exudates_8... numeric
@attribute 0.454MA_Detection_Exudates_2+0.419MA_Detection_Exudates_3+0.415MA_Detection_Exudates_1-0.321MA_Detection_Exudates_7-0.316MA_Detection_Exudates_8... numeric
@attribute 0.709Diameter_of_Optic_Disc-0.593Distance_to_macula-0.335results_of_prescreening-0.11quality_of_assessment-0.094AM_FM_classification... numeric
@attribute Class {0,1}

@data
1.609446,-0.060644,0.315468,1.268346,0
-0.438355,0.872129,-0.428858,-0.836809,1
-2.526655,0.5532,0.327926,0.286141,0
-3.043016,-0.452183,1.425583,0.13467,1
-3.647819,0.832398,0.261701,0.467463,1
1.458595,1.442471,-1.486998,1.754631,1
2.593995,-0.125362,0.273847,0.336859,0
-0.797637,0.191913,0.676879,-0.221327,0
0.321279,1.502302,-1.257312,0.059965,0
1.459869,0.276222,0.061558,-0.615338,0
1.840671,-1.477482,1.251027,-0.47906,0
2.781121,-0.134713,0.616028,0.345362,0
-6.044451,0.483355,1.063824,-0.449397,1
1.506278,-1.545261,2.350614,-0.659267,1
-5.241273,0.712738,0.745666,-0.822251,1
1.931476,-0.805753,1.163943,-1.007507,0
-3.663518,0.880181,-0.012017,1.866244,1
2.016055,0.751716,-0.636044,-0.344277,0
-1.436053,-0.500772,1.309244,0.019694,0
1.931633,1.340513,-1.546953,-0.06382,1
1.816261,-0.454309,1.285798,-1.393677,1
2.490656,1.976509,-3.106448,3.230151,0
1.996024,0.171278,-1.083354,-0.597143,1
4.251386,-0.906016,1.788749,0.30973,0
-0.261433,-1.015116,-1.234069,0.681181,1
-0.704556,0.971436,-0.493272,-0.269337,1
-1.264312,1.136498,-0.650962,0.364719,1
-6.699636,-6.281133,-0.653009,-0.766781,1
-0.190811,-2.077812,3.205725,-0.767811,1
1.729295,1.367373,-1.613459,1.177247,0
3.469363,0.754802,-0.587597,-0.88298,0
1.839877,0.268489,-0.123357,0.542513,0
-0.43234,0.033294,0.528065,1.193521,0
0.156732,0.120414,0.472205,-0.736952,0
-1.79631,0.85175,0.036322,-0.928254,0
2.021786,-0.344229,1.07609,0.188431,0
-1.452187,-0.567319,0.4738,0.805015,0
-5.6809,-1.240467,-0.896803,-1.507131,1
-1.385741,0.744044,-0.110191,0.162905,0
2.093034,0.408529,-0.075558,-1.516581,1
-5.129805,0.785498,0.735118,-0.551217,1
-4.515912,-2.251516,-0.864767,-1.002909,1
4.19533,-2.448408,3.46562,1.301998,0
-3.495524,1.020175,0.229929,0.783543,1
-1.022826,0.927075,-0.131786,0.274826,0
0.211804,-1.940532,1.739345,0.875324,1
-2.666548,-7.199225,-5.11429,-1.169546,1
-1.964262,-0.049463,0.969349,-0.381145,1
-3.434869,1.125416,0.072697,-1.207173,1
1.906434,-1.65338,0.646909,-0.444956,1
1.795306,0.527372,-0.355792,0.248046,0
-1.303403,1.139015,-0.573597,-0.293867,0
-1.866435,-0.27947,1.54694,-0.511047,0
3.341115,0.938052,-0.854375,-0.886353,0
-1.165261,0.212773,0.515702,-0.572163,0
1.783929,1.252087,-1.394632,0.807637,0
-3.10597,0.968497,-0.304888,0.820279,1
2.700762,-1.081639,1.223011,0.932582,0
2.633915,0.355426,-0.030153,-2.206567,0
0.751339,-2.367254,2.213202,-1.70751,1
2.023114,1.071489,-1.051901,-0.472722,0
2.578716,1.293578,-1.250478,-1.090366,1
1.272479,1.272026,-1.205405,-0.420957,1
-0.099835,1.293487,-0.841504,-0.743766,0
1.433274,1.245192,-1.188118,-0.386617,0
-2.340374,1.258448,-0.300947,-1.360938,0
2.498075,-0.045483,0.251563,-0.757624,0
-2.88318,0.684296,0.311349,-0.366885,1
-0.541142,1.164513,-0.88116,0.511071,0
-2.715071,0.050801,0.675748,2.336291,0
2.572346,-1.639488,2.211908,-0.570293,0
0.786207,1.096771,-1.038772,1.640573,1
2.335602,0.024696,0.368404,1.48918,1
-2.341742,1.046096,-0.225259,-0.199764,1
-1.234415,0.077158,1.024788,0.665065,0
2.873806,-0.715901,0.917545,-0.782175,0
2.670592,-1.045005,1.122249,0.325391,0
2.254359,1.127781,-1.059963,-0.92262,1
2.214116,0.62415,-0.600637,0.643308,0
-3.043016,-0.452183,1.425583,0.13467,1
2.448003,-2.74487,2.539992,0.742751,1
0.961381,1.229958,-0.993989,-0.341117,1
2.341702,-0.328885,-0.517272,2.450989,1
3.306599,-5.59165,6.475343,0.619872,1
2.761084,0.820767,-0.827742,-0.133631,0
3.031749,0.944127,-1.054309,-0.831618,1
3.604556,-0.57576,1.281942,-1.407526,0
0.419395,1.219411,-1.022764,0.140244,0
-0.03631,1.175371,-0.897078,0.050854,0
-1.364204,0.69048,-1.16517,0.797265,1
2.62231,1.062451,-1.099953,-0.195722,0
0.653626,-2.135365,3.356098,-0.838234,1
1.845695,0.776959,-0.38949,-1.502862,0
2.621505,-0.182358,0.492503,0.888712,0
2.740122,1.160869,-1.253702,-0.733475,0
-1.797811,-0.00526,0.750414,-0.070868,0
-1.614724,-0.426705,0.487361,1.252601,0
0.498831,-3.558014,-0.311572,-0.218309,1
0.070093,0.033338,0.961141,-1.012053,1
2.224614,0.145827,-0.078783,0.058565,0
-5.785503,0.690595,1.170537,-0.829596,1
-4.398504,0.739968,0.233873,-0.500609,1
-3.39487,1.181731,-0.169493,-0.274838,1
-1.72591,0.777975,-0.488158,1.261007,1
2.24476,-1.154962,1.987079,-1.173619,1
0.513591,1.088368,-0.942266,0.667364,1
-3.486882,0.932173,0.018453,-0.011995,0
-1.860292,-1.217235,0.725674,-0.022017,0
1.658544,-0.664006,1.416237,0.416993,1
0.376733,1.257295,-1.02308,-0.686547,0
-0.065799,0.742031,-0.412222,0.600683,1
-1.939245,1.234663,-0.502408,-0.990868,0
-2.221778,-1.616673,0.614415,-0.761891,1
2.878987,0.148555,0.58473,-1.829245,0
2.157698,-0.61839,1.275279,0.141331,1
2.392179,0.380515,-0.798104,3.40243,1
2.771839,1.761646,-2.033973,-0.359511,0
3.446418,-0.715244,1.551946,-1.535072,0
2.548275,1.246787,-1.260523,-1.086438,0
0.83605,1.103805,-1.170374,1.195059,0
-1.884047,0.82853,-0.117869,0.205688,1
-3.837094,-0.930276,0.7767,-0.105044,1
2.217123,-2.787559,3.012974,0.651147,1
-2.038435,1.013778,-0.068075,-1.559526,1
2.644725,1.246938,-1.312777,-0.66453,0
2.730613,-8.953738,9.55048,0.836742,0
2.754363,1.169078,-1.315779,0.125587,1
2.517948,0.009403,0.235518,-0.098658,1
2.347721,1.248281,-1.193568,-1.74687,0
-2.004963,0.421166,0.455995,0.91276,0
1.338913,-1.54506,0.064164,-0.447592,1
3.26874,0.893367,-0.784789,-1.01796,1
-3.894543,1.024814,-0.027507,-1.034285,1
-1.442925,-0.08741,0.810368,-1.463602,0
-0.166147,-4.756062,-1.84346,0.521149,1
2.230278,-0.132301,-1.673284,-0.534663,1
-2.03728,1.073968,-0.439595,1.552674,1
1.969512,0.843992,-0.575067,-0.501744,0
0.51286,-1.730084,1.284983,-1.41105,1
-3.190646,0.017013,0.814332,1.603666,1
-1.625299,1.03926,-0.348653,0.19973,0
1.376383,0.565065,-0.232794,0.128216,1
1.453161,0.569611,-1.270876,-0.537594,1
-0.723552,-2.323508,2.666014,-0.312989,0
-0.089662,-0.510925,1.188278,0.754723,1
1.075804,-1.083557,1.269736,-0.595377,0
0.438849,1.843454,-2.65415,1.996533,0
2.449858,0.727669,-0.687465,-0.150785,0
2.043556,-0.130936,0.688011,0.750393,1
-0.625854,-2.674316,1.364653,-0.938373,1
2.554742,0.209723,-0.185031,-0.25611,0
2.81995,-1.783348,2.226171,1.219194,1
1.435076,0.512915,-0.04519,-0.717007,1
1.389958,-0.336937,0.706346,1.802696,0
-0.968243,1.136563,-1.091862,2.997728,1
-0.837484,1.269134,-1.044168,1.823966,1
-2.527359,0.434649,0.407637,-0.331632,1
-1.586409,-0.004249,0.84323,1.418827,0
-3.026997,-1.373382,0.220024,1.533822,1
1.474841,1.111586,-1.03536,-0.433983,1
-0.427393,1.262045,-0.929949,-0.9582,1
3.15586,-0.032539,0.333661,0.316791,0
0.33567,1.41992,-1.308305,0.829706,1
1.55857,1.186301,-1.220806,1.543989,0
2.870608,0.798938,-0.809358,-0.886352,0
-2.771544,0.689696,0.280924,-0.366818,1
0.149502,1.272067,-0.921341,-0.944752,0
1.553047,-1.76124,1.805274,1.066067,1
-0.818895,-0.062588,0.70039,1.067142,0
-0.65942,-3.208583,1.340723,-0.111088,0
2.295769,0.727331,-0.546133,-0.764568,0
-0.067201,0.226034,0.374551,0.260861,0
-0.81121,1.196441,-0.71034,-1.092697,1
-1.630319,1.259082,-0.54959,-1.061209,1
2.27371,1.367635,-1.476082,-1.185034,0
2.641408,-0.931112,1.641687,-0.784997,1
-0.779147,1.024942,-0.509395,-0.607329,0
2.387926,1.555183,-1.837966,-0.415977,1
2.961317,-1.898599,3.118286,-0.549218,0
1.339464,1.74965,-1.972343,0.911015,1
3.000996,-0.276401,0.87125,-1.678316,1
-4.074981,0.240514,0.855864,-0.874908,1
-4.627663,-0.678994,-0.591082,0.445447,1
-0.440042,1.235006,-0.908597,0.046805,1
-2.297616,0.739076,0.054465,1.13173,0
1.460918,0.952912,-0.707904,-1.265216,1
-1.956066,-1.278884,2.273096,0.128093,1
-1.254348,0.739782,0.085937,0.098976,0
-5.203567,0.662623,0.801928,-0.354383,0
-1.191981,0.841437,-0.145511,0.131165,0
3.237077,-0.513221,0.5791,-2.170599,1
2.065611,0.039668,0.131788,0.027844,0
-1.244256,1.088956,-0.500794,-0.161026,1
2.423818,0.412904,-0.417996,1.265884,0
0.547466,1.363826,-1.461891,2.100897,1
3.41638,0.886294,-1.109211,1.582944,0
2.458603,-0.167375,0.717408,1.044061,0
2.305751,0.301161,-0.180223,1.391167,1
-2.210739,0.908832,0.005938,-1.074665,0
-0.761166,1.03822,-0.587831,0.760421,0
2.572385,0.547477,-0.201312,0.897185,1
1.817923,1.2274,-1.332046,0.751972,0
2.06109,0.87275,-0.644715,-1.576483,1
-2.968565,0.936155,0.152022,-0.735563,0
-2.014137,0.515842,0.689815,-0.579617,0
-0.032445,1.159101,-0.861434,0.042231,1
3.183106,1.103556,-1.388892,-0.060113,0
-0.87602,1.345607,-0.790737,-0.988662,0
-0.799089,1.165954,-0.785491,0.868463,0
-3.326836,0.792745,0.475296,-1.319267,1
1.640588,0.581739,-0.737474,-2.074457,0
-0.191335,0.429091,0.45031,-1.219528,1
-1.761759,0.176997,0.625299,0.707161,0
-1.514027,1.179333,-0.740258,1.132452,0
-3.446063,0.945958,-0.093166,1.546636,1
-0.276687,0.814918,-0.448187,-0.002396,1
1.191825,-2.844857,3.694482,0.631042,1
0.191639,1.534762,-1.339606,0.299482,0
-2.337961,1.175528,-0.465303,0.721273,0
-2.164542,1.251933,-0.519248,-0.709834,0
-1.629054,1.007979,-0.158027,-0.643466,1
2.778724,1.543437,-2.020614,0.988195,0
2.017647,0.933158,-0.554706,-1.794091,1
3.102958,-2.062695,2.20081,0.177471,0
2.324693,1.010617,-0.904017,-1.035097,1
-3.301342,1.281673,-0.228357,-1.121667,1
1.565137,0.075069,0.541611,-2.21882,1
1.053402,-2.988658,-2.409984,-1.461985,1
1.006913,0.67679,-0.471967,-0.386641,0
-2.915302,1.069359,-0.237856,0.613579,0
2.313997,0.892414,-0.638096,-1.988413,0
-1.070589,-2.956719,3.014612,-0.453407,1
-3.679092,1.031142,0.021875,-0.345087,1
2.18674,-1.40274,2.371269,-0.569577,1
-1.344284,0.890947,-0.617373,-0.877028,1
-1.789089,0.713929,-0.112701,-1.022573,0
-1.353812,0.864214,-0.090429,-0.987181,1
-1.370991,0.802923,0.039179,-0.374889,0
-0.54043,-0.639025,0.176411,-0.781562,1
3.697422,-0.788938,1.239864,0.023704,0
-4.448683,0.799996,0.395229,-1.218008,1
1.923751,1.167175,-0.90857,-2.385397,1
3.777274,-9.244612,8.034934,0.384899,0
1.996513,0.288602,-0.897134,-0.806555,0
-1.891539,0.467634,0.363034,0.311244,0
-1.045339,-0.75555,2.34646,0.711706,1
1.621726,0.077649,0.519252,-0.424319,0
0.068886,0.548252,-0.213214,1.466152,0
-4.305919,-0.872261,1.12358,2.084189,0
-1.726378,-0.270696,1.0083,-0.771423,0
3.313405,-1.856777,3.201966,-0.357017,1
-3.334919,-0.128506,0.539575,0.096242,1
-5.124801,-3.137234,-1.707787,0.656361,1
2.904079,0.852213,-0.696089,0.046537,0
1.333605,0.47102,-1.676334,-0.032603,1
3.209346,-0.149201,0.549324,-0.72196,0
-4.291736,0.947159,0.00695,2.073552,1
-0.815509,1.235893,-0.849145,-0.011973,1
2.019629,-1.448451,2.665079,1.332272,1
4.252303,-1.9497,3.083863,0.123888,1
1.888312,-2.162231,3.589779,-0.504321,1
-5.091998,0.516782,0.947905,-1.4365,1
2.343823,0.092164,0.178978,1.025004,1
-1.266768,-0.006029,0.636523,1.058774,1
-2.778446,0.922454,-0.013904,0.072652,0
2.140892,-0.305271,0.939289,-0.763643,0
-1.059989,-4.288704,-1.117042,1.560313,1
-3.098224,0.716019,-0.575981,0.901348,1
1.608284,0.554706,-0.390925,1.75368,1
3.21946,1.023243,-1.144629,-0.971095,0
2.800973,0.763256,-0.551517,-1.761103,0
3.763334,0.485627,-0.21023,0.314643,0
1.399598,-0.148271,0.587768,0.063707,1
-0.84285,0.390144,0.449535,-0.606814,0
2.139178,0.094861,0.127585,0.110945,0
-3.439924,0.944565,0.33003,-1.202843,0
-3.901563,0.920681,0.004011,-0.084657,1
1.894176,0.740441,-0.368328,-1.038779,0
-0.509164,1.326677,-0.868071,-1.021176,1
0.84868,-5.217007,-2.787507,-1.006202,1
2.686397,0.9982,-1.123504,1.034779,0
2.356227,-0.628038,0.773289,2.826752,0
-5.896539,0.847641,0.838112,-1.229606,0
-1.7967,0.977855,-0.306354,-0.541113,0
1.133503,-2.660584,2.926866,-0.842661,1
0.803937,1.190457,-0.924411,-0.489387,1
-3.667982,0.467744,0.655679,-0.608393,1
1.443687,-0.527257,1.019224,0.223712,1
-0.96047,1.216752,-0.754098,-0.828064,0
0.909773,0.519289,-0.188966,-0.176849,0
1.070264,1.143141,-1.036853,0.470684,0
-0.524272,1.316632,-0.937348,0.514373,0
2.495973,1.172491,-1.418169,-0.254227,1
1.589065,-2.523505,3.761202,1.386291,1
1.813194,-0.278665,0.608424,0.465496,0
2.44697,1.208724,-1.394063,0.203882,0
-0.593605,1.057102,-0.634799,0.246197,0
2.83109,-0.690688,1.406031,0.105098,1
1.297411,-1.259714,2.116709,-0.799635,1
-2.305444,0.970128,-0.312828,1.964335,0
-2.697081,0.417108,0.536086,-0.51973,0
-3.260197,0.985776,-0.266455,0.600942,1
-5.505956,0.306612,0.939067,-0.20625,1
2.655638,0.379838,-0.146372,-1.458555,0
2.039034,-0.716282,0.581367,-0.614163,0
-0.778788,1.41608,-0.868223,-1.116383,0
-3.696756,0.475935,0.818649,-0.818291,1
3.576728,0.409342,-0.533209,0.357318,1
0.941598,0.924974,-0.746002,0.443415,1
1.020181,-4.017413,-2.840544,0.355942,1
1.800713,0.11426,0.235165,2.149716,1
-3.412023,-0.314629,1.790994,-0.191585,1
2.391099,1.274781,-1.388148,0.719704,1
-1.625927,0.77573,-0.057623,0.379795,0
1.841866,-0.53127,1.638831,-1.644263,0
1.881563,0.299689,-0.286765,3.028915,1
-0.505631,1.279913,-1.079389,0.670434,1
-2.264252,-1.437181,-1.945087,0.294728,1
3.767887,-0.25445,0.860389,0.110047,0
2.984074,0.570223,-0.559507,0.812688,0
1.211492,-2.737926,4.527868,-0.147134,1
-2.37697,1.114221,-0.319301,-0.598168,1
1.333084,-1.0152,2.2306,-1.541109,0
0.607459,-2.611235,-3.791717,0.406537,1
-3.021406,0.840779,-0.437622,3.509558,0
3.580353,-0.057054,0.368909,-0.87372,0
1.968689,-0.199711,0.438327,0.987967,0
-0.448488,1.307355,-1.179633,1.759579,0
1.452476,0.448372,-0.079043,-0.595396,0
2.892164,0.633168,-0.66546,1.708684,1
1.165196,-0.770047,1.834572,-0.179334,1
1.408303,-0.56516,1.294142,0.454962,1
-4.479885,0.719015,0.256495,-0.904762,1
-2.657206,0.8671,0.008923,0.320044,1
2.184544,1.144406,-1.322044,0.808197,0
-3.222457,1.289982,-0.26579,-0.656876,0
-1.618216,1.230739,-0.569336,-0.816089,1
-1.318129,0.931255,-0.424267,0.057583,0
3.06684,0.848408,-0.864479,0.013071,1
3.078694,0.723597,-0.916094,1.376041,1
-0.958282,0.085141,1.095822,-0.126893,1
1.968045,1.221009,-1.011312,-1.851743,1
-1.860604,0.762021,-0.026436,-0.707792,0
2.608967,0.613237,-0.533979,1.436676,0
2.463254,0.848395,-1.179899,1.001424,1
-1.88833,-0.283286,0.409132,0.051233,1
0.442082,1.331711,-1.295886,-0.158678,1
0.589575,-2.630836,3.365212,-0.640924,1
3.146391,0.544358,-0.456907,-0.762254,1
1.778449,0.764771,-0.63373,-0.954525,1
3.054312,-2.01432,2.900679,-0.197797,1
-0.103997,1.126709,-0.6484,-0.151672,1
0.444653,1.551286,-2.13737,0.60488,0
1.06892,0.660873,-0.64716,0.084336,1
-2.111898,1.293129,-0.708756,0.497139,1
3.379564,-0.005221,0.06553,0.063416,0
3.655785,-0.162605,0.355674,3.376311,0
-0.381805,1.184585,-0.795362,0.266009,1
-2.993349,1.065178,-0.286559,0.713824,1
2.83802,1.096416,-1.005933,-1.546029,1
-4.63288,0.192162,1.356141,2.249365,0
2.228376,0.975695,-0.763995,-2.470048,0
2.826043,-0.158769,0.498243,-0.621573,1
-0.319642,0.69594,-0.499979,0.456732,0
0.868164,0.453857,-0.211214,-1.564116,1
-3.536578,0.739817,0.330503,-1.472258,1
-4.671544,-0.077006,1.686029,-0.363737,1
2.764645,-2.750214,3.819245,0.15013,0
2.617461,-1.188261,0.507784,1.139132,1
2.022112,1.00645,-0.858023,-1.681939,0
-4.112802,0.906917,0.3716,-0.951242,1
-1.236481,1.025948,-0.587006,1.194462,0
-1.802907,1.17224,-0.54249,0.759378,0
1.585961,1.244421,-1.224652,0.330884,1
-1.060415,-1.270835,0.204506,-0.891436,0
1.482054,0.566375,-0.233069,-0.44875,0
0.60843,1.518687,-1.325556,-0.593599,0
-1.29393,0.629092,-1.002798,1.032318,0
-2.404661,1.212154,-0.354259,-0.117574,1
2.734042,0.003557,0.483534,-0.188926,1
3.111649,0.34164,-0.196653,0.25379,0
2.487185,0.417758,-0.268289,0.173566,1
1.728889,-2.53791,2.133126,0.068367,1
2.258407,0.211646,-0.060411,0.151755,0
-1.156487,1.160177,-0.799463,0.189608,1
1.985532,1.238194,-1.205838,0.39816,1
-5.7721,1.052028,0.299954,0.162898,0
3.441988,1.251819,-1.581848,0.615644,0
-2.522131,1.175974,-0.461957,1.058729,0
2.148364,0.89314,-0.951348,0.631817,1
-1.568354,1.186234,-0.633308,1.101034,1
3.353123,0.194496,0.120948,1.53377,0
2.456369,1.54169,-1.897678,0.4385,1
-3.181558,0.854452,0.261765,-1.31586,1
-2.73196,0.542992,0.537666,-0.072942,1
-1.554952,0.591493,0.134117,1.571938,1
-3.116152,0.792132,0.433238,-0.30953,0
-4.665912,0.812627,0.49934,-1.22973,1
-3.685174,0.027904,1.381542,0.445058,1
0.88616,1.433949,-1.594491,1.376138,0
-2.164838,0.661829,0.201935,-0.676598,0
1.628382,-0.920842,0.985983,0.738224,0
0.334783,-0.387879,1.130969,0.712083,1
2.197826,0.88601,-0.713137,-0.810954,0
-3.1433,0.392631,0.410562,1.381508,1
1.665586,-0.536399,0.963381,0.67365,0
-0.283596,1.039329,-0.744517,1.090971,0
-5.149699,-1.956004,-0.013994,1.047345,1
0.907306,0.895531,-0.954359,1.025452,1
-2.295848,0.37651,0.27857,1.723763,0
-0.943106,1.302353,-0.847437,-0.658031,1
-1.435805,0.680794,0.058813,0.563295,0
1.65172,0.794918,-0.801456,-0.941524,0
-2.485193,0.564225,0.596244,-1.235653,1
2.432567,-0.390703,1.066595,0.236922,0
-3.448729,-1.448672,2.610836,1.248585,1
-1.731539,1.084,-0.579644,0.554895,1
4.092203,0.134817,-0.003891,1.763451,0
1.881499,0.470228,-0.256952,0.495276,0
-2.523163,1.167486,-0.259368,-1.152148,1
3.299857,-0.490871,1.142285,0.068622,0
2.14633,-0.382632,1.228328,0.257218,1
-4.389447,0.66062,0.704171,-1.477292,1
2.571508,0.386654,0.081788,-1.253251,0
2.865988,1.413886,-1.641737,-0.509123,0
1.652132,-1.506012,1.76582,-0.812831,0
-0.027153,1.197761,-1.03375,1.879679,1
1.231357,-6.683953,7.885222,-0.12522,1
2.738417,-0.456475,0.863783,-0.146737,1
-0.609882,-15.960673,-3.776084,-0.505677,1
-1.852468,-6.346575,-1.278361,1.486524,1
-5.003106,0.653886,0.677398,-0.409866,1
0.603275,0.794781,-0.736024,1.983295,1
2.420004,-1.160187,1.76062,0.777297,0
-1.508041,0.913288,-0.091141,-0.346622,0
3.976517,-2.9157,3.526039,-0.409522,0
-4.552624,0.884506,0.543438,-1.31364,1
3.520888,-2.374264,3.265568,-1.435014,1
2.665223,0.06175,-0.040259,-0.890774,0
-5.042552,1.092496,0.447958,-1.730208,1
3.494304,-0.359434,0.725771,0.978698,0
-2.435514,0.940243,0.1953,-0.911148,1
-1.865578,-2.559849,-0.861031,1.416242,1
2.694596,0.928101,-0.821173,-0.431901,0
-0.602965,1.082479,-0.765741,0.519551,1
-1.405932,1.283892,-0.773883,-0.220009,1
1.951787,1.167752,-1.284101,0.186097,0
2.450299,-0.295707,0.608278,-0.670848,1
2.498848,1.126663,-1.105283,-0.538339,0
2.652773,0.575862,-0.254232,-0.834016,1
2.46423,0.57777,-0.381376,-1.288685,1
-2.417203,0.947392,-0.028152,-0.46372,0
0.447096,-0.346139,-0.774629,-0.49545,1
-4.205672,-0.067399,1.608986,-0.329628,1
3.779643,-1.458454,2.356738,-0.726961,0
3.216642,0.286158,-0.408065,2.077983,0
4.811211,-3.070607,4.570099,0.921718,1
2.059374,0.401995,-0.444375,2.532944,1
0.996313,-3.826161,-1.183304,-0.781186,1
0.081595,0.851742,-0.563416,0.731745,0
-5.530536,-7.531567,-5.220893,-0.911368,1
-0.79528,0.305908,0.509636,1.99281,0
-1.158603,-3.922567,-3.004575,-0.305321,1
0.827687,0.576365,-0.157063,0.460151,1
-1.008942,1.096319,-0.491445,0.211932,0
-5.264888,-1.302798,-0.823102,-0.226142,1
-2.675745,0.011613,0.895792,0.448239,0
-3.437103,0.784718,0.366078,0.072669,1
3.24651,1.025372,-0.927557,-1.675629,0
-3.443935,0.229164,0.300262,1.485453,0
-2.686881,0.546275,0.434586,-0.788432,0
-1.318303,0.256148,0.688152,-0.709462,0
2.432105,0.994001,-1.075105,0.83284,0
2.268985,0.823032,-0.809749,0.321555,0
2.471522,0.997538,-0.996526,-0.863705,0
-1.145842,1.072745,-0.731353,1.123875,1
-1.13438,-0.504378,1.03749,-0.618419,1
-1.773192,-0.978197,0.290736,0.424307,0
3.170169,0.704425,-0.897367,0.994921,0
-5.230074,0.744257,0.839997,-1.814755,1
2.00478,1.184469,-1.25506,0.293454,0
-4.144563,0.389771,0.902406,0.185128,0
-5.157602,0.623573,0.46419,-0.105139,1
2.771253,1.513562,-1.919446,2.279849,0
-2.063769,0.904364,-0.04707,-0.779246,1
2.993588,0.09472,0.460829,-1.923024,1
-1.526284,0.29467,0.045847,0.62303,1
0.624577,-0.621387,1.199782,0.392472,1
-3.553795,0.972786,0.140446,-0.240228,0
1.017094,-27.791147,-11.640863,-1.17629,1
-2.999373,0.852567,0.039322,0.489871,0
1.851995,1.014475,-1.018775,-0.362331,0
0.599742,0.880491,-0.187773,-1.478477,0
-2.498877,1.253579,-0.566628,1.320647,1
-1.486018,0.757799,-0.151602,-0.082404,0
0.40913,0.538932,0.072972,-0.029056,1
1.834209,1.141747,-0.883363,-2.016426,0
2.089073,-0.706055,1.275238,-0.344404,0
0.619036,0.280368,0.257954,0.678079,0
2.012928,-0.568751,1.053868,1.558243,0
0.878063,-1.599222,-0.287425,-2.39281,1
-2.000255,-0.036568,0.633243,0.353172,0
-0.915012,1.106376,-0.670002,0.603035,0
-1.132799,0.809741,-0.802052,1.897219,1
1.716946,-3.297741,4.125704,-0.735636,0
-1.088513,-0.644682,-0.831586,-1.7216,1
3.766104,-4.543589,5.277257,1.051777,0
-1.594995,-16.162178,-5.52483,-0.983089,1
-0.509547,-1.418917,0.698727,0.517369,0
2.322337,0.044652,0.232063,0.146661,0
2.368692,1.33604,-1.775941,1.396901,1
2.562838,0.758196,-0.783341,1.735017,1
0.025454,1.220896,-1.094801,0.348677,1
0.943888,-0.451391,1.127307,0.140101,1
-0.679446,-2.387556,-0.326864,-0.657292,1
1.575428,-1.054376,1.884378,0.872064,0
1.161618,0.484233,0.142425,-2.387106,0
-0.951211,0.383139,0.481339,-0.579368,0
-1.304256,-30.779552,-8.085173,1.385929,1
-2.115412,-1.742332,1.596852,2.013777,1
-0.26034,1.203865,-0.896747,1.061116,0
2.215822,-0.400638,0.987007,0.362725,0
1.955943,0.932692,-0.799878,-0.009701,0
3.600432,-1.103782,1.447711,0.583425,1
2.708017,-0.513369,1.385699,0.67635,1
2.944603,0.328803,-0.258486,0.363338,0
1.804417,1.169134,-1.1158,-1.18471,1
-0.668638,0.295554,-1.462951,-0.218824,1
0.965463,-0.138211,1.196091,1.064396,1
-7.012643,0.579072,1.31017,-2.322568,1
-1.565561,-1.056529,1.781842,0.260698,0
1.632835,-1.012768,1.404573,1.208663,1
-3.055526,-7.370354,-0.360193,0.587801,1
3.529129,-0.154169,0.355104,0.930046,0
2.072111,0.48831,-0.132763,-0.478315,0
2.346118,0.899011,-0.721484,-1.484806,0
2.111152,0.413787,-1.689917,2.587536,1
2.267851,-0.643057,1.31058,-0.628287,0
3.044686,-4.565859,5.509091,-0.065813,1
0.209906,1.145407,-0.965833,3.216853,0
2.006118,1.420469,-1.45857,-1.257032,0
-0.897324,0.88618,-0.283114,0.801392,0
-1.422582,0.982708,-0.27223,0.998872,0
2.683482,1.216064,-1.318933,0.554142,0
-2.093299,-1.057413,2.591061,-0.930631,0
1.587768,-1.338855,1.914836,0.351537,1
-0.001641,1.427189,-1.379296,1.686409,0
0.52947,-0.664874,1.210985,0.713758,0
-3.456452,1.163743,0.028607,-0.238095,0
-3.367909,0.935331,0.060112,0.544244,1
-1.909912,-0.047519,0.147718,2.117357,0
3.327669,-0.901547,1.644897,-1.375413,0
-1.706338,0.965864,-0.292549,0.961695,1
2.423233,0.813811,-1.044429,0.51622,0
1.230765,1.436067,-1.414198,0.577543,0
4.243295,-1.635215,2.218594,-0.040729,0
2.502598,-0.398256,0.563576,-0.156962,0
-1.257784,1.010632,-0.536897,-0.659197,0
-2.464987,1.007028,-0.170895,-1.274134,1
3.133054,0.417631,-0.253583,-1.416016,1
-2.339365,1.06637,-0.14201,-1.413447,1
-0.517737,0.916277,-0.513103,-1.015088,1
-2.506846,1.04135,-0.358548,0.602942,1
-0.009193,-0.003692,0.12039,1.369981,0
-0.906768,-5.033424,4.601758,-1.262265,1
-2.254598,1.209827,-0.595391,0.555955,1
-1.622667,-5.495186,-0.902395,-1.392007,1
