@relation Mammographic-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N5-R42-DSparse2

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute Severity {0,1}

@data
60,-52,-62,-58,58,0
50,-44,-52,-52,54,0
43,-33,-43,-43,41,1
36,-26,-34,-36,36,0
41,-35,-43,-43,45,0
44,-34,-44,-46,46,0
61,-53,-63,-61,61,1
28,-18,-28,-30,30,0
2,8,-4,-2,0,1
56,-48,-58,-56,56,1
60,-50,-60,-62,62,0
44,-32,-44,-42,40,1
19,-13,-21,-21,23,0
76,-66,-78,-76,74,1
21,-15,-23,-23,25,0
58,-50,-60,-58,56,0
58,-50,-60,-58,56,1
57,-47,-57,-59,59,0
63,-53,-63,-65,65,0
53,-47,-55,-55,57,0
70,-64,-72,-72,74,1
68,-58,-68,-68,64,0
67,-59,-69,-67,67,0
63,-57,-65,-65,67,0
55,-45,-53,-55,55,0
47,-39,-49,-47,47,1
59,-51,-61,-59,57,0
60,-48,-60,-60,58,1
71,-65,-73,-73,75,0
70,-62,-70,-70,72,1
60,-50,-60,-62,62,0
58,-48,-56,-58,58,0
54,-46,-56,-52,52,0
53,-45,-55,-53,53,1
54,-44,-54,-56,56,0
66,-66,-68,-66,66,1
69,-59,-71,-67,67,1
67,-59,-69,-67,67,1
57,-47,-55,-57,57,0
36,-26,-36,-38,38,0
51,-43,-53,-51,51,1
48,-38,-48,-50,50,0
57,-49,-59,-55,55,1
65,-57,-67,-63,63,0
68,-58,-70,-66,66,1
65,-55,-65,-65,61,0
