@relation 'dr-weka.filters.unsupervised.attribute.Remove-V-R3,15-16,4,14,5,9,6,13,7-8,2,1,19,18,17,12,11,10,20-weka.filters.unsupervised.attribute.Remove-V-R1-11,20'

@attribute MA_Detection_1 numeric
@attribute MA_Detection_Exudates_7 numeric
@attribute MA_Detection_Exudates_8 numeric
@attribute MA_Detection_2 numeric
@attribute MA_Detection_Exudates_6 numeric
@attribute MA_Detection_3 numeric
@attribute MA_Detection_Exudates_1 numeric
@attribute MA_Detection_4 numeric
@attribute MA_Detection_Exudates_5 numeric
@attribute MA_Detection_5 numeric
@attribute MA_Detection_6 numeric
@attribute Class {0,1}

@data
11,0.003056,0,11,0.140592,11,124.114923,11,1.116583,8,6,0
105,0.001539,0.001539,97,0.001539,88,20.800481,77,0.009233,66,43,1
50,0,0,47,0,45,93.843603,44,0.051812,37,25,1
18,0.006661,0.00571,18,0.006661,17,45.584834,16,0.009516,13,9,0
60,0,0,59,0,58,14.64489,56,0,54,34,1
22,0.000992,0.000992,22,0.000992,21,44.249119,18,0.035702,13,10,0
71,0,0,68,0,68,21.057006,66,0,63,53,1
20,0.01029,0.002058,20,0.073056,19,260.623387,18,0.5793,17,13,1
53,0,0,51,0,51,13.222005,50,0.041185,46,38,1
19,0.00785,0.00785,19,0.011775,19,87.42015,17,0.041211,16,10,0
74,0.026217,0.016964,71,0.029302,67,85.852437,61,0.115665,57,41,1
4,0,0,4,0,4,38.762337,3,0.000957,3,1,0
67,0,0,67,0,66,24.097003,63,0.091236,59,41,1
62,0.033924,0,57,0.070933,55,39.299701,54,0.181957,49,39,1
29,0,0,28,0,27,7.543326,27,0,25,16,1
44,0,0,43,0,43,29.329483,42,0,34,25,0
35,0,0,33,0,32,6.193941,31,0,31,26,1
22,0,0,20,0.00723,18,122.648415,15,0.049578,12,9,1
33,0.003917,0.003917,33,0.003917,31,111.424802,31,0.041132,26,21,0
20,0,0,20,0,20,76.019628,19,0.00102,17,12,0
52,0.033742,0.006135,51,0.243862,51,67.901042,47,1.535258,42,33,0
12,0,0,10,0,9,189.471852,8,0,8,6,1
16,0,0,13,0,12,27.037522,9,0.003026,5,5,1
24,0.05956,0.035125,24,0.083994,23,8.917154,21,0.142027,20,17,1
9,0,0,9,0.001017,9,60.499827,7,0.005083,6,6,1
25,0,0,25,0,23,54.625981,21,0.011672,18,14,0
16,0,0,16,0,16,46.689999,15,0,11,8,0
57,0.009273,0.007728,54,0.010819,50,24.130569,47,0.04173,47,35,1
80,0,0,76,0,75,24.456541,73,0,70,53,1
8,0,0,8,0,8,114.22329,7,0.004064,7,6,0
4,0.005868,0.005868,4,0.005868,4,36.778066,2,0.005868,2,2,1
17,0,0,15,0,14,55.232156,13,0,10,5,1
2,0,0,2,0,2,61.802502,2,0,2,1,0
65,0,0,65,0,64,40.636744,63,0,59,47,0
18,0.458777,0.37432,17,0.631861,16,57.670366,16,1.016608,15,10,1
71,0,0,70,0,70,9.952095,69,0,67,64,1
58,0,0,58,0,56,55.49333,53,0.007813,49,39,1
13,0,0,13,0,12,29.245498,12,0.000961,11,6,0
40,0,0,39,0,39,7.783682,39,0,37,32,0
53,1.852643,0.688066,45,3.559458,40,182.146473,32,7.394142,28,13,1
19,0.003953,0.003953,18,0.003953,17,10.326223,12,0.003953,11,8,0
18,0,0,18,0,18,232.089075,15,0,13,8,1
17,0.003809,0.003809,16,0.003809,16,18.51048,14,0.003809,12,9,1
37,0.185806,0.148645,36,0.299354,31,104.319698,28,0.477934,26,19,1
8,0,0,7,0.001017,6,65.152426,6,0.037617,4,3,1
15,0,0,14,0,12,152.214876,10,0,9,8,0
48,0,0,47,0.001547,46,54.523039,44,0.064986,41,28,0
40,0,0,40,0,39,68.518487,37,0.017224,31,21,1
58,0,0,57,0,57,34.0425,54,0.013835,47,33,0
20,0.008192,0.003072,18,0.071683,18,215.301777,18,0.536596,14,9,1
41,0,0,41,0,41,48.451335,41,0.291161,38,34,0
24,0,0,24,0.005131,24,53.477413,24,0.036945,23,14,0
57,0,0,56,0,53,38.890039,48,0.049404,41,24,0
29,0.004547,0,29,0.007578,28,14.479479,27,0.013641,27,22,0
60,0,0,59,0,57,71.853392,54,0.056139,48,32,0
41,0,0,41,0,41,9.504083,41,0,37,34,0
15,0,0,15,0.010648,15,94.487226,15,0.174232,14,6,0
61,0,0,59,0,58,52.85674,56,0,53,42,0
51,0,0,51,0,51,51.083367,48,0.08417,47,39,0
8,0.003817,0.003817,8,0.003817,7,17.995589,7,0.003817,7,4,1
60,0.041594,0,59,0.37435,57,50.2553,55,1.945694,49,33,0
13,0,0,13,0.001953,13,84.236507,13,0.015626,12,9,0
11,0.003885,0.003885,11,0.003885,10,105.038461,9,0.006799,8,7,0
24,0,0,22,0.002054,21,46.886285,18,0.011296,17,13,1
21,0.001034,0,20,0.025862,16,162.739596,13,0.174826,11,6,1
64,0,0,58,0,56,40.989728,51,0.057052,47,32,1
54,0,0,54,0,53,82.549069,49,0.049028,46,33,0
91,0.140913,0.057931,81,0.230159,70,19.120385,58,0.638807,46,29,1
44,0.034995,0.025731,41,0.05558,37,105.589735,34,0.17909,28,20,1
16,0,0,14,0.001963,14,38.413333,12,0.010795,9,8,1
21,0.00289,0.00289,20,0.00289,17,8.374425,17,0.012524,14,8,1
29,0,0,29,0,28,7.510261,24,0,23,19,1
20,0.159536,0.113219,20,0.207912,18,210.665328,17,0.536248,16,9,1
39,0,0,39,0.082546,39,65.857616,38,0.256983,37,28,0
31,0,0,31,0,29,5.410485,27,0,27,19,0
44,0,0,44,0,42,13.803221,39,0,38,30,0
72,0.00157,0,71,0.026682,69,29.724271,64,0.144399,62,46,0
72,0.078557,0.01137,70,0.207763,62,44.070624,56,2.750538,43,32,1
71,0,0,70,0,68,26.335311,61,0.015819,56,46,1
19,0.00393,0.00393,17,0.00393,16,64.715442,16,0.00393,12,8,1
10,0,0,10,0,9,17.352251,9,0,7,4,0
66,0,0,65,0.001516,65,43.717617,63,0.095493,62,44,0
16,0.005899,0.004916,15,0.006882,15,110.47939,15,0.037361,14,11,1
19,0.00305,0,19,0.305981,17,130.597124,17,1.467897,13,10,0
25,0,0,25,0,24,11.996646,22,0,20,18,0
50,0,0,50,0,49,20.601354,49,0,48,39,0
7,0,0,7,0,7,29.345362,5,0,5,4,1
51,0.012324,0,50,0.040054,46,47.453069,44,0.599268,39,28,1
3,0,0,3,0,3,63.514534,3,0,3,3,0
14,0,0,14,0,14,21.240157,13,0,11,6,1
49,0.015495,0.011363,43,0.033057,38,129.531941,33,0.097104,27,16,1
19,0.198378,0.032538,19,0.302291,17,254.289527,14,0.815555,10,8,1
65,0.020451,0.010226,61,0.046015,49,129.53744,37,0.121684,31,16,1
2,0,0,2,0.067153,2,99.75866,2,0.590341,2,2,0
46,0.248662,0.194427,44,0.461508,44,143.889246,41,1.200331,38,28,1
66,0,0,64,0.001536,63,39.164755,62,0.004607,56,42,1
31,0.002041,0,31,0.122441,30,151.929514,29,0.830556,25,19,0
48,0.001522,0,47,0.054797,46,99.177049,44,1.372977,40,29,0
65,0.147957,0.132383,63,0.210255,58,26.038897,53,0.422067,43,23,1
96,1.601018,1.339503,86,1.900543,82,30.683894,71,2.265448,59,42,1
49,0.013235,0.00509,47,0.064138,46,151.742425,41,0.772705,34,22,1
81,0.426829,0.237472,73,0.558758,68,18.018384,63,0.642571,54,43,1
13,0.002041,0.002041,12,0.007142,11,175.634291,10,0.023468,9,6,1
44,0,0,44,0,43,17.214795,41,0,37,24,0
102,1.168066,0.518336,90,1.694679,74,113.300364,57,3.882864,42,24,1
62,0,0,61,0,61,7.764752,61,0,60,56,0
58,0.151985,0.0267,47,0.48779,43,116.663054,30,5.534111,22,16,1
21,0,0,20,0.061082,17,34.886057,16,0.135399,12,8,0
52,0,0,52,0,52,18.448076,48,0,47,34,0
40,0.078845,0.007076,36,0.171841,30,28.421534,26,0.341661,20,13,1
35,0,0,35,0,35,34.962225,35,0.012284,30,26,1
41,0,0,41,0.001539,41,19.668175,39,0.010772,38,30,0
53,0,0,52,0,52,12.85432,52,0,51,41,0
26,0.097997,0.065658,26,0.376307,26,60.86373,25,0.603659,23,12,1
69,0,0,67,0,62,12.144417,54,0,49,36,1
71,0,0,69,0,66,41.585991,62,0.006168,58,43,1
21,0.001927,0.000963,21,0.003853,21,54.024017,20,0.003853,18,16,0
22,0.003893,0.003893,21,0.01168,20,59.628898,19,0.142101,15,12,1
17,0,0,17,0,17,33.380069,17,0.035046,11,10,0
91,0,0,90,0,86,6.348365,76,0,68,48,1
19,0.003847,0.003847,18,0.003847,18,74.204722,15,0.003847,13,10,1
38,0,0,38,0,38,14.20962,35,0,33,26,1
19,0,0,17,0,16,27.013234,15,0,10,6,1
10,0,0,10,0,10,101.291533,10,0,9,8,0
55,0,0,55,0.02138,52,40.038541,50,0.311536,46,34,0
19,0,0,19,0.005161,17,97.439931,17,0.135227,14,9,1
4,0.002892,0.001928,4,0.003856,4,75.028331,4,0.003856,4,2,0
63,0.016946,0.007703,61,0.050837,59,34.052857,56,0.178699,50,29,1
15,0,0,15,0,14,35.933865,13,0.017497,12,11,0
19,0,0,19,0.025092,18,67.000639,16,0.185681,14,8,1
73,0,0,71,0,70,39.332345,69,0,65,51,0
5,0,0,4,0.014253,4,81.52601,4,0.240261,3,3,1
42,0.681804,0.290875,38,1.846337,32,69.50377,24,3.242952,15,9,1
45,0,0,45,0,44,17.444345,44,0,37,27,0
58,0,0,56,0,51,3.557701,44,0.151359,35,30,1
19,0.016834,0.008417,19,0.093637,17,137.030933,14,0.184118,8,8,1
86,0,0,85,0,84,42.682998,83,0.053413,81,64,0
41,0,0,41,0,40,7.740693,37,0,35,28,1
36,0,0,35,0,32,3.203759,29,0,27,21,1
8,0,0,8,0,8,46.633368,7,0,6,5,0
13,0,0,13,0,12,48.546062,11,0,11,3,1
24,0.02029,0.014203,24,0.025362,24,61.474413,21,0.099421,17,14,0
51,0.032235,0.021837,43,0.053032,42,29.584628,36,0.143499,29,21,1
59,0,0,59,0.004672,58,43.432426,58,0.163532,50,34,0
70,0.007796,0,68,0.063925,64,66.751648,63,0.558174,58,38,1
72,0,0,69,0.021404,68,24.846639,62,0.053509,56,46,1
22,0,0,22,0,19,5.468078,17,0,15,11,1
14,0.006126,0.002042,13,0.106187,13,129.327096,12,0.337962,12,11,0
43,0,0,42,0,40,50.599604,39,0.201506,37,30,0
29,0,0,27,0.003111,26,12.892454,25,0.003111,24,17,0
24,0.006711,0.005752,24,0.006711,22,61.786898,21,0.02205,20,16,0
24,0.028783,0.015351,23,0.312776,23,109.591553,21,1.63296,19,16,0
14,0.003906,0.003906,14,0.003906,13,105.364729,12,0.003906,10,7,0
114,0.013686,0.012165,99,0.013686,94,31.648833,84,0.021289,76,49,1
27,0,0,26,0,26,163.489683,24,0.256523,21,17,1
98,0,0,94,0,83,22.568542,75,0,69,48,1
25,0.0126,0.007754,25,0.077536,24,98.889715,22,0.41385,17,9,0
73,0,0,73,0,71,18.317263,64,0,55,38,1
14,0.009085,0.005047,14,0.028264,14,91.019304,13,0.095895,13,6,0
55,0,0,53,0.046621,51,63.032637,48,0.397829,39,30,0
12,0.003926,0.003926,11,0.003926,11,13.082938,10,0.003926,10,7,1
30,0.006039,0,29,0.027176,27,133.231946,22,0.311017,14,11,1
14,0,0,13,0,13,0.349274,9,0,6,5,0
16,0.179215,0.086518,14,0.306931,13,68.002805,12,0.610773,9,6,1
3,0,0,3,0,3,274.762544,3,0,3,3,0
52,0.463171,0.228007,48,0.80058,42,66.675091,28,1.343501,20,13,1
48,0,0,44,0,41,9.67831,37,0,32,28,1
48,0,0,46,0,45,16.42589,41,0,35,25,1
141,1.708253,0.75139,130,2.521083,110,88.463524,84,4.467041,62,34,1
66,0.00203,0,65,0.112666,51,208.147846,42,0.284202,29,19,1
18,0,0,18,0,18,5.299129,17,0,16,10,0
3,0,0,3,0,3,68.804317,3,0.005253,3,1,0
19,0,0,19,0.018271,19,66.900142,18,0.155301,16,14,0
43,0.004581,0.003054,42,0.024434,41,67.789719,36,0.108427,34,20,0
34,0,0,34,0,31,72.223315,30,0.052378,30,22,0
48,0,0,48,0,48,36.899066,47,0.001562,44,37,0
19,0.000992,0.000992,19,0.000992,19,112.326062,18,0.003967,16,7,0
46,0.024649,0.010784,46,0.34508,46,55.183468,45,1.247833,44,35,0
89,0.626983,0.429398,86,0.900802,83,16.894319,78,1.235297,74,57,1
46,0.001541,0.001541,45,0.004622,44,32.786563,43,0.016946,39,33,0
17,0.00491,0.002946,16,0.042229,13,66.667356,13,0.101154,10,7,1
92,0,0,87,0,82,29.970704,74,0.006155,71,52,1
90,0.817478,0.444758,81,1.102499,76,46.370746,71,2.1173,56,43,1
8,0,0,8,0,8,265.056535,8,0,6,4,0
64,0,0,63,0,62,36.052177,60,0,57,54,1
44,0,0,44,0,43,41.943178,40,0.036055,36,27,0
64,0.170382,0.141815,47,0.207111,38,110.619574,32,0.623373,26,19,1
69,1.878421,1.04764,67,5.174057,56,21.334586,45,7.762613,31,18,1
100,0.012375,0.010313,81,0.024751,60,71.199165,45,0.109317,32,18,1
62,0,0,61,0,61,15.176955,61,0,60,49,1
23,0.329601,0.182996,22,0.609294,20,193.715914,19,1.146845,15,8,1
20,0.003877,0.003877,20,0.003877,19,40.869053,18,0.003877,15,12,0
44,0,0,42,0,41,13.805965,40,0,38,33,0
52,0,0,52,0.009243,52,77.567631,52,0.060077,49,40,0
3,0,0,3,0,3,60.913407,3,0.00205,3,3,0
47,0,0,47,0.017035,46,54.135774,43,0.315922,38,29,0
16,0,0,16,0,16,4.29988,15,0,13,12,0
75,0.007735,0.003094,70,0.013923,65,18.463202,54,0.026299,49,37,1
13,0.006148,0,13,0.079928,13,126.937632,12,0.711158,9,5,0
11,0,0,11,0.001035,11,62.554128,11,0.143891,11,9,0
50,0.269182,0.048757,42,0.550553,38,111.331612,32,1.349973,27,14,1
11,0,0,11,0,11,31.657567,11,0,11,8,0
6,0,0,6,0,6,67.222908,6,0.01246,5,5,1
25,0,0,23,0,23,10.902544,21,0,20,14,1
34,0,0,34,0,34,18.248935,32,0,26,17,0
20,0,0,20,0,20,8.342012,19,0,16,14,0
51,0,0,51,0,51,17.525446,50,0,47,43,0
15,0.009091,0.005051,15,0.037376,15,92.528963,14,0.166675,14,6,0
60,0,0,60,0,57,26.723328,55,0,54,45,1
37,0,0,37,0,36,11.62947,33,0,30,24,0
62,0,0,62,0,61,43.40315,55,0.1783,52,45,0
20,0.015414,0.00867,20,0.045278,18,143.282037,17,0.236986,15,12,0
30,0,0,29,0,29,10.921282,23,0,20,16,1
20,0,0,18,0,18,119.103903,16,0.004093,12,8,1
64,0,0,60,0,55,22.383646,49,0.001521,44,31,1
48,0,0,48,0,47,78.633267,45,0.001552,41,32,0
13,0.012713,0.003912,13,0.127132,12,101.64826,12,0.456699,11,7,0
16,0.001928,0.001928,16,0.01446,13,147.200333,10,0.150386,7,5,0
10,0.001952,0.001952,10,0.001952,10,46.834688,10,0.001952,8,5,1
15,0,0,15,0.00095,14,35.411478,14,0.016145,13,8,0
70,0.007796,0,68,0.063925,64,66.751648,63,0.558174,58,38,1
24,0.003116,0,23,0.296022,20,128.776696,18,1.462451,16,12,1
26,0,0,26,0,25,14.119144,24,0,20,16,1
19,0.144078,0.066419,17,0.311658,16,156.480074,11,0.590618,8,4,1
28,0.002983,0.002983,27,0.036794,23,227.312144,18,0.92185,15,13,1
9,0,0,9,0,9,42.862492,9,0.014513,7,5,0
7,0.021819,0.02078,6,0.039482,5,39.54425,5,0.042599,4,4,1
7,0.009214,0.00819,7,0.017404,7,219.122118,7,0.089067,7,6,0
26,0,0,26,0,26,18.197432,25,0,23,19,0
31,0,0,30,0,30,17.351666,27,0,26,25,0
57,0.195619,0.041588,51,0.227965,49,14.615942,39,0.275714,32,23,1
6,0,0,6,0,6,47.062703,6,0.01743,5,4,0
44,0.007785,0.003892,41,0.026273,40,154.247519,37,0.34058,34,22,1
18,0.005909,0.005909,17,0.005909,16,73.076702,15,0.006893,10,9,0
13,0,0,13,0,12,110.729452,9,0.042136,7,5,0
5,0.003909,0.003909,5,0.003909,5,38.096555,5,0.003909,3,2,0
56,0,0,53,0,50,48.811069,48,0.173514,44,34,0
54,0.020158,0,53,0.200032,51,49.958494,45,1.294784,43,29,0
46,0.932304,0.320217,42,1.502395,35,102.089347,29,2.99429,24,13,1
45,0.00288,0.00288,42,0.0048,38,96.779744,34,0.01152,26,15,1
17,0,0,17,0.05309,17,79.041087,14,0.44003,14,9,0
89,0,0,86,0,84,33.240147,81,0,78,71,1
89,0,0,86,0,79,12.236437,69,0.54242,59,37,1
70,0,0,66,0,63,13.180516,59,0,53,43,1
57,0.036658,0.031877,54,0.046221,51,27.522474,44,0.129101,41,23,1
24,0.005882,0.005882,24,0.005882,23,175.249663,21,0.006863,19,9,1
39,0,0,30,0,26,43.192408,20,0,19,14,1
63,0,0,62,0,61,13.410038,60,0,60,50,0
57,0.075733,0.023184,57,0.587321,55,53.436893,50,2.058713,42,31,0
31,0,0,29,0.002078,26,189.429937,23,0.025972,19,16,1
29,0,0,29,0,29,12.990835,24,0,22,16,0
40,0,0,37,0,35,60.43486,33,0.008144,27,14,1
52,0,0,51,0,51,14.720819,47,0,44,30,0
85,0.39457,0.196278,80,0.763976,68,89.448552,57,1.243096,38,18,1
9,0,0,9,0,9,201.455265,9,0.003089,7,7,0
18,0.002059,0.002059,18,0.002059,17,175.012818,16,0.15336,14,12,1
18,0,0,15,0.011224,13,60.215769,13,0.297936,12,7,1
2,0,0,2,0,2,9.066072,2,0,2,1,0
12,0,0,12,0.005904,9,114.678102,8,0.015745,6,2,0
11,0,0,10,0.000981,10,30.710516,10,0.000981,7,5,0
27,0.004587,0.004587,27,0.007644,27,10.707966,25,0.009173,23,19,0
50,0,0,50,0,50,13.294051,50,0,47,43,1
91,0.040809,0.004709,79,0.819329,70,44.589075,66,2.129941,57,37,1
31,0.080603,0.059667,28,0.168533,24,223.013915,21,0.947343,18,16,1
52,0,0,50,0,50,8.205954,50,0,49,46,1
5,0,0,5,0,5,52.611687,5,0,5,4,0
39,0.003909,0.003909,39,0.003909,37,315.233452,35,0.017591,28,18,0
5,0,0,4,0,4,77.651178,4,0,4,4,1
16,0,0,15,0.00307,14,66.447502,13,0.094144,10,8,1
8,0,0,8,0.001025,8,38.343594,8,0.045091,8,5,0
56,0,0,56,0,56,52.972626,54,0.041819,49,25,0
42,0.526597,0.122632,36,0.777013,26,159.743211,22,1.238687,16,9,1
4,0,0,4,0.002071,4,86.59211,4,0.003106,4,4,1
66,0.035823,0.01869,65,0.052955,65,11.103445,64,0.076318,63,53,1
51,0,0,51,0.154848,48,53.790614,45,0.696815,42,31,0
41,0.374559,0.260428,40,1.567754,38,33.526691,30,13.438483,20,13,1
10,0.131911,0,10,0.896791,9,29.326201,8,2.519605,6,5,1
52,0,0,52,0,51,22.034077,48,0,46,32,1
15,0,0,15,0,14,54.572203,13,0.001035,11,7,0
45,0.253569,0.017595,40,0.81763,37,112.305125,28,1.463454,21,14,1
67,0,0,67,0.044772,67,47.154365,62,0.399862,56,40,1
48,0,0,48,0,47,24.40673,44,0.004642,41,32,0
29,0,0,28,0,24,69.53606,22,0.002021,19,10,1
23,0.142626,0.014575,23,0.357086,22,28.872984,14,0.553848,9,5,1
48,0.003071,0,46,0.469867,45,118.278913,44,1.7858,40,34,0
47,0.001017,0,44,0.130121,41,137.877736,39,0.257193,34,24,1
33,0,0,33,0.156543,29,126.323687,27,1.217902,25,20,0
30,0,0,30,0,30,1.259315,25,0,24,14,0
9,0,0,9,0,9,59.255463,8,0,7,6,0
21,0,0,20,0,20,77.682623,19,0.061352,15,12,1
56,0.471709,0.098018,50,0.865821,45,105.170765,39,2.036927,31,23,1
15,0.03006,0.020731,15,0.051828,15,105.937752,11,0.145119,9,7,0
16,0.002061,0.002061,16,0.002061,13,234.001284,13,0.156663,11,8,1
27,0.014741,0.00737,26,0.023164,25,75.744359,22,0.067385,16,14,1
31,0,0,31,0,29,67.365808,25,0.13179,19,15,0
56,0,0,51,0,47,15.213796,33,0,28,18,1
43,0.001547,0,40,0.003095,40,18.12479,38,0.007736,36,23,1
61,0.033924,0,56,0.070933,54,39.299701,54,0.181957,49,42,1
50,0,0,49,0.003078,49,53.988361,47,0.066168,44,35,0
75,0.147905,0.021129,69,0.722921,65,35.255608,58,4.293759,50,33,1
19,0,0,19,0.00777,19,34.785186,17,0.042737,11,9,1
35,0,0,33,0,32,6.193941,31,0,31,26,1
9,0.003827,0.003827,9,0.003827,9,93.2487,9,0.008611,6,4,0
28,0,0,27,0,26,10.176048,26,0,25,15,1
17,0,0,17,0,17,12.559245,17,0,17,16,0
5,0.00709,0,5,0.047604,5,75.073968,5,0.118503,4,2,0
59,0,0,59,0,56,26.723328,54,0,53,44,1
30,0.001977,0.001977,30,0.009883,29,22.729159,27,0.013836,25,20,0
29,0.106345,0.068511,29,0.287336,28,189.752152,26,0.730099,24,18,1
43,0,0,42,0.006188,42,66.538689,41,0.250611,37,29,0
48,0.215741,0.058266,48,1.357435,48,87.734071,44,3.672318,39,31,0
12,0.003909,0.003909,12,0.003909,12,77.349481,11,0.003909,8,5,0
37,0.003054,0.001527,37,0.003054,37,56.663568,33,0.157301,29,20,0
43,0,0,41,0,41,13.584697,37,0,30,23,1
48,0,0,46,0,46,13.613731,44,0,43,30,1
9,0.001914,0.001914,9,0.001914,9,23.399496,7,0.00287,6,5,0
16,0.004003,0.004003,15,0.004003,13,174.865962,12,0.007006,11,8,1
40,0,0,40,0.032418,40,20.465109,37,0.057118,34,24,0
8,0,0,8,0,6,5.195164,5,0,4,3,1
18,0,0,18,0.002926,18,168.18385,16,0.065341,13,12,0
18,0,0,17,0,16,2.794739,16,0,14,12,1
15,0.008175,0.004087,15,0.029633,13,172.065338,11,0.177798,8,5,1
76,0.023311,0.006216,73,0.107231,71,39.947551,68,0.419601,63,51,1
89,0.385542,0.33373,83,0.440401,77,29.528231,70,0.676603,60,43,1
36,0,0,36,0,35,11.10225,33,0,31,21,1
55,0,0,55,0,55,39.61442,52,0.001526,48,36,0
21,0.00393,0.00393,21,0.00393,21,22.696828,18,0.00393,17,16,1
85,0.006065,0.006065,75,0.148595,66,105.699915,53,0.530698,43,25,1
48,0,0,48,0.003071,47,44.163054,41,0.016891,39,27,0
88,0,0,86,0,84,27.343407,80,0.009439,74,50,0
47,0,0,47,0,47,43.506921,43,0.04054,39,22,0
17,0.108908,0.008378,16,0.327772,9,200.994099,5,0.517314,5,3,1
20,0,0,20,0.005022,20,72.678748,19,0.065284,17,10,0
47,0,0,45,0,44,18.311719,41,0,37,26,1
16,0,0,15,0.012644,14,62.799716,14,0.18966,12,9,0
26,0,0,26,0,25,7.578417,22,0,19,16,1
2,0,0,2,0,2,69.308275,2,0,2,2,0
12,0,0,12,0,12,102.516449,12,0,11,9,0
12,0,0,11,0.014211,11,73.975723,11,0.121811,10,8,1
53,0,0,53,0,53,27.601364,53,0.115309,50,33,0
41,0,0,40,0,40,26.245779,36,0.007669,33,24,0
12,0,0,12,0,12,168.802033,11,0,7,3,1
16,0,0,15,0,15,7.811874,15,0,14,12,0
18,0,0,18,0.015578,13,61.611911,11,0.087237,8,4,1
60,0,0,60,0,60,25.722662,59,0,56,40,0
57,0,0,56,0,54,61.390836,49,0.009203,47,34,0
34,0,0,33,0,32,17.857563,28,0,24,21,1
3,0,0,3,0,3,39.119696,3,0,3,3,0
40,0,0,40,0,39,11.941383,36,0,34,26,0
39,0,0,39,0,38,15.055103,38,0.00154,34,24,0
74,0,0,67,0,67,33.558224,61,0.001547,53,40,1
21,0.085367,0.044226,21,0.210845,21,49.375783,20,0.321924,16,10,0
44,0.000967,0,44,0.005804,42,59.167495,37,0.012575,30,23,1
53,0,0,53,0.038555,53,53.721577,50,0.098702,47,28,0
47,0,0,47,0,46,13.216983,42,0,40,28,0
67,0,0,66,0,63,16.189792,62,0.020137,55,44,1
37,0,0,35,0,35,32.320564,34,0,29,21,1
46,0.064416,0.009202,44,0.131899,33,270.005461,31,0.722888,23,12,1
28,0,0,28,0,28,6.04197,25,0,22,21,0
55,0,0,54,0,54,20.255732,52,0,49,38,0
53,0,0,53,0,53,8.030835,51,0,45,31,0
51,0,0,48,0,47,29.421458,47,0.006122,41,30,1
2,0,0,2,0,2,8.265705,2,0,2,1,0
20,0,0,19,0,17,47.277389,17,0.001963,12,7,1
15,0.005186,0,15,0.030081,15,143.227303,13,0.421132,11,6,0
15,0.003909,0.003909,14,0.004886,12,46.085371,11,0.005863,10,8,1
60,0,0,58,0,57,5.926543,57,0,57,52,1
30,0,0,28,0.0087,25,72.636098,22,0.146931,16,11,1
26,0.704032,0.173222,21,2.69153,20,35.746604,18,6.151925,13,10,1
30,0.002926,0.002926,29,0.01658,29,38.133694,27,0.310141,20,11,0
57,0,0,57,0,57,12.762059,57,0,55,42,0
16,0.003869,0.003869,16,0.003869,14,51.677028,13,0.003869,9,7,0
74,0.457258,0.016404,67,0.708442,58,153.945222,53,1.403556,39,23,1
76,0,0,75,0.001529,68,14.117808,57,0.064207,57,41,1
26,0.034302,0.016631,26,0.074841,23,334.706269,20,0.642385,16,10,1
43,0.066749,0.058987,42,0.082272,42,21.612661,40,0.128841,39,34,1
51,0,0,51,0.100462,50,23.231395,46,0.248836,42,32,0
49,0,0,45,0,45,33.109097,41,0,39,31,1
47,0,0,47,0,47,37.987088,47,0.068948,43,24,0
50,0,0,43,0.833601,41,58.221655,34,2.008714,29,22,1
6,0,0,6,0,6,190.849287,6,0,5,5,0
76,0,0,70,0,69,17.353282,69,0.565684,67,59,1
14,0,0,14,0.000977,13,42.21873,11,0.001953,10,9,1
21,0.037268,0.01813,21,0.716154,21,403.939108,21,4.388584,21,21,0
14,0.054351,0,14,0.496205,13,30.861313,12,0.873642,10,6,0
54,0,0,52,0,52,39.970623,50,0.108433,45,32,0
52,0,0,51,0,50,123.138147,48,0,42,30,1
25,0.003949,0.003949,25,0.003949,23,65.464119,21,0.003949,18,14,0
34,0,0,34,0,34,51.733169,31,0.064914,26,19,0
82,0.137638,0.001513,80,0.332751,78,52.352379,70,1.790807,65,48,0
50,0,0,50,0.057183,50,63.624194,50,0.701647,47,36,0
16,0.004012,0.004012,16,0.004012,14,172.476114,12,0.007021,12,9,1
79,0.032635,0.010878,68,0.228445,65,38.832528,59,0.896685,54,40,1
90,1.089075,0.639891,84,1.484673,81,34.56356,72,2.524889,65,46,1
8,0.003893,0.003893,8,0.003893,8,56.855339,7,0.003893,7,5,0
21,0.238205,0.053855,20,0.508516,19,27.481596,17,0.65351,13,6,1
5,0,0,5,0,5,106.52779,5,0.051763,4,3,0
84,0,0,75,0.007661,71,14.610978,65,0.055159,60,49,1
40,0,0,40,0,40,10.448014,33,0,30,28,1
38,0,0,36,0,32,159.901453,19,0.072704,13,8,1
6,0,0,6,0,6,256.299365,5,0.006204,5,5,1
37,0.011372,0.004135,35,0.014473,31,234.413166,26,0.164371,24,12,1
89,0.018606,0.013955,88,0.031011,87,40.464405,79,0.184514,71,47,1
17,0,0,15,0,13,92.212028,10,0,9,5,1
52,0.015204,0.013684,50,0.021286,46,55.903345,43,0.088185,41,27,1
61,0,0,60,0,59,24.852029,57,0.131768,51,37,0
21,0.000985,0,21,0.021665,21,99.600673,18,0.093551,15,11,0
71,0.845263,0.361388,58,1.590308,51,85.380624,39,7.084008,29,17,1
67,0.132903,0.035544,65,0.168447,63,16.781292,60,0.271987,51,38,1
25,0,0,23,0,20,46.748151,19,0,18,16,1
4,0,0,4,0,4,39.995428,4,0.07851,2,2,0
11,0.001914,0.001914,11,0.001914,10,48.748479,9,0.00287,7,3,0
