@relation 'dr-weka.filters.unsupervised.attribute.Remove-V-R3,15-16,4,14,5,9,6,13,7-8,2,1,19,18,17,12,11,10,20-weka.filters.unsupervised.attribute.Remove-V-R1-11,20_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,13'

@attribute Instance_number numeric
@attribute MA_Detection_1 numeric
@attribute MA_Detection_Exudates_7 numeric
@attribute MA_Detection_Exudates_8 numeric
@attribute MA_Detection_2 numeric
@attribute MA_Detection_Exudates_6 numeric
@attribute MA_Detection_3 numeric
@attribute MA_Detection_Exudates_1 numeric
@attribute MA_Detection_4 numeric
@attribute MA_Detection_Exudates_5 numeric
@attribute MA_Detection_5 numeric
@attribute MA_Detection_6 numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
332,137,0.655545,0.39702,117,0.94023,107,57.818781,94,2.128214,82,54,cluster0,1
333,9,0.142706,0.003058,7,0.297645,7,116.423002,7,0.51884,6,5,cluster0,1
334,60,0,0,59,0,59,18.05066,59,0,59,53,cluster0,1
335,10,0.005938,0.005938,9,0.005938,9,71.803252,9,0.007917,7,7,cluster1,0
336,53,0.149482,0.125077,53,0.167786,53,28.651695,48,0.205919,48,36,cluster1,0
337,60,0.36277,0.06661,54,1.041172,43,148.626224,32,2.191994,22,11,cluster0,1
338,20,0.004069,0.004069,20,0.007121,19,174.357817,19,0.051882,13,13,cluster1,0
339,151,0.715409,0.136993,131,1.756558,120,45.003816,105,3.618145,84,57,cluster0,1
340,14,0,0,13,0,11,4.563913,9,0,8,7,cluster0,1
341,81,0,0,74,0,68,21.601638,63,0,49,35,cluster0,1
342,22,0.019357,0.015282,16,0.03362,13,78.342678,11,0.1355,9,7,cluster0,1
343,48,0,0,44,0.001532,43,61.603345,40,0.044429,38,27,cluster0,1
344,35,0.042127,0.017234,34,0.302551,32,127.52255,27,1.171908,23,16,cluster1,0
345,69,0,0,68,0,66,8.488283,61,0,59,45,cluster0,1
346,15,0.003908,0.003908,15,0.005863,13,37.273127,12,0.015634,10,7,cluster0,1
347,69,0,0,66,0.049351,64,56.383175,60,0.186607,55,41,cluster1,0
348,14,0,0,14,0,14,110.695427,13,0,10,9,cluster1,0
349,71,0,0,71,0,70,21.87544,67,0.120324,63,47,cluster1,0
350,44,0.180098,0.113584,44,0.574062,42,172.452792,32,1.640322,23,17,cluster0,1
351,64,0,0,63,0,62,36.206197,57,0,55,29,cluster1,0
352,48,0.001545,0,45,0.001545,41,59.436927,39,0.094251,36,26,cluster0,1
353,17,0,0,17,0,17,134.989399,15,0.014539,15,8,cluster1,0
354,48,0,0,47,0,47,16.554713,45,0,44,31,cluster0,1
355,4,0.000978,0.000978,4,0.000978,4,10.541363,2,0.000978,2,2,cluster0,1
356,15,0,0,13,0,13,39.305552,12,0.001952,9,6,cluster1,0
357,20,0.002013,0.001006,20,0.002013,19,188.610073,19,0.083538,17,13,cluster1,0
358,41,0,0,39,0,39,32.011792,38,0.009253,36,25,cluster1,0
359,57,0.001534,0,54,0.024542,52,44.10434,52,0.154919,48,39,cluster1,0
360,35,0,0,34,0,33,62.703952,32,0.083736,27,18,cluster0,1
361,57,0,0,57,0,56,11.14365,55,0,55,37,cluster0,1
362,22,0.002034,0.001017,20,0.063067,20,166.947109,19,0.814788,17,13,cluster0,1
363,16,0.003851,0.003851,15,0.003851,15,181.367457,14,0.003851,12,10,cluster1,0
364,53,1.392029,0.398155,45,2.079475,44,56.888723,35,2.995735,30,18,cluster0,1
365,12,0,0,12,0,11,42.254569,9,0,8,6,cluster1,0
366,25,0,0,22,0.016501,21,43.875057,20,0.047561,16,9,cluster0,1
367,7,0,0,7,0,7,87.92905,7,0.061394,7,6,cluster0,1
368,58,0.070557,0.049083,56,0.113504,51,14.646636,47,0.148782,41,27,cluster0,1
369,5,0,0,5,0,5,248.681883,4,0.052867,4,3,cluster0,1
370,16,0.002904,0.000968,14,0.025167,13,41.058416,11,0.08131,11,6,cluster1,0
371,35,0,0,35,0,35,34.068953,33,0.067194,30,24,cluster1,0
372,16,0.030946,0,16,0.150602,16,92.843775,14,0.198051,10,5,cluster0,1
373,38,0,0,38,0,37,45.617533,36,0.043705,36,27,cluster1,0
374,22,0.00202,0,22,0.045454,22,160.092663,17,0.136362,14,10,cluster1,0
375,54,0,0,53,0.006205,43,121.442601,37,0.111685,32,22,cluster0,1
376,72,0,0,70,0,70,54.5364,67,0.041926,63,54,cluster1,0
377,39,0,0,37,0,37,65.545948,34,0.054691,32,24,cluster1,0
378,71,0,0,71,0,70,48.461622,69,0,63,45,cluster1,0
379,44,0,0,44,0,44,15.728245,43,0,39,25,cluster1,0
380,61,0.284254,0.197566,52,0.474764,47,156.914162,39,1.733747,33,22,cluster0,1
381,45,0,0,45,0,44,20.348368,40,0,38,29,cluster0,1
382,67,0,0,67,0,63,61.995063,58,0,50,39,cluster1,0
383,41,0,0,41,0,41,29.521743,40,0.044674,37,20,cluster1,0
384,30,0,0,29,0,29,10.644577,27,0,26,22,cluster0,1
385,41,0,0,41,0,41,64.172558,40,0.049079,36,25,cluster0,1
386,55,0,0,55,0,54,15.792575,54,0,52,42,cluster1,0
387,55,0.006198,0.004132,52,0.006198,43,158.085764,33,0.079543,25,13,cluster0,1
388,54,0,0,53,0.012486,53,102.700984,50,0.056189,40,27,cluster1,0
389,49,0,0,47,0,46,44.458331,44,0,43,37,cluster0,1
390,77,0,0,72,0,71,17.806279,65,0,56,45,cluster0,1
391,46,0.136501,0.047545,46,1.536792,44,72.12952,40,3.590449,33,24,cluster1,0
392,33,0,0,32,0,32,15.49109,29,0,28,25,cluster0,1
393,72,0,0,71,0.940144,71,54.611185,68,6.620885,58,43,cluster1,0
394,62,0.001537,0.001537,59,0.039965,55,32.349761,51,0.116819,41,26,cluster0,1
395,61,0,0,57,0,56,11.42026,52,0,47,37,cluster0,1
396,65,0,0,64,0.001531,63,52.339677,60,0.016836,55,40,cluster0,1
397,63,0,0,63,0,63,13.558211,59,0,57,48,cluster0,1
398,12,0,0,11,0,10,48.767678,9,0,8,4,cluster0,1
399,68,1.102666,0.371996,61,3.766077,50,75.082758,43,8.310988,34,19,cluster0,1
400,50,0.158691,0.093347,50,1.239964,49,73.372591,45,3.106912,41,29,cluster1,0
401,41,0.003139,0,41,0.003139,41,7.538434,39,0.003139,37,33,cluster1,0
402,46,0.382919,0.3341,46,0.459197,44,21.316831,39,0.515644,34,21,cluster0,1
403,8,0,0,7,0,6,31.601244,5,0,3,2,cluster0,1
404,39,0.992983,0.292239,31,2.142037,26,77.675799,18,3.843096,15,9,cluster0,1
405,29,0,0,29,0,28,55.449801,25,0,18,11,cluster1,0
406,4,0,0,4,0,4,30.137823,4,0.001053,4,3,cluster1,0
407,11,0.003056,0,11,0.140592,11,124.114923,11,1.116583,8,6,cluster1,0
408,105,0.001539,0.001539,97,0.001539,88,20.800481,77,0.009233,66,43,cluster0,1
409,50,0,0,47,0,45,93.843603,44,0.051812,37,25,cluster0,1
410,18,0.006661,0.00571,18,0.006661,17,45.584834,16,0.009516,13,9,cluster1,0
411,60,0,0,59,0,58,14.64489,56,0,54,34,cluster0,1
412,22,0.000992,0.000992,22,0.000992,21,44.249119,18,0.035702,13,10,cluster1,0
413,71,0,0,68,0,68,21.057006,66,0,63,53,cluster0,1
414,20,0.01029,0.002058,20,0.073056,19,260.623387,18,0.5793,17,13,cluster0,1
415,53,0,0,51,0,51,13.222005,50,0.041185,46,38,cluster0,1
416,19,0.00785,0.00785,19,0.011775,19,87.42015,17,0.041211,16,10,cluster1,0
417,74,0.026217,0.016964,71,0.029302,67,85.852437,61,0.115665,57,41,cluster0,1
418,4,0,0,4,0,4,38.762337,3,0.000957,3,1,cluster1,0
419,67,0,0,67,0,66,24.097003,63,0.091236,59,41,cluster0,1
420,62,0.033924,0,57,0.070933,55,39.299701,54,0.181957,49,39,cluster0,1
421,29,0,0,28,0,27,7.543326,27,0,25,16,cluster0,1
422,44,0,0,43,0,43,29.329483,42,0,34,25,cluster1,0
423,35,0,0,33,0,32,6.193941,31,0,31,26,cluster0,1
424,22,0,0,20,0.00723,18,122.648415,15,0.049578,12,9,cluster0,1
425,33,0.003917,0.003917,33,0.003917,31,111.424802,31,0.041132,26,21,cluster1,0
426,20,0,0,20,0,20,76.019628,19,0.00102,17,12,cluster1,0
427,52,0.033742,0.006135,51,0.243862,51,67.901042,47,1.535258,42,33,cluster1,0
428,12,0,0,10,0,9,189.471852,8,0,8,6,cluster0,1
429,16,0,0,13,0,12,27.037522,9,0.003026,5,5,cluster0,1
430,24,0.05956,0.035125,24,0.083994,23,8.917154,21,0.142027,20,17,cluster0,1
431,9,0,0,9,0.001017,9,60.499827,7,0.005083,6,6,cluster0,1
432,25,0,0,25,0,23,54.625981,21,0.011672,18,14,cluster1,0
433,16,0,0,16,0,16,46.689999,15,0,11,8,cluster1,0
434,57,0.009273,0.007728,54,0.010819,50,24.130569,47,0.04173,47,35,cluster0,1
435,80,0,0,76,0,75,24.456541,73,0,70,53,cluster0,1
436,8,0,0,8,0,8,114.22329,7,0.004064,7,6,cluster1,0
437,4,0.005868,0.005868,4,0.005868,4,36.778066,2,0.005868,2,2,cluster0,1
438,17,0,0,15,0,14,55.232156,13,0,10,5,cluster0,1
439,2,0,0,2,0,2,61.802502,2,0,2,1,cluster1,0
440,65,0,0,65,0,64,40.636744,63,0,59,47,cluster1,0
441,18,0.458777,0.37432,17,0.631861,16,57.670366,16,1.016608,15,10,cluster0,1
442,71,0,0,70,0,70,9.952095,69,0,67,64,cluster0,1
443,58,0,0,58,0,56,55.49333,53,0.007813,49,39,cluster0,1
444,13,0,0,13,0,12,29.245498,12,0.000961,11,6,cluster1,0
445,40,0,0,39,0,39,7.783682,39,0,37,32,cluster1,0
446,53,1.852643,0.688066,45,3.559458,40,182.146473,32,7.394142,28,13,cluster0,1
447,19,0.003953,0.003953,18,0.003953,17,10.326223,12,0.003953,11,8,cluster1,0
448,18,0,0,18,0,18,232.089075,15,0,13,8,cluster0,1
449,17,0.003809,0.003809,16,0.003809,16,18.51048,14,0.003809,12,9,cluster0,1
450,37,0.185806,0.148645,36,0.299354,31,104.319698,28,0.477934,26,19,cluster0,1
451,8,0,0,7,0.001017,6,65.152426,6,0.037617,4,3,cluster0,1
452,15,0,0,14,0,12,152.214876,10,0,9,8,cluster1,0
453,48,0,0,47,0.001547,46,54.523039,44,0.064986,41,28,cluster1,0
454,40,0,0,40,0,39,68.518487,37,0.017224,31,21,cluster0,1
455,58,0,0,57,0,57,34.0425,54,0.013835,47,33,cluster1,0
456,20,0.008192,0.003072,18,0.071683,18,215.301777,18,0.536596,14,9,cluster0,1
457,41,0,0,41,0,41,48.451335,41,0.291161,38,34,cluster1,0
458,24,0,0,24,0.005131,24,53.477413,24,0.036945,23,14,cluster1,0
459,57,0,0,56,0,53,38.890039,48,0.049404,41,24,cluster1,0
460,29,0.004547,0,29,0.007578,28,14.479479,27,0.013641,27,22,cluster1,0
461,60,0,0,59,0,57,71.853392,54,0.056139,48,32,cluster1,0
462,41,0,0,41,0,41,9.504083,41,0,37,34,cluster1,0
463,15,0,0,15,0.010648,15,94.487226,15,0.174232,14,6,cluster1,0
464,61,0,0,59,0,58,52.85674,56,0,53,42,cluster1,0
465,51,0,0,51,0,51,51.083367,48,0.08417,47,39,cluster1,0
466,8,0.003817,0.003817,8,0.003817,7,17.995589,7,0.003817,7,4,cluster0,1
467,60,0.041594,0,59,0.37435,57,50.2553,55,1.945694,49,33,cluster1,0
468,13,0,0,13,0.001953,13,84.236507,13,0.015626,12,9,cluster1,0
469,11,0.003885,0.003885,11,0.003885,10,105.038461,9,0.006799,8,7,cluster1,0
470,24,0,0,22,0.002054,21,46.886285,18,0.011296,17,13,cluster0,1
471,21,0.001034,0,20,0.025862,16,162.739596,13,0.174826,11,6,cluster0,1
472,64,0,0,58,0,56,40.989728,51,0.057052,47,32,cluster0,1
473,54,0,0,54,0,53,82.549069,49,0.049028,46,33,cluster1,0
474,91,0.140913,0.057931,81,0.230159,70,19.120385,58,0.638807,46,29,cluster0,1
475,44,0.034995,0.025731,41,0.05558,37,105.589735,34,0.17909,28,20,cluster0,1
476,16,0,0,14,0.001963,14,38.413333,12,0.010795,9,8,cluster0,1
477,21,0.00289,0.00289,20,0.00289,17,8.374425,17,0.012524,14,8,cluster0,1
478,29,0,0,29,0,28,7.510261,24,0,23,19,cluster0,1
479,20,0.159536,0.113219,20,0.207912,18,210.665328,17,0.536248,16,9,cluster0,1
480,39,0,0,39,0.082546,39,65.857616,38,0.256983,37,28,cluster1,0
481,31,0,0,31,0,29,5.410485,27,0,27,19,cluster1,0
482,44,0,0,44,0,42,13.803221,39,0,38,30,cluster1,0
483,72,0.00157,0,71,0.026682,69,29.724271,64,0.144399,62,46,cluster1,0
484,72,0.078557,0.01137,70,0.207763,62,44.070624,56,2.750538,43,32,cluster0,1
485,71,0,0,70,0,68,26.335311,61,0.015819,56,46,cluster0,1
486,19,0.00393,0.00393,17,0.00393,16,64.715442,16,0.00393,12,8,cluster0,1
487,10,0,0,10,0,9,17.352251,9,0,7,4,cluster1,0
488,66,0,0,65,0.001516,65,43.717617,63,0.095493,62,44,cluster1,0
489,16,0.005899,0.004916,15,0.006882,15,110.47939,15,0.037361,14,11,cluster0,1
490,19,0.00305,0,19,0.305981,17,130.597124,17,1.467897,13,10,cluster1,0
491,25,0,0,25,0,24,11.996646,22,0,20,18,cluster1,0
492,50,0,0,50,0,49,20.601354,49,0,48,39,cluster1,0
493,7,0,0,7,0,7,29.345362,5,0,5,4,cluster0,1
494,51,0.012324,0,50,0.040054,46,47.453069,44,0.599268,39,28,cluster0,1
495,3,0,0,3,0,3,63.514534,3,0,3,3,cluster1,0
496,14,0,0,14,0,14,21.240157,13,0,11,6,cluster0,1
497,49,0.015495,0.011363,43,0.033057,38,129.531941,33,0.097104,27,16,cluster0,1
498,19,0.198378,0.032538,19,0.302291,17,254.289527,14,0.815555,10,8,cluster0,1
499,65,0.020451,0.010226,61,0.046015,49,129.53744,37,0.121684,31,16,cluster0,1
500,2,0,0,2,0.067153,2,99.75866,2,0.590341,2,2,cluster1,0
501,46,0.248662,0.194427,44,0.461508,44,143.889246,41,1.200331,38,28,cluster0,1
502,66,0,0,64,0.001536,63,39.164755,62,0.004607,56,42,cluster0,1
503,31,0.002041,0,31,0.122441,30,151.929514,29,0.830556,25,19,cluster1,0
504,48,0.001522,0,47,0.054797,46,99.177049,44,1.372977,40,29,cluster1,0
505,65,0.147957,0.132383,63,0.210255,58,26.038897,53,0.422067,43,23,cluster0,1
506,96,1.601018,1.339503,86,1.900543,82,30.683894,71,2.265448,59,42,cluster0,1
507,49,0.013235,0.00509,47,0.064138,46,151.742425,41,0.772705,34,22,cluster0,1
508,81,0.426829,0.237472,73,0.558758,68,18.018384,63,0.642571,54,43,cluster0,1
509,13,0.002041,0.002041,12,0.007142,11,175.634291,10,0.023468,9,6,cluster0,1
510,44,0,0,44,0,43,17.214795,41,0,37,24,cluster1,0
511,102,1.168066,0.518336,90,1.694679,74,113.300364,57,3.882864,42,24,cluster0,1
512,62,0,0,61,0,61,7.764752,61,0,60,56,cluster1,0
513,58,0.151985,0.0267,47,0.48779,43,116.663054,30,5.534111,22,16,cluster0,1
514,21,0,0,20,0.061082,17,34.886057,16,0.135399,12,8,cluster1,0
515,52,0,0,52,0,52,18.448076,48,0,47,34,cluster1,0
516,40,0.078845,0.007076,36,0.171841,30,28.421534,26,0.341661,20,13,cluster0,1
517,35,0,0,35,0,35,34.962225,35,0.012284,30,26,cluster0,1
518,41,0,0,41,0.001539,41,19.668175,39,0.010772,38,30,cluster1,0
519,53,0,0,52,0,52,12.85432,52,0,51,41,cluster1,0
520,26,0.097997,0.065658,26,0.376307,26,60.86373,25,0.603659,23,12,cluster0,1
521,69,0,0,67,0,62,12.144417,54,0,49,36,cluster0,1
522,71,0,0,69,0,66,41.585991,62,0.006168,58,43,cluster0,1
523,21,0.001927,0.000963,21,0.003853,21,54.024017,20,0.003853,18,16,cluster1,0
524,22,0.003893,0.003893,21,0.01168,20,59.628898,19,0.142101,15,12,cluster0,1
525,17,0,0,17,0,17,33.380069,17,0.035046,11,10,cluster1,0
526,91,0,0,90,0,86,6.348365,76,0,68,48,cluster0,1
527,19,0.003847,0.003847,18,0.003847,18,74.204722,15,0.003847,13,10,cluster0,1
528,38,0,0,38,0,38,14.20962,35,0,33,26,cluster0,1
529,19,0,0,17,0,16,27.013234,15,0,10,6,cluster0,1
530,10,0,0,10,0,10,101.291533,10,0,9,8,cluster1,0
531,55,0,0,55,0.02138,52,40.038541,50,0.311536,46,34,cluster1,0
532,19,0,0,19,0.005161,17,97.439931,17,0.135227,14,9,cluster0,1
533,4,0.002892,0.001928,4,0.003856,4,75.028331,4,0.003856,4,2,cluster1,0
534,63,0.016946,0.007703,61,0.050837,59,34.052857,56,0.178699,50,29,cluster0,1
535,15,0,0,15,0,14,35.933865,13,0.017497,12,11,cluster1,0
536,19,0,0,19,0.025092,18,67.000639,16,0.185681,14,8,cluster0,1
537,73,0,0,71,0,70,39.332345,69,0,65,51,cluster1,0
538,5,0,0,4,0.014253,4,81.52601,4,0.240261,3,3,cluster0,1
539,42,0.681804,0.290875,38,1.846337,32,69.50377,24,3.242952,15,9,cluster0,1
540,45,0,0,45,0,44,17.444345,44,0,37,27,cluster1,0
541,58,0,0,56,0,51,3.557701,44,0.151359,35,30,cluster0,1
542,19,0.016834,0.008417,19,0.093637,17,137.030933,14,0.184118,8,8,cluster0,1
543,86,0,0,85,0,84,42.682998,83,0.053413,81,64,cluster1,0
544,41,0,0,41,0,40,7.740693,37,0,35,28,cluster0,1
545,36,0,0,35,0,32,3.203759,29,0,27,21,cluster0,1
546,8,0,0,8,0,8,46.633368,7,0,6,5,cluster1,0
547,13,0,0,13,0,12,48.546062,11,0,11,3,cluster0,1
548,24,0.02029,0.014203,24,0.025362,24,61.474413,21,0.099421,17,14,cluster1,0
549,51,0.032235,0.021837,43,0.053032,42,29.584628,36,0.143499,29,21,cluster0,1
550,59,0,0,59,0.004672,58,43.432426,58,0.163532,50,34,cluster1,0
551,70,0.007796,0,68,0.063925,64,66.751648,63,0.558174,58,38,cluster0,1
552,72,0,0,69,0.021404,68,24.846639,62,0.053509,56,46,cluster0,1
553,22,0,0,22,0,19,5.468078,17,0,15,11,cluster0,1
554,14,0.006126,0.002042,13,0.106187,13,129.327096,12,0.337962,12,11,cluster1,0
555,43,0,0,42,0,40,50.599604,39,0.201506,37,30,cluster1,0
556,29,0,0,27,0.003111,26,12.892454,25,0.003111,24,17,cluster1,0
557,24,0.006711,0.005752,24,0.006711,22,61.786898,21,0.02205,20,16,cluster1,0
558,24,0.028783,0.015351,23,0.312776,23,109.591553,21,1.63296,19,16,cluster1,0
559,14,0.003906,0.003906,14,0.003906,13,105.364729,12,0.003906,10,7,cluster1,0
560,114,0.013686,0.012165,99,0.013686,94,31.648833,84,0.021289,76,49,cluster0,1
561,27,0,0,26,0,26,163.489683,24,0.256523,21,17,cluster0,1
562,98,0,0,94,0,83,22.568542,75,0,69,48,cluster0,1
563,25,0.0126,0.007754,25,0.077536,24,98.889715,22,0.41385,17,9,cluster1,0
564,73,0,0,73,0,71,18.317263,64,0,55,38,cluster0,1
565,14,0.009085,0.005047,14,0.028264,14,91.019304,13,0.095895,13,6,cluster1,0
566,55,0,0,53,0.046621,51,63.032637,48,0.397829,39,30,cluster1,0
567,12,0.003926,0.003926,11,0.003926,11,13.082938,10,0.003926,10,7,cluster0,1
568,30,0.006039,0,29,0.027176,27,133.231946,22,0.311017,14,11,cluster0,1
569,14,0,0,13,0,13,0.349274,9,0,6,5,cluster1,0
570,16,0.179215,0.086518,14,0.306931,13,68.002805,12,0.610773,9,6,cluster0,1
571,3,0,0,3,0,3,274.762544,3,0,3,3,cluster1,0
572,52,0.463171,0.228007,48,0.80058,42,66.675091,28,1.343501,20,13,cluster0,1
573,48,0,0,44,0,41,9.67831,37,0,32,28,cluster0,1
574,48,0,0,46,0,45,16.42589,41,0,35,25,cluster0,1
575,141,1.708253,0.75139,130,2.521083,110,88.463524,84,4.467041,62,34,cluster0,1
576,66,0.00203,0,65,0.112666,51,208.147846,42,0.284202,29,19,cluster0,1
577,18,0,0,18,0,18,5.299129,17,0,16,10,cluster1,0
578,3,0,0,3,0,3,68.804317,3,0.005253,3,1,cluster1,0
579,19,0,0,19,0.018271,19,66.900142,18,0.155301,16,14,cluster1,0
580,43,0.004581,0.003054,42,0.024434,41,67.789719,36,0.108427,34,20,cluster1,0
581,34,0,0,34,0,31,72.223315,30,0.052378,30,22,cluster1,0
582,48,0,0,48,0,48,36.899066,47,0.001562,44,37,cluster1,0
583,19,0.000992,0.000992,19,0.000992,19,112.326062,18,0.003967,16,7,cluster1,0
584,46,0.024649,0.010784,46,0.34508,46,55.183468,45,1.247833,44,35,cluster1,0
585,89,0.626983,0.429398,86,0.900802,83,16.894319,78,1.235297,74,57,cluster0,1
586,46,0.001541,0.001541,45,0.004622,44,32.786563,43,0.016946,39,33,cluster1,0
587,17,0.00491,0.002946,16,0.042229,13,66.667356,13,0.101154,10,7,cluster0,1
588,92,0,0,87,0,82,29.970704,74,0.006155,71,52,cluster0,1
589,90,0.817478,0.444758,81,1.102499,76,46.370746,71,2.1173,56,43,cluster0,1
590,8,0,0,8,0,8,265.056535,8,0,6,4,cluster1,0
591,64,0,0,63,0,62,36.052177,60,0,57,54,cluster0,1
592,44,0,0,44,0,43,41.943178,40,0.036055,36,27,cluster1,0
593,64,0.170382,0.141815,47,0.207111,38,110.619574,32,0.623373,26,19,cluster0,1
594,69,1.878421,1.04764,67,5.174057,56,21.334586,45,7.762613,31,18,cluster0,1
595,100,0.012375,0.010313,81,0.024751,60,71.199165,45,0.109317,32,18,cluster0,1
596,62,0,0,61,0,61,15.176955,61,0,60,49,cluster0,1
597,23,0.329601,0.182996,22,0.609294,20,193.715914,19,1.146845,15,8,cluster0,1
598,20,0.003877,0.003877,20,0.003877,19,40.869053,18,0.003877,15,12,cluster1,0
599,44,0,0,42,0,41,13.805965,40,0,38,33,cluster1,0
600,52,0,0,52,0.009243,52,77.567631,52,0.060077,49,40,cluster1,0
601,3,0,0,3,0,3,60.913407,3,0.00205,3,3,cluster1,0
602,47,0,0,47,0.017035,46,54.135774,43,0.315922,38,29,cluster1,0
603,16,0,0,16,0,16,4.29988,15,0,13,12,cluster1,0
604,75,0.007735,0.003094,70,0.013923,65,18.463202,54,0.026299,49,37,cluster0,1
605,13,0.006148,0,13,0.079928,13,126.937632,12,0.711158,9,5,cluster1,0
606,11,0,0,11,0.001035,11,62.554128,11,0.143891,11,9,cluster1,0
607,50,0.269182,0.048757,42,0.550553,38,111.331612,32,1.349973,27,14,cluster0,1
608,11,0,0,11,0,11,31.657567,11,0,11,8,cluster1,0
609,6,0,0,6,0,6,67.222908,6,0.01246,5,5,cluster0,1
610,25,0,0,23,0,23,10.902544,21,0,20,14,cluster0,1
611,34,0,0,34,0,34,18.248935,32,0,26,17,cluster1,0
612,20,0,0,20,0,20,8.342012,19,0,16,14,cluster1,0
613,51,0,0,51,0,51,17.525446,50,0,47,43,cluster1,0
614,15,0.009091,0.005051,15,0.037376,15,92.528963,14,0.166675,14,6,cluster1,0
615,60,0,0,60,0,57,26.723328,55,0,54,45,cluster0,1
616,37,0,0,37,0,36,11.62947,33,0,30,24,cluster1,0
617,62,0,0,62,0,61,43.40315,55,0.1783,52,45,cluster1,0
618,20,0.015414,0.00867,20,0.045278,18,143.282037,17,0.236986,15,12,cluster1,0
619,30,0,0,29,0,29,10.921282,23,0,20,16,cluster0,1
620,20,0,0,18,0,18,119.103903,16,0.004093,12,8,cluster0,1
621,64,0,0,60,0,55,22.383646,49,0.001521,44,31,cluster0,1
622,48,0,0,48,0,47,78.633267,45,0.001552,41,32,cluster1,0
623,13,0.012713,0.003912,13,0.127132,12,101.64826,12,0.456699,11,7,cluster1,0
624,16,0.001928,0.001928,16,0.01446,13,147.200333,10,0.150386,7,5,cluster1,0
625,10,0.001952,0.001952,10,0.001952,10,46.834688,10,0.001952,8,5,cluster0,1
626,15,0,0,15,0.00095,14,35.411478,14,0.016145,13,8,cluster1,0
627,70,0.007796,0,68,0.063925,64,66.751648,63,0.558174,58,38,cluster0,1
628,24,0.003116,0,23,0.296022,20,128.776696,18,1.462451,16,12,cluster0,1
629,26,0,0,26,0,25,14.119144,24,0,20,16,cluster0,1
630,19,0.144078,0.066419,17,0.311658,16,156.480074,11,0.590618,8,4,cluster0,1
631,28,0.002983,0.002983,27,0.036794,23,227.312144,18,0.92185,15,13,cluster0,1
632,9,0,0,9,0,9,42.862492,9,0.014513,7,5,cluster1,0
633,7,0.021819,0.02078,6,0.039482,5,39.54425,5,0.042599,4,4,cluster0,1
634,7,0.009214,0.00819,7,0.017404,7,219.122118,7,0.089067,7,6,cluster1,0
635,26,0,0,26,0,26,18.197432,25,0,23,19,cluster1,0
636,31,0,0,30,0,30,17.351666,27,0,26,25,cluster1,0
637,57,0.195619,0.041588,51,0.227965,49,14.615942,39,0.275714,32,23,cluster0,1
638,6,0,0,6,0,6,47.062703,6,0.01743,5,4,cluster1,0
639,44,0.007785,0.003892,41,0.026273,40,154.247519,37,0.34058,34,22,cluster0,1
640,18,0.005909,0.005909,17,0.005909,16,73.076702,15,0.006893,10,9,cluster1,0
641,13,0,0,13,0,12,110.729452,9,0.042136,7,5,cluster1,0
642,5,0.003909,0.003909,5,0.003909,5,38.096555,5,0.003909,3,2,cluster1,0
643,56,0,0,53,0,50,48.811069,48,0.173514,44,34,cluster1,0
644,54,0.020158,0,53,0.200032,51,49.958494,45,1.294784,43,29,cluster1,0
645,46,0.932304,0.320217,42,1.502395,35,102.089347,29,2.99429,24,13,cluster0,1
646,45,0.00288,0.00288,42,0.0048,38,96.779744,34,0.01152,26,15,cluster0,1
647,17,0,0,17,0.05309,17,79.041087,14,0.44003,14,9,cluster1,0
648,89,0,0,86,0,84,33.240147,81,0,78,71,cluster0,1
649,89,0,0,86,0,79,12.236437,69,0.54242,59,37,cluster0,1
650,70,0,0,66,0,63,13.180516,59,0,53,43,cluster0,1
651,57,0.036658,0.031877,54,0.046221,51,27.522474,44,0.129101,41,23,cluster0,1
652,24,0.005882,0.005882,24,0.005882,23,175.249663,21,0.006863,19,9,cluster0,1
653,39,0,0,30,0,26,43.192408,20,0,19,14,cluster0,1
654,63,0,0,62,0,61,13.410038,60,0,60,50,cluster1,0
655,57,0.075733,0.023184,57,0.587321,55,53.436893,50,2.058713,42,31,cluster1,0
656,31,0,0,29,0.002078,26,189.429937,23,0.025972,19,16,cluster0,1
657,29,0,0,29,0,29,12.990835,24,0,22,16,cluster1,0
658,40,0,0,37,0,35,60.43486,33,0.008144,27,14,cluster0,1
659,52,0,0,51,0,51,14.720819,47,0,44,30,cluster1,0
660,85,0.39457,0.196278,80,0.763976,68,89.448552,57,1.243096,38,18,cluster0,1
661,9,0,0,9,0,9,201.455265,9,0.003089,7,7,cluster1,0
662,18,0.002059,0.002059,18,0.002059,17,175.012818,16,0.15336,14,12,cluster0,1
663,18,0,0,15,0.011224,13,60.215769,13,0.297936,12,7,cluster0,1
664,2,0,0,2,0,2,9.066072,2,0,2,1,cluster1,0
665,12,0,0,12,0.005904,9,114.678102,8,0.015745,6,2,cluster1,0
666,11,0,0,10,0.000981,10,30.710516,10,0.000981,7,5,cluster1,0
667,27,0.004587,0.004587,27,0.007644,27,10.707966,25,0.009173,23,19,cluster1,0
668,50,0,0,50,0,50,13.294051,50,0,47,43,cluster0,1
669,91,0.040809,0.004709,79,0.819329,70,44.589075,66,2.129941,57,37,cluster0,1
